trial_id,seed,scenario,warm_start_scale,shrunk_size,true_size,estimated_size,ci_lower,ci_upper,true_in_ci,ci_width,relative_error
459,3634821,subset,0,25,25,25,19,25,true,6,0.0000
460,3642740,subset,0,25,25,25,19,25,true,6,0.0000
461,3650659,subset,0,25,25,25,19,25,true,6,0.0000
462,3658578,subset,0,25,25,25,19,25,true,6,0.0000
463,3666497,subset,0,25,25,25,19,25,true,6,0.0000
464,3674416,subset,0,25,25,25,19,25,true,6,0.0000
465,3682335,subset,0,25,25,25,19,25,true,6,0.0000
466,3690254,subset,0,25,25,25,19,25,true,6,0.0000
467,3698173,subset,0,25,25,25,19,25,true,6,0.0000
468,3706092,subset,0,25,25,25,19,25,true,6,0.0000
469,3714011,subset,0,25,25,25,19,25,true,6,0.0000
470,3721930,subset,0,25,25,25,19,25,true,6,0.0000
471,3729849,subset,0,25,25,25,19,25,true,6,0.0000
472,3737768,subset,0,25,25,25,19,25,true,6,0.0000
473,3745687,subset,0,25,25,25,19,25,true,6,0.0000
474,3753606,subset,0,25,25,25,19,25,true,6,0.0000
475,3761525,subset,0,25,25,25,19,25,true,6,0.0000
476,3769444,subset,0,25,25,25,19,25,true,6,0.0000
477,3777363,subset,0,25,25,25,19,25,true,6,0.0000
478,3785282,subset,0,25,25,25,19,25,true,6,0.0000
479,3793201,subset,0,25,25,25,19,25,true,6,0.0000
480,3801120,subset,0,25,25,25,19,25,true,6,0.0000
481,3809039,subset,0,25,25,25,19,25,true,6,0.0000
482,3816958,subset,0,25,25,25,19,25,true,6,0.0000
483,3824877,subset,0,25,25,25,19,25,true,6,0.0000
484,3832796,subset,0,25,25,25,19,25,true,6,0.0000
485,3840715,subset,0,25,25,25,19,25,true,6,0.0000
486,3848634,subset,0,25,25,25,19,25,true,6,0.0000
487,3856553,subset,0,25,25,25,19,25,true,6,0.0000
488,3864472,subset,0,25,25,25,19,25,true,6,0.0000
489,3872391,subset,0,25,25,25,19,25,true,6,0.0000
490,3880310,subset,0,25,25,25,19,25,true,6,0.0000
491,3888229,subset,0,25,25,25,19,25,true,6,0.0000
492,3896148,subset,0,25,25,25,19,25,true,6,0.0000
493,3904067,subset,0,25,25,25,19,25,true,6,0.0000
494,3911986,subset,0,25,25,25,19,25,true,6,0.0000
495,3919905,subset,0,25,25,25,19,25,true,6,0.0000
496,3927824,subset,0,25,25,25,19,25,true,6,0.0000
497,3935743,subset,0,25,25,25,19,25,true,6,0.0000
498,3943662,subset,0,25,25,25,19,25,true,6,0.0000
499,3951581,subset,0,25,25,25,19,25,true,6,0.0000
500,0,subset,0.5,25,25,16,13,19,false,6,0.3600
501,7919,subset,0.5,25,25,15,12,18,false,6,0.4000
502,15838,subset,0.5,25,25,16,13,19,false,6,0.3600
503,23757,subset,0.5,25,25,14,11,17,false,6,0.4400
504,31676,subset,0.5,25,25,15,12,18,false,6,0.4000
505,39595,subset,0.5,25,25,17,14,20,false,6,0.3200
506,47514,subset,0.5,25,25,16,13,19,false,6,0.3600
507,55433,subset,0.5,25,25,14,11,17,false,6,0.4400
508,63352,subset,0.5,25,25,14,11,17,false,6,0.4400
509,71271,subset,0.5,25,25,15,12,18,false,6,0.4000
510,79190,subset,0.5,25,25,15,12,18,false,6,0.4000
511,87109,subset,0.5,25,25,16,13,19,false,6,0.3600
512,95028,subset,0.5,25,25,15,12,18,false,6,0.4000
513,102947,subset,0.5,25,25,13,10,16,false,6,0.4800
514,110866,subset,0.5,25,25,14,11,17,false,6,0.4400
515,118785,subset,0.5,25,25,16,13,19,false,6,0.3600
516,126704,subset,0.5,25,25,16,13,19,false,6,0.3600
517,134623,subset,0.5,25,25,16,13,19,false,6,0.3600
518,142542,subset,0.5,25,25,14,11,17,false,6,0.4400
519,150461,subset,0.5,25,25,15,12,18,false,6,0.4000
520,158380,subset,0.5,25,25,15,12,18,false,6,0.4000
521,166299,subset,0.5,25,25,16,13,19,false,6,0.3600
522,174218,subset,0.5,25,25,17,14,20,false,6,0.3200
523,182137,subset,0.5,25,25,16,13,19,false,6,0.3600
524,190056,subset,0.5,25,25,14,11,17,false,6,0.4400
525,197975,subset,0.5,25,25,15,12,18,false,6,0.4000
526,205894,subset,0.5,25,25,14,11,16,false,5,0.4400
527,213813,subset,0.5,25,25,14,11,17,false,6,0.4400
528,221732,subset,0.5,25,25,17,14,20,false,6,0.3200
529,229651,subset,0.5,25,25,14,11,16,false,5,0.4400
530,237570,subset,0.5,25,25,15,12,18,false,6,0.4000
531,245489,subset,0.5,25,25,14,11,17,false,6,0.4400
532,253408,subset,0.5,25,25,13,10,16,false,6,0.4800
533,261327,subset,0.5,25,25,14,11,17,false,6,0.4400
534,269246,subset,0.5,25,25,15,12,18,false,6,0.4000
535,277165,subset,0.5,25,25,16,12,18,false,6,0.3600
536,285084,subset,0.5,25,25,14,12,17,false,5,0.4400
537,293003,subset,0.5,25,25,15,12,18,false,6,0.4000
538,300922,subset,0.5,25,25,16,13,19,false,6,0.3600
539,308841,subset,0.5,25,25,15,12,18,false,6,0.4000
540,316760,subset,0.5,25,25,13,11,16,false,5,0.4800
541,324679,subset,0.5,25,25,13,10,16,false,6,0.4800
542,332598,subset,0.5,25,25,15,12,18,false,6,0.4000
543,340517,subset,0.5,25,25,16,12,18,false,6,0.3600
544,348436,subset,0.5,25,25,15,12,18,false,6,0.4000
545,356355,subset,0.5,25,25,15,12,18,false,6,0.4000
546,364274,subset,0.5,25,25,14,11,16,false,5,0.4400
547,372193,subset,0.5,25,25,14,12,17,false,5,0.4400
548,380112,subset,0.5,25,25,15,12,18,false,6,0.4000
549,388031,subset,0.5,25,25,16,12,18,false,6,0.3600
550,395950,subset,0.5,25,25,14,11,17,false,6,0.4400
551,403869,subset,0.5,25,25,14,11,17,false,6,0.4400
552,411788,subset,0.5,25,25,13,10,16,false,6,0.4800
553,419707,subset,0.5,25,25,14,11,16,false,5,0.4400
554,427626,subset,0.5,25,25,14,11,17,false,6,0.4400
555,435545,subset,0.5,25,25,16,13,19,false,6,0.3600
556,443464,subset,0.5,25,25,16,13,19,false,6,0.3600
557,451383,subset,0.5,25,25,14,12,17,false,5,0.4400
558,459302,subset,0.5,25,25,16,13,19,false,6,0.3600
559,467221,subset,0.5,25,25,15,12,18,false,6,0.4000
560,475140,subset,0.5,25,25,15,12,18,false,6,0.4000
561,483059,subset,0.5,25,25,16,13,19,false,6,0.3600
562,490978,subset,0.5,25,25,16,13,19,false,6,0.3600
563,498897,subset,0.5,25,25,16,13,19,false,6,0.3600
564,506816,subset,0.5,25,25,13,11,16,false,5,0.4800
565,514735,subset,0.5,25,25,15,12,18,false,6,0.4000
566,522654,subset,0.5,25,25,15,12,18,false,6,0.4000
567,530573,subset,0.5,25,25,14,11,17,false,6,0.4400
568,538492,subset,0.5,25,25,13,10,16,false,6,0.4800
569,546411,subset,0.5,25,25,18,14,20,false,6,0.2800
570,554330,subset,0.5,25,25,15,12,18,false,6,0.4000
571,562249,subset,0.5,25,25,16,13,18,false,5,0.3600
572,570168,subset,0.5,25,25,15,12,18,false,6,0.4000
573,578087,subset,0.5,25,25,15,12,18,false,6,0.4000
574,586006,subset,0.5,25,25,15,12,18,false,6,0.4000
575,593925,subset,0.5,25,25,15,12,18,false,6,0.4000
576,601844,subset,0.5,25,25,14,11,17,false,6,0.4400
577,609763,subset,0.5,25,25,14,11,17,false,6,0.4400
578,617682,subset,0.5,25,25,16,13,19,false,6,0.3600
579,625601,subset,0.5,25,25,14,11,17,false,6,0.4400
580,633520,subset,0.5,25,25,12,10,15,false,5,0.5200
581,641439,subset,0.5,25,25,15,12,18,false,6,0.4000
582,649358,subset,0.5,25,25,14,11,16,false,5,0.4400
583,657277,subset,0.5,25,25,14,11,17,false,6,0.4400
584,665196,subset,0.5,25,25,15,12,18,false,6,0.4000
585,673115,subset,0.5,25,25,15,12,18,false,6,0.4000
586,681034,subset,0.5,25,25,13,11,16,false,5,0.4800
587,688953,subset,0.5,25,25,16,13,19,false,6,0.3600
588,696872,subset,0.5,25,25,14,11,17,false,6,0.4400
589,704791,subset,0.5,25,25,15,12,18,false,6,0.4000
590,712710,subset,0.5,25,25,16,13,19,false,6,0.3600
591,720629,subset,0.5,25,25,15,12,18,false,6,0.4000
592,728548,subset,0.5,25,25,15,12,18,false,6,0.4000
593,736467,subset,0.5,25,25,15,12,18,false,6,0.4000
594,744386,subset,0.5,25,25,15,12,18,false,6,0.4000
595,752305,subset,0.5,25,25,15,12,18,false,6,0.4000
596,760224,subset,0.5,25,25,14,11,17,false,6,0.4400
597,768143,subset,0.5,25,25,15,12,18,false,6,0.4000
598,776062,subset,0.5,25,25,14,11,17,false,6,0.4400
599,783981,subset,0.5,25,25,14,11,17,false,6,0.4400
600,791900,subset,0.5,25,25,15,12,18,false,6,0.4000
601,799819,subset,0.5,25,25,15,12,18,false,6,0.4000
602,807738,subset,0.5,25,25,14,11,17,false,6,0.4400
603,815657,subset,0.5,25,25,14,11,17,false,6,0.4400
604,823576,subset,0.5,25,25,13,10,16,false,6,0.4800
605,831495,subset,0.5,25,25,14,11,16,false,5,0.4400
606,839414,subset,0.5,25,25,16,13,19,false,6,0.3600
607,847333,subset,0.5,25,25,14,11,17,false,6,0.4400
608,855252,subset,0.5,25,25,16,12,18,false,6,0.3600
609,863171,subset,0.5,25,25,14,11,16,false,5,0.4400
610,871090,subset,0.5,25,25,14,11,16,false,5,0.4400
611,879009,subset,0.5,25,25,16,13,19,false,6,0.3600
612,886928,subset,0.5,25,25,13,10,16,false,6,0.4800
613,894847,subset,0.5,25,25,16,12,18,false,6,0.3600
614,902766,subset,0.5,25,25,15,12,18,false,6,0.4000
615,910685,subset,0.5,25,25,15,12,18,false,6,0.4000
616,918604,subset,0.5,25,25,15,12,18,false,6,0.4000
617,926523,subset,0.5,25,25,15,12,18,false,6,0.4000
618,934442,subset,0.5,25,25,15,12,18,false,6,0.4000
619,942361,subset,0.5,25,25,16,13,19,false,6,0.3600
620,950280,subset,0.5,25,25,13,11,16,false,5,0.4800
621,958199,subset,0.5,25,25,16,13,18,false,5,0.3600
622,966118,subset,0.5,25,25,14,11,17,false,6,0.4400
623,974037,subset,0.5,25,25,15,12,18,false,6,0.4000
624,981956,subset,0.5,25,25,15,12,18,false,6,0.4000
625,989875,subset,0.5,25,25,14,11,16,false,5,0.4400
626,997794,subset,0.5,25,25,17,13,19,false,6,0.3200
627,1005713,subset,0.5,25,25,15,12,17,false,5,0.4000
628,1013632,subset,0.5,25,25,16,13,19,false,6,0.3600
629,1021551,subset,0.5,25,25,15,12,18,false,6,0.4000
630,1029470,subset,0.5,25,25,15,12,18,false,6,0.4000
631,1037389,subset,0.5,25,25,14,11,16,false,5,0.4400
632,1045308,subset,0.5,25,25,15,12,18,false,6,0.4000
633,1053227,subset,0.5,25,25,16,13,18,false,5,0.3600
634,1061146,subset,0.5,25,25,16,13,19,false,6,0.3600
635,1069065,subset,0.5,25,25,15,12,18,false,6,0.4000
636,1076984,subset,0.5,25,25,15,12,17,false,5,0.4000
637,1084903,subset,0.5,25,25,15,12,18,false,6,0.4000
638,1092822,subset,0.5,25,25,14,11,17,false,6,0.4400
639,1100741,subset,0.5,25,25,15,12,18,false,6,0.4000
640,1108660,subset,0.5,25,25,15,12,18,false,6,0.4000
641,1116579,subset,0.5,25,25,15,12,17,false,5,0.4000
642,1124498,subset,0.5,25,25,14,11,16,false,5,0.4400
643,1132417,subset,0.5,25,25,14,11,17,false,6,0.4400
644,1140336,subset,0.5,25,25,14,12,17,false,5,0.4400
645,1148255,subset,0.5,25,25,15,12,18,false,6,0.4000
646,1156174,subset,0.5,25,25,14,11,17,false,6,0.4400
647,1164093,subset,0.5,25,25,14,11,17,false,6,0.4400
648,1172012,subset,0.5,25,25,16,13,19,false,6,0.3600
649,1179931,subset,0.5,25,25,14,11,16,false,5,0.4400
650,1187850,subset,0.5,25,25,17,14,20,false,6,0.3200
651,1195769,subset,0.5,25,25,14,11,17,false,6,0.4400
652,1203688,subset,0.5,25,25,12,10,15,false,5,0.5200
653,1211607,subset,0.5,25,25,15,12,18,false,6,0.4000
654,1219526,subset,0.5,25,25,14,11,17,false,6,0.4400
655,1227445,subset,0.5,25,25,16,13,19,false,6,0.3600
656,1235364,subset,0.5,25,25,14,11,16,false,5,0.4400
657,1243283,subset,0.5,25,25,14,11,16,false,5,0.4400
658,1251202,subset,0.5,25,25,14,11,17,false,6,0.4400
659,1259121,subset,0.5,25,25,15,12,18,false,6,0.4000
660,1267040,subset,0.5,25,25,14,11,17,false,6,0.4400
661,1274959,subset,0.5,25,25,14,12,17,false,5,0.4400
662,1282878,subset,0.5,25,25,15,12,17,false,5,0.4000
663,1290797,subset,0.5,25,25,15,12,18,false,6,0.4000
664,1298716,subset,0.5,25,25,15,12,18,false,6,0.4000
665,1306635,subset,0.5,25,25,15,12,18,false,6,0.4000
666,1314554,subset,0.5,25,25,17,14,20,false,6,0.3200
667,1322473,subset,0.5,25,25,14,11,17,false,6,0.4400
668,1330392,subset,0.5,25,25,16,12,18,false,6,0.3600
669,1338311,subset,0.5,25,25,15,12,18,false,6,0.4000
670,1346230,subset,0.5,25,25,17,14,20,false,6,0.3200
671,1354149,subset,0.5,25,25,15,12,18,false,6,0.4000
672,1362068,subset,0.5,25,25,14,11,17,false,6,0.4400
673,1369987,subset,0.5,25,25,15,12,18,false,6,0.4000
674,1377906,subset,0.5,25,25,14,11,17,false,6,0.4400
675,1385825,subset,0.5,25,25,14,11,17,false,6,0.4400
676,1393744,subset,0.5,25,25,14,11,17,false,6,0.4400
677,1401663,subset,0.5,25,25,14,11,16,false,5,0.4400
678,1409582,subset,0.5,25,25,17,14,20,false,6,0.3200
679,1417501,subset,0.5,25,25,14,11,17,false,6,0.4400
680,1425420,subset,0.5,25,25,14,11,17,false,6,0.4400
681,1433339,subset,0.5,25,25,14,11,16,false,5,0.4400
682,1441258,subset,0.5,25,25,12,10,15,false,5,0.5200
683,1449177,subset,0.5,25,25,16,13,19,false,6,0.3600
684,1457096,subset,0.5,25,25,17,14,20,false,6,0.3200
685,1465015,subset,0.5,25,25,15,12,18,false,6,0.4000
686,1472934,subset,0.5,25,25,14,11,17,false,6,0.4400
687,1480853,subset,0.5,25,25,16,12,18,false,6,0.3600
688,1488772,subset,0.5,25,25,16,13,19,false,6,0.3600
689,1496691,subset,0.5,25,25,14,11,16,false,5,0.4400
690,1504610,subset,0.5,25,25,14,11,16,false,5,0.4400
691,1512529,subset,0.5,25,25,14,12,17,false,5,0.4400
692,1520448,subset,0.5,25,25,14,11,17,false,6,0.4400
693,1528367,subset,0.5,25,25,15,12,18,false,6,0.4000
694,1536286,subset,0.5,25,25,16,13,18,false,5,0.3600
695,1544205,subset,0.5,25,25,15,12,18,false,6,0.4000
696,1552124,subset,0.5,25,25,13,10,16,false,6,0.4800
697,1560043,subset,0.5,25,25,15,12,18,false,6,0.4000
698,1567962,subset,0.5,25,25,14,11,16,false,5,0.4400
699,1575881,subset,0.5,25,25,15,12,18,false,6,0.4000
700,1583800,subset,0.5,25,25,13,10,16,false,6,0.4800
701,1591719,subset,0.5,25,25,15,12,18,false,6,0.4000
702,1599638,subset,0.5,25,25,15,12,18,false,6,0.4000
703,1607557,subset,0.5,25,25,17,14,20,false,6,0.3200
704,1615476,subset,0.5,25,25,14,11,17,false,6,0.4400
705,1623395,subset,0.5,25,25,15,12,18,false,6,0.4000
706,1631314,subset,0.5,25,25,15,12,17,false,5,0.4000
707,1639233,subset,0.5,25,25,13,10,16,false,6,0.4800
708,1647152,subset,0.5,25,25,15,12,18,false,6,0.4000
709,1655071,subset,0.5,25,25,15,12,18,false,6,0.4000
710,1662990,subset,0.5,25,25,16,13,19,false,6,0.3600
711,1670909,subset,0.5,25,25,15,12,17,false,5,0.4000
712,1678828,subset,0.5,25,25,15,12,18,false,6,0.4000
713,1686747,subset,0.5,25,25,14,11,17,false,6,0.4400
714,1694666,subset,0.5,25,25,13,10,16,false,6,0.4800
715,1702585,subset,0.5,25,25,13,10,16,false,6,0.4800
716,1710504,subset,0.5,25,25,14,11,16,false,5,0.4400
717,1718423,subset,0.5,25,25,15,12,18,false,6,0.4000
718,1726342,subset,0.5,25,25,14,11,16,false,5,0.4400
719,1734261,subset,0.5,25,25,16,12,18,false,6,0.3600
720,1742180,subset,0.5,25,25,15,12,18,false,6,0.4000
721,1750099,subset,0.5,25,25,14,11,17,false,6,0.4400
722,1758018,subset,0.5,25,25,14,11,17,false,6,0.4400
723,1765937,subset,0.5,25,25,14,11,17,false,6,0.4400
724,1773856,subset,0.5,25,25,14,11,17,false,6,0.4400
725,1781775,subset,0.5,25,25,14,11,17,false,6,0.4400
726,1789694,subset,0.5,25,25,18,14,20,false,6,0.2800
727,1797613,subset,0.5,25,25,15,12,18,false,6,0.4000
728,1805532,subset,0.5,25,25,13,10,15,false,5,0.4800
729,1813451,subset,0.5,25,25,15,12,18,false,6,0.4000
730,1821370,subset,0.5,25,25,14,11,17,false,6,0.4400
731,1829289,subset,0.5,25,25,14,12,17,false,5,0.4400
732,1837208,subset,0.5,25,25,15,12,18,false,6,0.4000
733,1845127,subset,0.5,25,25,14,11,16,false,5,0.4400
734,1853046,subset,0.5,25,25,17,13,19,false,6,0.3200
735,1860965,subset,0.5,25,25,14,11,16,false,5,0.4400
736,1868884,subset,0.5,25,25,16,13,19,false,6,0.3600
737,1876803,subset,0.5,25,25,14,11,17,false,6,0.4400
738,1884722,subset,0.5,25,25,15,12,18,false,6,0.4000
739,1892641,subset,0.5,25,25,15,12,18,false,6,0.4000
740,1900560,subset,0.5,25,25,15,12,18,false,6,0.4000
741,1908479,subset,0.5,25,25,14,11,17,false,6,0.4400
742,1916398,subset,0.5,25,25,18,14,20,false,6,0.2800
743,1924317,subset,0.5,25,25,16,13,18,false,5,0.3600
744,1932236,subset,0.5,25,25,14,11,16,false,5,0.4400
745,1940155,subset,0.5,25,25,16,13,18,false,5,0.3600
746,1948074,subset,0.5,25,25,14,11,16,false,5,0.4400
747,1955993,subset,0.5,25,25,15,12,18,false,6,0.4000
748,1963912,subset,0.5,25,25,15,12,18,false,6,0.4000
749,1971831,subset,0.5,25,25,14,11,17,false,6,0.4400
750,1979750,subset,0.5,25,25,14,11,16,false,5,0.4400
751,1987669,subset,0.5,25,25,13,10,16,false,6,0.4800
752,1995588,subset,0.5,25,25,15,12,18,false,6,0.4000
753,2003507,subset,0.5,25,25,14,12,17,false,5,0.4400
754,2011426,subset,0.5,25,25,14,12,17,false,5,0.4400
755,2019345,subset,0.5,25,25,15,12,18,false,6,0.4000
756,2027264,subset,0.5,25,25,14,11,16,false,5,0.4400
757,2035183,subset,0.5,25,25,14,11,17,false,6,0.4400
758,2043102,subset,0.5,25,25,15,12,18,false,6,0.4000
759,2051021,subset,0.5,25,25,16,13,19,false,6,0.3600
760,2058940,subset,0.5,25,25,16,13,19,false,6,0.3600
761,2066859,subset,0.5,25,25,15,12,18,false,6,0.4000
762,2074778,subset,0.5,25,25,16,13,18,false,5,0.3600
763,2082697,subset,0.5,25,25,15,12,18,false,6,0.4000
764,2090616,subset,0.5,25,25,14,11,17,false,6,0.4400
765,2098535,subset,0.5,25,25,14,11,16,false,5,0.4400
766,2106454,subset,0.5,25,25,14,11,17,false,6,0.4400
767,2114373,subset,0.5,25,25,15,12,18,false,6,0.4000
768,2122292,subset,0.5,25,25,15,12,18,false,6,0.4000
769,2130211,subset,0.5,25,25,14,11,17,false,6,0.4400
770,2138130,subset,0.5,25,25,15,12,18,false,6,0.4000
771,2146049,subset,0.5,25,25,15,12,18,false,6,0.4000
772,2153968,subset,0.5,25,25,14,11,17,false,6,0.4400
773,2161887,subset,0.5,25,25,14,12,17,false,5,0.4400
774,2169806,subset,0.5,25,25,14,11,17,false,6,0.4400
775,2177725,subset,0.5,25,25,15,12,18,false,6,0.4000
776,2185644,subset,0.5,25,25,14,11,16,false,5,0.4400
777,2193563,subset,0.5,25,25,15,12,18,false,6,0.4000
778,2201482,subset,0.5,25,25,17,14,20,false,6,0.3200
779,2209401,subset,0.5,25,25,15,12,17,false,5,0.4000
780,2217320,subset,0.5,25,25,14,11,16,false,5,0.4400
781,2225239,subset,0.5,25,25,14,11,17,false,6,0.4400
782,2233158,subset,0.5,25,25,13,10,16,false,6,0.4800
783,2241077,subset,0.5,25,25,13,10,16,false,6,0.4800
784,2248996,subset,0.5,25,25,15,12,18,false,6,0.4000
785,2256915,subset,0.5,25,25,15,12,18,false,6,0.4000
786,2264834,subset,0.5,25,25,15,12,18,false,6,0.4000
787,2272753,subset,0.5,25,25,15,12,18,false,6,0.4000
788,2280672,subset,0.5,25,25,15,12,18,false,6,0.4000
789,2288591,subset,0.5,25,25,14,11,17,false,6,0.4400
790,2296510,subset,0.5,25,25,17,13,19,false,6,0.3200
791,2304429,subset,0.5,25,25,14,11,17,false,6,0.4400
792,2312348,subset,0.5,25,25,17,14,20,false,6,0.3200
793,2320267,subset,0.5,25,25,14,11,16,false,5,0.4400
794,2328186,subset,0.5,25,25,13,10,16,false,6,0.4800
795,2336105,subset,0.5,25,25,14,11,17,false,6,0.4400
796,2344024,subset,0.5,25,25,13,11,16,false,5,0.4800
797,2351943,subset,0.5,25,25,16,13,19,false,6,0.3600
798,2359862,subset,0.5,25,25,12,10,15,false,5,0.5200
799,2367781,subset,0.5,25,25,14,11,17,false,6,0.4400
800,2375700,subset,0.5,25,25,15,12,18,false,6,0.4000
801,2383619,subset,0.5,25,25,15,12,18,false,6,0.4000
802,2391538,subset,0.5,25,25,13,10,16,false,6,0.4800
803,2399457,subset,0.5,25,25,15,12,18,false,6,0.4000
804,2407376,subset,0.5,25,25,14,11,17,false,6,0.4400
805,2415295,subset,0.5,25,25,16,13,19,false,6,0.3600
806,2423214,subset,0.5,25,25,14,11,16,false,5,0.4400
807,2431133,subset,0.5,25,25,14,12,17,false,5,0.4400
808,2439052,subset,0.5,25,25,15,12,18,false,6,0.4000
809,2446971,subset,0.5,25,25,15,12,18,false,6,0.4000
810,2454890,subset,0.5,25,25,13,10,16,false,6,0.4800
811,2462809,subset,0.5,25,25,17,14,20,false,6,0.3200
812,2470728,subset,0.5,25,25,16,13,19,false,6,0.3600
813,2478647,subset,0.5,25,25,15,12,18,false,6,0.4000
814,2486566,subset,0.5,25,25,13,10,16,false,6,0.4800
815,2494485,subset,0.5,25,25,14,11,17,false,6,0.4400
816,2502404,subset,0.5,25,25,15,12,18,false,6,0.4000
817,2510323,subset,0.5,25,25,14,11,17,false,6,0.4400
818,2518242,subset,0.5,25,25,14,11,17,false,6,0.4400
819,2526161,subset,0.5,25,25,15,12,18,false,6,0.4000
820,2534080,subset,0.5,25,25,14,11,17,false,6,0.4400
821,2541999,subset,0.5,25,25,17,14,20,false,6,0.3200
822,2549918,subset,0.5,25,25,15,12,18,false,6,0.4000
823,2557837,subset,0.5,25,25,14,11,17,false,6,0.4400
824,2565756,subset,0.5,25,25,16,12,18,false,6,0.3600
825,2573675,subset,0.5,25,25,14,11,17,false,6,0.4400
826,2581594,subset,0.5,25,25,16,13,19,false,6,0.3600
827,2589513,subset,0.5,25,25,15,12,18,false,6,0.4000
828,2597432,subset,0.5,25,25,13,10,15,false,5,0.4800
829,2605351,subset,0.5,25,25,14,11,17,false,6,0.4400
830,2613270,subset,0.5,25,25,15,12,18,false,6,0.4000
831,2621189,subset,0.5,25,25,14,11,16,false,5,0.4400
832,2629108,subset,0.5,25,25,15,12,18,false,6,0.4000
833,2637027,subset,0.5,25,25,14,11,17,false,6,0.4400
834,2644946,subset,0.5,25,25,16,13,19,false,6,0.3600
835,2652865,subset,0.5,25,25,17,14,20,false,6,0.3200
836,2660784,subset,0.5,25,25,15,12,18,false,6,0.4000
837,2668703,subset,0.5,25,25,16,13,19,false,6,0.3600
838,2676622,subset,0.5,25,25,15,12,18,false,6,0.4000
839,2684541,subset,0.5,25,25,14,11,17,false,6,0.4400
840,2692460,subset,0.5,25,25,15,12,18,false,6,0.4000
841,2700379,subset,0.5,25,25,14,11,17,false,6,0.4400
842,2708298,subset,0.5,25,25,14,11,17,false,6,0.4400
843,2716217,subset,0.5,25,25,14,11,17,false,6,0.4400
844,2724136,subset,0.5,25,25,19,15,21,false,6,0.2400
845,2732055,subset,0.5,25,25,14,11,17,false,6,0.4400
846,2739974,subset,0.5,25,25,17,13,19,false,6,0.3200
847,2747893,subset,0.5,25,25,14,11,17,false,6,0.4400
848,2755812,subset,0.5,25,25,14,11,17,false,6,0.4400
849,2763731,subset,0.5,25,25,14,11,17,false,6,0.4400
850,2771650,subset,0.5,25,25,14,11,17,false,6,0.4400
851,2779569,subset,0.5,25,25,16,12,18,false,6,0.3600
852,2787488,subset,0.5,25,25,16,13,19,false,6,0.3600
853,2795407,subset,0.5,25,25,16,13,19,false,6,0.3600
854,2803326,subset,0.5,25,25,14,11,17,false,6,0.4400
855,2811245,subset,0.5,25,25,14,11,16,false,5,0.4400
856,2819164,subset,0.5,25,25,15,12,18,false,6,0.4000
857,2827083,subset,0.5,25,25,13,10,16,false,6,0.4800
858,2835002,subset,0.5,25,25,15,12,18,false,6,0.4000
859,2842921,subset,0.5,25,25,14,11,17,false,6,0.4400
860,2850840,subset,0.5,25,25,13,11,16,false,5,0.4800
861,2858759,subset,0.5,25,25,15,12,18,false,6,0.4000
862,2866678,subset,0.5,25,25,15,12,18,false,6,0.4000
863,2874597,subset,0.5,25,25,15,12,18,false,6,0.4000
864,2882516,subset,0.5,25,25,17,14,20,false,6,0.3200
865,2890435,subset,0.5,25,25,14,11,17,false,6,0.4400
866,2898354,subset,0.5,25,25,15,12,18,false,6,0.4000
867,2906273,subset,0.5,25,25,14,11,17,false,6,0.4400
868,2914192,subset,0.5,25,25,14,11,17,false,6,0.4400
869,2922111,subset,0.5,25,25,14,11,16,false,5,0.4400
870,2930030,subset,0.5,25,25,15,12,18,false,6,0.4000
871,2937949,subset,0.5,25,25,14,11,17,false,6,0.4400
872,2945868,subset,0.5,25,25,15,12,18,false,6,0.4000
873,2953787,subset,0.5,25,25,15,12,17,false,5,0.4000
874,2961706,subset,0.5,25,25,14,11,17,false,6,0.4400
875,2969625,subset,0.5,25,25,16,12,18,false,6,0.3600
876,2977544,subset,0.5,25,25,14,11,17,false,6,0.4400
877,2985463,subset,0.5,25,25,14,12,17,false,5,0.4400
878,2993382,subset,0.5,25,25,14,11,16,false,5,0.4400
879,3001301,subset,0.5,25,25,13,10,16,false,6,0.4800
880,3009220,subset,0.5,25,25,15,12,18,false,6,0.4000
881,3017139,subset,0.5,25,25,14,11,17,false,6,0.4400
882,3025058,subset,0.5,25,25,15,12,18,false,6,0.4000
883,3032977,subset,0.5,25,25,14,11,16,false,5,0.4400
884,3040896,subset,0.5,25,25,15,12,18,false,6,0.4000
885,3048815,subset,0.5,25,25,14,11,17,false,6,0.4400
886,3056734,subset,0.5,25,25,15,12,18,false,6,0.4000
887,3064653,subset,0.5,25,25,15,12,18,false,6,0.4000
888,3072572,subset,0.5,25,25,15,12,18,false,6,0.4000
889,3080491,subset,0.5,25,25,14,11,17,false,6,0.4400
890,3088410,subset,0.5,25,25,16,13,19,false,6,0.3600
891,3096329,subset,0.5,25,25,14,11,17,false,6,0.4400
892,3104248,subset,0.5,25,25,16,12,18,false,6,0.3600
893,3112167,subset,0.5,25,25,15,12,18,false,6,0.4000
894,3120086,subset,0.5,25,25,17,14,20,false,6,0.3200
895,3128005,subset,0.5,25,25,14,12,17,false,5,0.4400
896,3135924,subset,0.5,25,25,15,12,17,false,5,0.4000
897,3143843,subset,0.5,25,25,14,11,17,false,6,0.4400
898,3151762,subset,0.5,25,25,14,11,17,false,6,0.4400
899,3159681,subset,0.5,25,25,15,12,18,false,6,0.4000
900,3167600,subset,0.5,25,25,16,12,18,false,6,0.3600
