trial_id,seed,map_type,base_size,reported_size,actual_distinct_values,size_ratio,elapsed_micros
277,2193563,surjective_10to1,100,70,10,7.000000,633
278,2201482,surjective_10to1,100,70,10,7.000000,713
279,2209401,surjective_10to1,100,70,10,7.000000,623
280,2217320,surjective_10to1,100,70,10,7.000000,597
281,2225239,surjective_10to1,100,70,10,7.000000,593
282,2233158,surjective_10to1,100,70,10,7.000000,595
283,2241077,surjective_10to1,100,70,10,7.000000,661
284,2248996,surjective_10to1,100,70,10,7.000000,597
285,2256915,surjective_10to1,100,70,10,7.000000,598
286,2264834,surjective_10to1,100,70,10,7.000000,588
287,2272753,surjective_10to1,100,70,10,7.000000,594
288,2280672,surjective_10to1,100,70,10,7.000000,635
289,2288591,surjective_10to1,100,70,10,7.000000,649
290,2296510,surjective_10to1,100,70,10,7.000000,654
291,2304429,surjective_10to1,100,70,10,7.000000,636
292,2312348,surjective_10to1,100,70,10,7.000000,656
293,2320267,surjective_10to1,100,70,10,7.000000,693
294,2328186,surjective_10to1,100,70,10,7.000000,611
295,2336105,surjective_10to1,100,70,10,7.000000,608
296,2344024,surjective_10to1,100,70,10,7.000000,625
297,2351943,surjective_10to1,100,70,10,7.000000,713
298,2359862,surjective_10to1,100,70,10,7.000000,609
299,2367781,surjective_10to1,100,70,10,7.000000,706
300,2375700,surjective_10to1,100,70,10,7.000000,613
301,2383619,surjective_10to1,100,70,10,7.000000,590
302,2391538,surjective_10to1,100,70,10,7.000000,656
303,2399457,surjective_10to1,100,70,10,7.000000,609
304,2407376,surjective_10to1,100,70,10,7.000000,588
305,2415295,surjective_10to1,100,70,10,7.000000,593
306,2423214,surjective_10to1,100,70,10,7.000000,596
307,2431133,surjective_10to1,100,70,10,7.000000,633
308,2439052,surjective_10to1,100,70,10,7.000000,590
309,2446971,surjective_10to1,100,70,10,7.000000,623
310,2454890,surjective_10to1,100,70,10,7.000000,605
311,2462809,surjective_10to1,100,70,10,7.000000,603
312,2470728,surjective_10to1,100,70,10,7.000000,698
313,2478647,surjective_10to1,100,70,10,7.000000,597
314,2486566,surjective_10to1,100,70,10,7.000000,595
315,2494485,surjective_10to1,100,70,10,7.000000,633
316,2502404,surjective_10to1,100,70,10,7.000000,658
317,2510323,surjective_10to1,100,70,10,7.000000,588
318,2518242,surjective_10to1,100,70,10,7.000000,588
319,2526161,surjective_10to1,100,70,10,7.000000,588
320,2534080,surjective_10to1,100,70,10,7.000000,592
321,2541999,surjective_10to1,100,70,10,7.000000,648
322,2549918,surjective_10to1,100,70,10,7.000000,594
323,2557837,surjective_10to1,100,70,10,7.000000,593
324,2565756,surjective_10to1,100,70,10,7.000000,592
325,2573675,surjective_10to1,100,70,10,7.000000,634
326,2581594,surjective_10to1,100,70,10,7.000000,669
327,2589513,surjective_10to1,100,70,10,7.000000,592
328,2597432,surjective_10to1,100,70,10,7.000000,622
329,2605351,surjective_10to1,100,70,10,7.000000,605
330,2613270,surjective_10to1,100,70,10,7.000000,617
331,2621189,surjective_10to1,100,70,10,7.000000,673
332,2629108,surjective_10to1,100,70,10,7.000000,591
333,2637027,surjective_10to1,100,70,10,7.000000,591
334,2644946,surjective_10to1,100,70,10,7.000000,598
335,2652865,surjective_10to1,100,70,10,7.000000,647
336,2660784,surjective_10to1,100,70,10,7.000000,590
337,2668703,surjective_10to1,100,70,10,7.000000,587
338,2676622,surjective_10to1,100,70,10,7.000000,585
339,2684541,surjective_10to1,100,70,10,7.000000,590
340,2692460,surjective_10to1,100,70,10,7.000000,645
341,2700379,surjective_10to1,100,70,10,7.000000,612
342,2708298,surjective_10to1,100,70,10,7.000000,593
343,2716217,surjective_10to1,100,70,10,7.000000,587
344,2724136,surjective_10to1,100,70,10,7.000000,592
345,2732055,surjective_10to1,100,70,10,7.000000,659
346,2739974,surjective_10to1,100,70,10,7.000000,585
347,2747893,surjective_10to1,100,70,10,7.000000,587
348,2755812,surjective_10to1,100,70,10,7.000000,586
349,2763731,surjective_10to1,100,70,10,7.000000,588
350,2771650,surjective_10to1,100,70,10,7.000000,641
351,2779569,surjective_10to1,100,70,10,7.000000,610
352,2787488,surjective_10to1,100,70,10,7.000000,602
353,2795407,surjective_10to1,100,70,10,7.000000,624
354,2803326,surjective_10to1,100,70,10,7.000000,739
355,2811245,surjective_10to1,100,70,10,7.000000,645
356,2819164,surjective_10to1,100,70,10,7.000000,603
357,2827083,surjective_10to1,100,70,10,7.000000,592
358,2835002,surjective_10to1,100,70,10,7.000000,628
359,2842921,surjective_10to1,100,70,10,7.000000,658
360,2850840,surjective_10to1,100,70,10,7.000000,585
361,2858759,surjective_10to1,100,70,10,7.000000,615
362,2866678,surjective_10to1,100,70,10,7.000000,586
363,2874597,surjective_10to1,100,70,10,7.000000,601
364,2882516,surjective_10to1,100,70,10,7.000000,700
365,2890435,surjective_10to1,100,70,10,7.000000,597
366,2898354,surjective_10to1,100,70,10,7.000000,610
367,2906273,surjective_10to1,100,70,10,7.000000,604
368,2914192,surjective_10to1,100,70,10,7.000000,599
369,2922111,surjective_10to1,100,70,10,7.000000,662
370,2930030,surjective_10to1,100,70,10,7.000000,587
371,2937949,surjective_10to1,100,70,10,7.000000,587
372,2945868,surjective_10to1,100,70,10,7.000000,599
373,2953787,surjective_10to1,100,70,10,7.000000,640
374,2961706,surjective_10to1,100,70,10,7.000000,635
375,2969625,surjective_10to1,100,70,10,7.000000,634
376,2977544,surjective_10to1,100,70,10,7.000000,615
377,2985463,surjective_10to1,100,70,10,7.000000,632
378,2993382,surjective_10to1,100,70,10,7.000000,707
379,3001301,surjective_10to1,100,70,10,7.000000,621
380,3009220,surjective_10to1,100,70,10,7.000000,678
381,3017139,surjective_10to1,100,70,10,7.000000,643
382,3025058,surjective_10to1,100,70,10,7.000000,636
383,3032977,surjective_10to1,100,70,10,7.000000,699
384,3040896,surjective_10to1,100,70,10,7.000000,599
385,3048815,surjective_10to1,100,70,10,7.000000,591
386,3056734,surjective_10to1,100,70,10,7.000000,595
387,3064653,surjective_10to1,100,70,10,7.000000,591
388,3072572,surjective_10to1,100,70,10,7.000000,645
389,3080491,surjective_10to1,100,70,10,7.000000,596
390,3088410,surjective_10to1,100,70,10,7.000000,613
391,3096329,surjective_10to1,100,70,10,7.000000,609
392,3104248,surjective_10to1,100,70,10,7.000000,688
393,3112167,surjective_10to1,100,70,10,7.000000,594
394,3120086,surjective_10to1,100,70,10,7.000000,590
395,3128005,surjective_10to1,100,70,10,7.000000,647
396,3135924,surjective_10to1,100,70,10,7.000000,601
397,3143843,surjective_10to1,100,70,10,7.000000,667
398,3151762,surjective_10to1,100,70,10,7.000000,595
399,3159681,surjective_10to1,100,70,10,7.000000,587
400,3167600,surjective_5to1,100,80,20,4.000000,767
401,3175519,surjective_5to1,100,80,20,4.000000,707
402,3183438,surjective_5to1,100,80,20,4.000000,774
403,3191357,surjective_5to1,100,80,20,4.000000,727
404,3199276,surjective_5to1,100,80,20,4.000000,678
405,3207195,surjective_5to1,100,80,20,4.000000,704
406,3215114,surjective_5to1,100,80,20,4.000000,792
407,3223033,surjective_5to1,100,80,20,4.000000,720
408,3230952,surjective_5to1,100,80,20,4.000000,680
409,3238871,surjective_5to1,100,80,20,4.000000,679
410,3246790,surjective_5to1,100,80,20,4.000000,706
411,3254709,surjective_5to1,100,80,20,4.000000,745
412,3262628,surjective_5to1,100,80,20,4.000000,678
413,3270547,surjective_5to1,100,80,20,4.000000,675
414,3278466,surjective_5to1,100,80,20,4.000000,677
415,3286385,surjective_5to1,100,80,20,4.000000,681
416,3294304,surjective_5to1,100,80,20,4.000000,737
417,3302223,surjective_5to1,100,80,20,4.000000,680
418,3310142,surjective_5to1,100,80,20,4.000000,672
419,3318061,surjective_5to1,100,80,20,4.000000,759
420,3325980,surjective_5to1,100,80,20,4.000000,692
421,3333899,surjective_5to1,100,80,20,4.000000,769
422,3341818,surjective_5to1,100,80,20,4.000000,703
423,3349737,surjective_5to1,100,80,20,4.000000,690
424,3357656,surjective_5to1,100,80,20,4.000000,705
425,3365575,surjective_5to1,100,80,20,4.000000,821
426,3373494,surjective_5to1,100,80,20,4.000000,704
427,3381413,surjective_5to1,100,80,20,4.000000,678
428,3389332,surjective_5to1,100,80,20,4.000000,687
429,3397251,surjective_5to1,100,80,20,4.000000,683
430,3405170,surjective_5to1,100,80,20,4.000000,770
431,3413089,surjective_5to1,100,80,20,4.000000,689
432,3421008,surjective_5to1,100,80,20,4.000000,681
433,3428927,surjective_5to1,100,80,20,4.000000,676
434,3436846,surjective_5to1,100,80,20,4.000000,684
435,3444765,surjective_5to1,100,80,20,4.000000,768
436,3452684,surjective_5to1,100,80,20,4.000000,696
437,3460603,surjective_5to1,100,80,20,4.000000,684
438,3468522,surjective_5to1,100,80,20,4.000000,681
439,3476441,surjective_5to1,100,80,20,4.000000,686
440,3484360,surjective_5to1,100,80,20,4.000000,773
441,3492279,surjective_5to1,100,80,20,4.000000,687
442,3500198,surjective_5to1,100,80,20,4.000000,719
443,3508117,surjective_5to1,100,80,20,4.000000,688
444,3516036,surjective_5to1,100,80,20,4.000000,746
445,3523955,surjective_5to1,100,80,20,4.000000,682
446,3531874,surjective_5to1,100,80,20,4.000000,670
447,3539793,surjective_5to1,100,80,20,4.000000,785
448,3547712,surjective_5to1,100,80,20,4.000000,686
449,3555631,surjective_5to1,100,80,20,4.000000,767
450,3563550,surjective_5to1,100,80,20,4.000000,689
451,3571469,surjective_5to1,100,80,20,4.000000,684
452,3579388,surjective_5to1,100,80,20,4.000000,685
453,3587307,surjective_5to1,100,80,20,4.000000,692
454,3595226,surjective_5to1,100,80,20,4.000000,775
455,3603145,surjective_5to1,100,80,20,4.000000,704
456,3611064,surjective_5to1,100,80,20,4.000000,683
457,3618983,surjective_5to1,100,80,20,4.000000,712
458,3626902,surjective_5to1,100,80,20,4.000000,689
459,3634821,surjective_5to1,100,80,20,4.000000,746
460,3642740,surjective_5to1,100,80,20,4.000000,678
461,3650659,surjective_5to1,100,80,20,4.000000,677
462,3658578,surjective_5to1,100,80,20,4.000000,682
463,3666497,surjective_5to1,100,80,20,4.000000,729
464,3674416,surjective_5to1,100,80,20,4.000000,674
465,3682335,surjective_5to1,100,80,20,4.000000,671
466,3690254,surjective_5to1,100,80,20,4.000000,773
467,3698173,surjective_5to1,100,80,20,4.000000,688
468,3706092,surjective_5to1,100,80,20,4.000000,750
469,3714011,surjective_5to1,100,80,20,4.000000,683
470,3721930,surjective_5to1,100,80,20,4.000000,683
471,3729849,surjective_5to1,100,80,20,4.000000,682
472,3737768,surjective_5to1,100,80,20,4.000000,679
473,3745687,surjective_5to1,100,80,20,4.000000,729
474,3753606,surjective_5to1,100,80,20,4.000000,682
475,3761525,surjective_5to1,100,80,20,4.000000,684
476,3769444,surjective_5to1,100,80,20,4.000000,676
477,3777363,surjective_5to1,100,80,20,4.000000,677
478,3785282,surjective_5to1,100,80,20,4.000000,725
479,3793201,surjective_5to1,100,80,20,4.000000,673
480,3801120,surjective_5to1,100,80,20,4.000000,708
481,3809039,surjective_5to1,100,80,20,4.000000,698
482,3816958,surjective_5to1,100,80,20,4.000000,763
483,3824877,surjective_5to1,100,80,20,4.000000,683
484,3832796,surjective_5to1,100,80,20,4.000000,681
485,3840715,surjective_5to1,100,80,20,4.000000,719
486,3848634,surjective_5to1,100,80,20,4.000000,695
487,3856553,surjective_5to1,100,80,20,4.000000,759
488,3864472,surjective_5to1,100,80,20,4.000000,686
489,3872391,surjective_5to1,100,80,20,4.000000,706
490,3880310,surjective_5to1,100,80,20,4.000000,692
491,3888229,surjective_5to1,100,80,20,4.000000,689
492,3896148,surjective_5to1,100,80,20,4.000000,745
493,3904067,surjective_5to1,100,80,20,4.000000,679
494,3911986,surjective_5to1,100,80,20,4.000000,708
495,3919905,surjective_5to1,100,80,20,4.000000,693
496,3927824,surjective_5to1,100,80,20,4.000000,754
497,3935743,surjective_5to1,100,80,20,4.000000,684
498,3943662,surjective_5to1,100,80,20,4.000000,700
499,3951581,surjective_5to1,100,80,20,4.000000,740
500,3959500,surjective_5to1,100,80,20,4.000000,690
501,3967419,surjective_5to1,100,80,20,4.000000,808
502,3975338,surjective_5to1,100,80,20,4.000000,718
503,3983257,surjective_5to1,100,80,20,4.000000,687
504,3991176,surjective_5to1,100,80,20,4.000000,671
505,3999095,surjective_5to1,100,80,20,4.000000,674
506,4007014,surjective_5to1,100,80,20,4.000000,766
507,4014933,surjective_5to1,100,80,20,4.000000,694
508,4022852,surjective_5to1,100,80,20,4.000000,678
509,4030771,surjective_5to1,100,80,20,4.000000,694
510,4038690,surjective_5to1,100,80,20,4.000000,708
511,4046609,surjective_5to1,100,80,20,4.000000,798
512,4054528,surjective_5to1,100,80,20,4.000000,673
513,4062447,surjective_5to1,100,80,20,4.000000,710
514,4070366,surjective_5to1,100,80,20,4.000000,695
515,4078285,surjective_5to1,100,80,20,4.000000,769
516,4086204,surjective_5to1,100,80,20,4.000000,687
517,4094123,surjective_5to1,100,80,20,4.000000,687
518,4102042,surjective_5to1,100,80,20,4.000000,681
519,4109961,surjective_5to1,100,80,20,4.000000,675
520,4117880,surjective_5to1,100,80,20,4.000000,724
521,4125799,surjective_5to1,100,80,20,4.000000,672
522,4133718,surjective_5to1,100,80,20,4.000000,675
523,4141637,surjective_5to1,100,80,20,4.000000,674
524,4149556,surjective_5to1,100,80,20,4.000000,700
525,4157475,surjective_5to1,100,80,20,4.000000,744
526,4165394,surjective_5to1,100,80,20,4.000000,674
527,4173313,surjective_5to1,100,80,20,4.000000,672
528,4181232,surjective_5to1,100,80,20,4.000000,674
529,4189151,surjective_5to1,100,80,20,4.000000,674
530,4197070,surjective_5to1,100,80,20,4.000000,721
531,4204989,surjective_5to1,100,80,20,4.000000,679
532,4212908,surjective_5to1,100,80,20,4.000000,674
533,4220827,surjective_5to1,100,80,20,4.000000,740
534,4228746,surjective_5to1,100,80,20,4.000000,731
535,4236665,surjective_5to1,100,80,20,4.000000,673
536,4244584,surjective_5to1,100,80,20,4.000000,674
537,4252503,surjective_5to1,100,80,20,4.000000,674
538,4260422,surjective_5to1,100,80,20,4.000000,675
539,4268341,surjective_5to1,100,80,20,4.000000,745
540,4276260,surjective_5to1,100,80,20,4.000000,719
541,4284179,surjective_5to1,100,80,20,4.000000,672
542,4292098,surjective_5to1,100,80,20,4.000000,671
543,4300017,surjective_5to1,100,80,20,4.000000,672
