trial_id,seed,algorithm,start_value,threshold,budget,final_value,distance,attempts_used,converged,rejections
3203,25364557,random-100,10000000,100000,100,102972,2972,100,0,97
3204,25372476,random-100,10000000,100000,100,100047,47,100,0,98
3205,25380395,random-100,10000000,100000,100,100577,577,100,0,97
3206,25388314,random-100,10000000,100000,100,100967,967,100,0,98
3207,25396233,random-100,10000000,100000,100,100067,67,100,0,98
3208,25404152,random-100,10000000,100000,100,100282,282,100,0,98
3209,25412071,random-100,10000000,100000,100,101204,1204,100,0,98
3210,25419990,random-100,10000000,100000,100,102158,2158,100,0,98
3211,25427909,random-100,10000000,100000,100,100058,58,100,0,97
3212,25435828,random-100,10000000,100000,100,101705,1705,100,0,98
3213,25443747,random-100,10000000,100000,100,101237,1237,100,0,98
3214,25451666,random-100,10000000,100000,100,100041,41,100,0,97
3215,25459585,random-100,10000000,100000,100,100780,780,100,0,98
3216,25467504,random-100,10000000,100000,100,100365,365,100,0,98
3217,25475423,random-100,10000000,100000,100,101291,1291,100,0,98
3218,25483342,random-100,10000000,100000,100,103572,3572,100,0,97
3219,25491261,random-100,10000000,100000,100,102567,2567,100,0,98
3220,25499180,random-100,10000000,100000,100,100225,225,100,0,98
3221,25507099,random-100,10000000,100000,100,101436,1436,100,0,98
3222,25515018,random-100,10000000,100000,100,102286,2286,100,0,97
3223,25522937,random-100,10000000,100000,100,101730,1730,100,0,97
3224,25530856,random-100,10000000,100000,100,103210,3210,100,0,98
3225,25538775,random-100,10000000,100000,100,100195,195,100,0,98
3226,25546694,random-100,10000000,100000,100,100072,72,100,0,98
3227,25554613,random-100,10000000,100000,100,103551,3551,100,0,97
3228,25562532,random-100,10000000,100000,100,100236,236,100,0,97
3229,25570451,random-100,10000000,100000,100,100104,104,100,0,99
3230,25578370,random-100,10000000,100000,100,101067,1067,100,0,97
3231,25586289,random-100,10000000,100000,100,100312,312,100,0,98
3232,25594208,random-100,10000000,100000,100,100078,78,100,0,98
3233,25602127,random-100,10000000,100000,100,101171,1171,100,0,98
3234,25610046,random-100,10000000,100000,100,100219,219,100,0,97
3235,25617965,random-100,10000000,100000,100,100405,405,100,0,97
3236,25625884,random-100,10000000,100000,100,100901,901,100,0,98
3237,25633803,random-100,10000000,100000,100,100722,722,100,0,98
3238,25641722,random-100,10000000,100000,100,100136,136,100,0,97
3239,25649641,random-100,10000000,100000,100,102342,2342,100,0,98
3240,25657560,random-100,10000000,100000,100,100245,245,100,0,98
3241,25665479,random-100,10000000,100000,100,101334,1334,100,0,98
3242,25673398,random-100,10000000,100000,100,103670,3670,100,0,97
3243,25681317,random-100,10000000,100000,100,101447,1447,100,0,98
3244,25689236,random-100,10000000,100000,100,100104,104,100,0,98
3245,25697155,random-100,10000000,100000,100,100067,67,100,0,98
3246,25705074,random-100,10000000,100000,100,100458,458,100,0,97
3247,25712993,random-100,10000000,100000,100,100354,354,100,0,98
3248,25720912,random-100,10000000,100000,100,100380,380,100,0,97
3249,25728831,random-100,10000000,100000,100,100418,418,100,0,98
3250,25736750,random-100,10000000,100000,100,102659,2659,100,0,98
3251,25744669,random-100,10000000,100000,100,100219,219,100,0,98
3252,25752588,random-100,10000000,100000,100,100439,439,100,0,98
3253,25760507,random-100,10000000,100000,100,101085,1085,100,0,97
3254,25768426,random-100,10000000,100000,100,102825,2825,100,0,98
3255,25776345,random-100,10000000,100000,100,103131,3131,100,0,97
3256,25784264,random-100,10000000,100000,100,101375,1375,100,0,98
3257,25792183,random-100,10000000,100000,100,100682,682,100,0,98
3258,25800102,random-100,10000000,100000,100,101222,1222,100,0,98
3259,25808021,random-100,10000000,100000,100,101933,1933,100,0,97
3260,25815940,random-100,10000000,100000,100,100770,770,100,0,98
3261,25823859,random-100,10000000,100000,100,102451,2451,100,0,97
3262,25831778,random-100,10000000,100000,100,100427,427,100,0,97
3263,25839697,random-100,10000000,100000,100,101128,1128,100,0,98
3264,25847616,random-100,10000000,100000,100,100083,83,100,0,98
3265,25855535,random-100,10000000,100000,100,100433,433,100,0,98
3266,25863454,random-100,10000000,100000,100,101443,1443,100,0,98
3267,25871373,random-100,10000000,100000,100,100410,410,100,0,98
3268,25879292,random-100,10000000,100000,100,101622,1622,100,0,97
3269,25887211,random-100,10000000,100000,100,103294,3294,100,0,97
3270,25895130,random-100,10000000,100000,100,101241,1241,100,0,98
3271,25903049,random-100,10000000,100000,100,101391,1391,100,0,98
3272,25910968,random-100,10000000,100000,100,104176,4176,100,0,97
3273,25918887,random-100,10000000,100000,100,100371,371,100,0,98
3274,25926806,random-100,10000000,100000,100,100123,123,100,0,97
3275,25934725,random-100,10000000,100000,100,103099,3099,100,0,97
3276,25942644,random-100,10000000,100000,100,100020,20,100,0,98
3277,25950563,random-100,10000000,100000,100,102278,2278,100,0,97
3278,25958482,random-100,10000000,100000,100,102110,2110,100,0,97
3279,25966401,random-100,10000000,100000,100,101248,1248,100,0,97
3280,25974320,random-100,10000000,100000,100,101587,1587,100,0,97
3281,25982239,random-100,10000000,100000,100,100835,835,100,0,97
3282,25990158,random-100,10000000,100000,100,100770,770,100,0,97
3283,25998077,random-100,10000000,100000,100,101215,1215,100,0,98
3284,26005996,random-100,10000000,100000,100,100407,407,100,0,98
3285,26013915,random-100,10000000,100000,100,103271,3271,100,0,97
3286,26021834,random-100,10000000,100000,100,100164,164,100,0,98
3287,26029753,random-100,10000000,100000,100,100588,588,100,0,97
3288,26037672,random-100,10000000,100000,100,102315,2315,100,0,98
3289,26045591,random-100,10000000,100000,100,100029,29,100,0,97
3290,26053510,random-100,10000000,100000,100,102261,2261,100,0,98
3291,26061429,random-100,10000000,100000,100,101224,1224,100,0,98
3292,26069348,random-100,10000000,100000,100,100998,998,100,0,97
3293,26077267,random-100,10000000,100000,100,100646,646,100,0,99
3294,26085186,random-100,10000000,100000,100,100302,302,100,0,98
3295,26093105,random-100,10000000,100000,100,101595,1595,100,0,98
3296,26101024,random-100,10000000,100000,100,101477,1477,100,0,98
3297,26108943,random-100,10000000,100000,100,101190,1190,100,0,98
3298,26116862,random-100,10000000,100000,100,100631,631,100,0,98
3299,26124781,random-100,10000000,100000,100,103193,3193,100,0,98
3300,26132700,random-100,10000000,100000,200,100171,171,200,0,197
3301,26140619,random-100,10000000,100000,200,100156,156,164,0,162
3302,26148538,random-100,10000000,100000,200,100183,183,200,0,196
3303,26156457,random-100,10000000,100000,200,100065,65,185,0,183
3304,26164376,random-100,10000000,100000,200,100242,242,200,0,197
3305,26172295,random-100,10000000,100000,200,100019,19,200,0,197
3306,26180214,random-100,10000000,100000,200,100920,920,200,0,197
3307,26188133,random-100,10000000,100000,200,101511,1511,141,0,139
3308,26196052,random-100,10000000,100000,200,100081,81,200,0,197
3309,26203971,random-100,10000000,100000,200,101671,1671,200,0,197
3310,26211890,random-100,10000000,100000,200,100070,70,200,0,197
3311,26219809,random-100,10000000,100000,200,100307,307,158,0,156
3312,26227728,random-100,10000000,100000,200,100363,363,200,0,197
3313,26235647,random-100,10000000,100000,200,100824,824,125,0,123
3314,26243566,random-100,10000000,100000,200,100041,41,172,0,170
3315,26251485,random-100,10000000,100000,200,101107,1107,141,0,139
3316,26259404,random-100,10000000,100000,200,100006,6,200,0,197
3317,26267323,random-100,10000000,100000,200,101035,1035,200,0,197
3318,26275242,random-100,10000000,100000,200,102003,2003,200,0,197
3319,26283161,random-100,10000000,100000,200,100216,216,153,0,151
3320,26291080,random-100,10000000,100000,200,100266,266,200,0,197
3321,26298999,random-100,10000000,100000,200,100805,805,200,0,197
3322,26306918,random-100,10000000,100000,200,100124,124,148,0,146
3323,26314837,random-100,10000000,100000,200,101653,1653,200,0,197
3324,26322756,random-100,10000000,100000,200,100860,860,200,0,198
3325,26330675,random-100,10000000,100000,200,101003,1003,200,0,197
3326,26338594,random-100,10000000,100000,200,100136,136,200,0,197
3327,26346513,random-100,10000000,100000,200,100357,357,200,0,197
3328,26354432,random-100,10000000,100000,200,100461,461,200,0,197
3329,26362351,random-100,10000000,100000,200,100012,12,200,0,197
3330,26370270,random-100,10000000,100000,200,100184,184,195,0,193
3331,26378189,random-100,10000000,100000,200,101215,1215,169,0,167
3332,26386108,random-100,10000000,100000,200,100587,587,191,0,189
3333,26394027,random-100,10000000,100000,200,100260,260,200,0,196
3334,26401946,random-100,10000000,100000,200,100060,60,200,0,197
3335,26409865,random-100,10000000,100000,200,100337,337,136,0,134
3336,26417784,random-100,10000000,100000,200,100020,20,166,0,164
3337,26425703,random-100,10000000,100000,200,100812,812,200,0,197
3338,26433622,random-100,10000000,100000,200,100418,418,200,0,197
3339,26441541,random-100,10000000,100000,200,100463,463,200,0,196
3340,26449460,random-100,10000000,100000,200,100170,170,200,0,197
3341,26457379,random-100,10000000,100000,200,100207,207,181,0,179
3342,26465298,random-100,10000000,100000,200,100337,337,200,0,197
3343,26473217,random-100,10000000,100000,200,100055,55,200,0,197
3344,26481136,random-100,10000000,100000,200,100262,262,200,0,197
3345,26489055,random-100,10000000,100000,200,100286,286,187,0,185
3346,26496974,random-100,10000000,100000,200,100063,63,176,0,174
3347,26504893,random-100,10000000,100000,200,100294,294,200,0,197
3348,26512812,random-100,10000000,100000,200,100834,834,200,0,196
3349,26520731,random-100,10000000,100000,200,100932,932,200,0,197
3350,26528650,random-100,10000000,100000,200,101112,1112,200,0,197
3351,26536569,random-100,10000000,100000,200,100408,408,139,0,137
3352,26544488,random-100,10000000,100000,200,100003,3,200,0,197
3353,26552407,random-100,10000000,100000,200,100837,837,200,0,197
3354,26560326,random-100,10000000,100000,200,102535,2535,188,0,186
3355,26568245,random-100,10000000,100000,200,100001,1,182,0,180
3356,26576164,random-100,10000000,100000,200,100316,316,200,0,197
3357,26584083,random-100,10000000,100000,200,100170,170,157,0,155
3358,26592002,random-100,10000000,100000,200,100173,173,200,0,197
3359,26599921,random-100,10000000,100000,200,100180,180,152,0,150
3360,26607840,random-100,10000000,100000,200,100570,570,200,0,197
3361,26615759,random-100,10000000,100000,200,100712,712,200,0,197
3362,26623678,random-100,10000000,100000,200,100386,386,200,0,197
3363,26631597,random-100,10000000,100000,200,100995,995,200,0,197
3364,26639516,random-100,10000000,100000,200,100822,822,138,0,136
3365,26647435,random-100,10000000,100000,200,103025,3025,149,0,147
3366,26655354,random-100,10000000,100000,200,101252,1252,193,0,191
3367,26663273,random-100,10000000,100000,200,100445,445,149,0,147
3368,26671192,random-100,10000000,100000,200,100104,104,200,0,197
3369,26679111,random-100,10000000,100000,200,100458,458,200,0,197
3370,26687030,random-100,10000000,100000,200,100882,882,139,0,137
3371,26694949,random-100,10000000,100000,200,100666,666,200,0,197
3372,26702868,random-100,10000000,100000,200,100669,669,173,0,171
3373,26710787,random-100,10000000,100000,200,101421,1421,200,0,197
3374,26718706,random-100,10000000,100000,200,100005,5,200,0,197
3375,26726625,random-100,10000000,100000,200,101307,1307,200,0,197
3376,26734544,random-100,10000000,100000,200,100542,542,200,0,196
3377,26742463,random-100,10000000,100000,200,100399,399,170,0,168
3378,26750382,random-100,10000000,100000,200,100212,212,200,0,197
3379,26758301,random-100,10000000,100000,200,101303,1303,200,0,197
3380,26766220,random-100,10000000,100000,200,100565,565,200,0,197
3381,26774139,random-100,10000000,100000,200,100386,386,195,0,193
3382,26782058,random-100,10000000,100000,200,100806,806,200,0,196
3383,26789977,random-100,10000000,100000,200,100084,84,177,0,175
3384,26797896,random-100,10000000,100000,200,105432,5432,200,0,198
3385,26805815,random-100,10000000,100000,200,100218,218,187,0,185
3386,26813734,random-100,10000000,100000,200,100074,74,196,0,194
3387,26821653,random-100,10000000,100000,200,100336,336,154,0,152
3388,26829572,random-100,10000000,100000,200,101687,1687,175,0,173
3389,26837491,random-100,10000000,100000,200,100427,427,141,0,139
3390,26845410,random-100,10000000,100000,200,100400,400,182,0,180
3391,26853329,random-100,10000000,100000,200,100661,661,101,0,100
3392,26861248,random-100,10000000,100000,200,100555,555,175,0,173
3393,26869167,random-100,10000000,100000,200,100009,9,200,0,197
3394,26877086,random-100,10000000,100000,200,100018,18,178,0,176
3395,26885005,random-100,10000000,100000,200,101109,1109,200,0,197
3396,26892924,random-100,10000000,100000,200,100098,98,200,0,197
3397,26900843,random-100,10000000,100000,200,100537,537,145,0,143
3398,26908762,random-100,10000000,100000,200,100630,630,197,0,195
3399,26916681,random-100,10000000,100000,200,100401,401,184,0,182
3400,26924600,random-100,10000000,100000,500,101198,1198,287,0,284
3401,26932519,random-100,10000000,100000,500,100067,67,352,0,348
3402,26940438,random-100,10000000,100000,500,100338,338,429,0,424
3403,26948357,random-100,10000000,100000,500,100977,977,199,0,197
3404,26956276,random-100,10000000,100000,500,100020,20,355,0,351
3405,26964195,random-100,10000000,100000,500,100041,41,332,0,328
3406,26972114,random-100,10000000,100000,500,100242,242,332,0,328
3407,26980033,random-100,10000000,100000,500,100213,213,151,0,149
3408,26987952,random-100,10000000,100000,500,100028,28,157,0,155
3409,26995871,random-100,10000000,100000,500,100296,296,224,0,221
3410,27003790,random-100,10000000,100000,500,100183,183,194,0,192
3411,27011709,random-100,10000000,100000,500,100624,624,151,0,149
3412,27019628,random-100,10000000,100000,500,100031,31,159,0,157
3413,27027547,random-100,10000000,100000,500,100738,738,255,0,252
3414,27035466,random-100,10000000,100000,500,100551,551,131,0,129
3415,27043385,random-100,10000000,100000,500,100009,9,228,0,225
3416,27051304,random-100,10000000,100000,500,100557,557,223,0,220
3417,27059223,random-100,10000000,100000,500,100691,691,169,0,167
3418,27067142,random-100,10000000,100000,500,100305,305,258,0,255
3419,27075061,random-100,10000000,100000,500,100130,130,262,0,259
3420,27082980,random-100,10000000,100000,500,100170,170,148,0,146
3421,27090899,random-100,10000000,100000,500,100176,176,213,0,210
3422,27098818,random-100,10000000,100000,500,100168,168,202,0,200
3423,27106737,random-100,10000000,100000,500,100369,369,255,0,252
3424,27114656,random-100,10000000,100000,500,100005,5,329,0,325
3425,27122575,random-100,10000000,100000,500,102466,2466,146,0,144
3426,27130494,random-100,10000000,100000,500,100011,11,321,0,317
3427,27138413,random-100,10000000,100000,500,100044,44,263,0,260
3428,27146332,random-100,10000000,100000,500,100413,413,358,0,354
3429,27154251,random-100,10000000,100000,500,100032,32,269,0,266
3430,27162170,random-100,10000000,100000,500,100700,700,160,0,158
3431,27170089,random-100,10000000,100000,500,100390,390,263,0,260
3432,27178008,random-100,10000000,100000,500,100173,173,436,0,431
3433,27185927,random-100,10000000,100000,500,100015,15,500,0,494
3434,27193846,random-100,10000000,100000,500,100135,135,219,0,216
3435,27201765,random-100,10000000,100000,500,100077,77,354,0,350
3436,27209684,random-100,10000000,100000,500,100735,735,191,0,189
3437,27217603,random-100,10000000,100000,500,100056,56,262,0,259
3438,27225522,random-100,10000000,100000,500,100892,892,244,0,241
3439,27233441,random-100,10000000,100000,500,100661,661,267,0,264
3440,27241360,random-100,10000000,100000,500,100180,180,277,0,274
3441,27249279,random-100,10000000,100000,500,100100,100,159,0,157
3442,27257198,random-100,10000000,100000,500,100169,169,343,0,339
3443,27265117,random-100,10000000,100000,500,100083,83,145,0,143
3444,27273036,random-100,10000000,100000,500,100574,574,137,0,135
3445,27280955,random-100,10000000,100000,500,100138,138,138,0,136
3446,27288874,random-100,10000000,100000,500,100029,29,276,0,273
3447,27296793,random-100,10000000,100000,500,101046,1046,236,0,233
3448,27304712,random-100,10000000,100000,500,100205,205,154,0,152
3449,27312631,random-100,10000000,100000,500,100218,218,146,0,144
3450,27320550,random-100,10000000,100000,500,100606,606,197,0,195
3451,27328469,random-100,10000000,100000,500,100055,55,185,0,183
3452,27336388,random-100,10000000,100000,500,100174,174,197,0,195
3453,27344307,random-100,10000000,100000,500,100216,216,302,0,299
3454,27352226,random-100,10000000,100000,500,100005,5,276,0,273
3455,27360145,random-100,10000000,100000,500,100417,417,383,0,379
3456,27368064,random-100,10000000,100000,500,100990,990,271,0,268
3457,27375983,random-100,10000000,100000,500,100408,408,193,0,191
3458,27383902,random-100,10000000,100000,500,100585,585,258,0,255
3459,27391821,random-100,10000000,100000,500,100035,35,397,0,393
3460,27399740,random-100,10000000,100000,500,103034,3034,150,0,148
3461,27407659,random-100,10000000,100000,500,100176,176,287,0,284
3462,27415578,random-100,10000000,100000,500,100075,75,331,0,327
3463,27423497,random-100,10000000,100000,500,100678,678,142,0,140
3464,27431416,random-100,10000000,100000,500,100433,433,167,0,165
3465,27439335,random-100,10000000,100000,500,100058,58,376,0,372
3466,27447254,random-100,10000000,100000,500,100274,274,291,0,288
3467,27455173,random-100,10000000,100000,500,100167,167,243,0,240
3468,27463092,random-100,10000000,100000,500,100744,744,161,0,159
3469,27471011,random-100,10000000,100000,500,100070,70,229,0,226
3470,27478930,random-100,10000000,100000,500,100908,908,160,0,158
3471,27486849,random-100,10000000,100000,500,100685,685,180,0,178
3472,27494768,random-100,10000000,100000,500,100046,46,358,0,354
3473,27502687,random-100,10000000,100000,500,100108,108,196,0,194
3474,27510606,random-100,10000000,100000,500,100467,467,246,0,243
3475,27518525,random-100,10000000,100000,500,100016,16,188,0,186
3476,27526444,random-100,10000000,100000,500,100010,10,363,0,359
3477,27534363,random-100,10000000,100000,500,100936,936,211,0,208
3478,27542282,random-100,10000000,100000,500,100008,8,258,0,255
3479,27550201,random-100,10000000,100000,500,100237,237,230,0,227
3480,27558120,random-100,10000000,100000,500,100613,613,249,0,246
3481,27566039,random-100,10000000,100000,500,100031,31,425,0,420
3482,27573958,random-100,10000000,100000,500,100257,257,338,0,334
3483,27581877,random-100,10000000,100000,500,100211,211,243,0,240
3484,27589796,random-100,10000000,100000,500,100617,617,164,0,162
3485,27597715,random-100,10000000,100000,500,100543,543,255,0,252
3486,27605634,random-100,10000000,100000,500,100067,67,194,0,192
3487,27613553,random-100,10000000,100000,500,100004,4,368,0,364
3488,27621472,random-100,10000000,100000,500,100361,361,329,0,325
3489,27629391,random-100,10000000,100000,500,101803,1803,195,0,193
3490,27637310,random-100,10000000,100000,500,100247,247,216,0,213
3491,27645229,random-100,10000000,100000,500,100601,601,429,0,424
3492,27653148,random-100,10000000,100000,500,100689,689,136,0,134
3493,27661067,random-100,10000000,100000,500,100019,19,299,0,296
3494,27668986,random-100,10000000,100000,500,100783,783,267,0,264
3495,27676905,random-100,10000000,100000,500,100110,110,139,0,137
3496,27684824,random-100,10000000,100000,500,101108,1108,133,0,131
3497,27692743,random-100,10000000,100000,500,100501,501,311,0,307
3498,27700662,random-100,10000000,100000,500,100001,1,166,0,164
3499,27708581,random-100,10000000,100000,500,100299,299,347,0,343
3500,27716500,random-100,10000000,100000,1000,100091,91,336,0,332
3501,27724419,random-100,10000000,100000,1000,100943,943,283,0,280
3502,27732338,random-100,10000000,100000,1000,100024,24,275,0,272
3503,27740257,random-100,10000000,100000,1000,100404,404,335,0,331
3504,27748176,random-100,10000000,100000,1000,100085,85,150,0,148
3505,27756095,random-100,10000000,100000,1000,100287,287,388,0,384
3506,27764014,random-100,10000000,100000,1000,100196,196,541,0,535
3507,27771933,random-100,10000000,100000,1000,102209,2209,296,0,293
3508,27779852,random-100,10000000,100000,1000,100044,44,261,0,258
3509,27787771,random-100,10000000,100000,1000,101970,1970,231,0,228
3510,27795690,random-100,10000000,100000,1000,100041,41,124,0,122
3511,27803609,random-100,10000000,100000,1000,100140,140,278,0,275
3512,27811528,random-100,10000000,100000,1000,100260,260,373,0,369
3513,27819447,random-100,10000000,100000,1000,100278,278,342,0,338
3514,27827366,random-100,10000000,100000,1000,100067,67,383,0,379
3515,27835285,random-100,10000000,100000,1000,101018,1018,265,0,262
3516,27843204,random-100,10000000,100000,1000,100007,7,516,0,510
3517,27851123,random-100,10000000,100000,1000,100219,219,444,0,439
3518,27859042,random-100,10000000,100000,1000,104059,4059,128,0,126
3519,27866961,random-100,10000000,100000,1000,100591,591,249,0,246
3520,27874880,random-100,10000000,100000,1000,101470,1470,193,0,191
3521,27882799,random-100,10000000,100000,1000,100021,21,265,0,262
3522,27890718,random-100,10000000,100000,1000,100646,646,274,0,271
3523,27898637,random-100,10000000,100000,1000,100166,166,349,0,345
3524,27906556,random-100,10000000,100000,1000,100467,467,334,0,330
3525,27914475,random-100,10000000,100000,1000,100046,46,122,0,120
3526,27922394,random-100,10000000,100000,1000,100400,400,398,0,394
3527,27930313,random-100,10000000,100000,1000,100799,799,136,0,134
3528,27938232,random-100,10000000,100000,1000,100024,24,231,0,228
3529,27946151,random-100,10000000,100000,1000,100970,970,194,0,192
3530,27954070,random-100,10000000,100000,1000,100593,593,341,0,337
3531,27961989,random-100,10000000,100000,1000,100787,787,339,0,335
3532,27969908,random-100,10000000,100000,1000,100371,371,265,0,262
3533,27977827,random-100,10000000,100000,1000,100350,350,294,0,291
3534,27985746,random-100,10000000,100000,1000,100507,507,136,0,134
3535,27993665,random-100,10000000,100000,1000,100146,146,227,0,224
3536,28001584,random-100,10000000,100000,1000,100261,261,202,0,200
3537,28009503,random-100,10000000,100000,1000,100022,22,223,0,220
3538,28017422,random-100,10000000,100000,1000,100186,186,278,0,275
3539,28025341,random-100,10000000,100000,1000,100069,69,137,0,135
3540,28033260,random-100,10000000,100000,1000,100464,464,285,0,282
3541,28041179,random-100,10000000,100000,1000,100284,284,192,0,190
3542,28049098,random-100,10000000,100000,1000,100271,271,451,0,446
3543,28057017,random-100,10000000,100000,1000,101570,1570,201,0,199
3544,28064936,random-100,10000000,100000,1000,100203,203,214,0,211
3545,28072855,random-100,10000000,100000,1000,100091,91,264,0,261
3546,28080774,random-100,10000000,100000,1000,100343,343,346,0,342
3547,28088693,random-100,10000000,100000,1000,100856,856,185,0,183
3548,28096612,random-100,10000000,100000,1000,100304,304,232,0,229
3549,28104531,random-100,10000000,100000,1000,101488,1488,157,0,155
3550,28112450,random-100,10000000,100000,1000,100472,472,194,0,192
3551,28120369,random-100,10000000,100000,1000,100060,60,116,0,114
3552,28128288,random-100,10000000,100000,1000,100699,699,246,0,243
3553,28136207,random-100,10000000,100000,1000,100730,730,264,0,261
3554,28144126,random-100,10000000,100000,1000,100817,817,144,0,142
3555,28152045,random-100,10000000,100000,1000,100085,85,286,0,283
3556,28159964,random-100,10000000,100000,1000,101403,1403,181,0,179
3557,28167883,random-100,10000000,100000,1000,100068,68,178,0,176
3558,28175802,random-100,10000000,100000,1000,100208,208,178,0,176
3559,28183721,random-100,10000000,100000,1000,100174,174,135,0,133
3560,28191640,random-100,10000000,100000,1000,100333,333,249,0,246
3561,28199559,random-100,10000000,100000,1000,100008,8,331,0,327
3562,28207478,random-100,10000000,100000,1000,100260,260,281,0,278
3563,28215397,random-100,10000000,100000,1000,100022,22,179,0,177
3564,28223316,random-100,10000000,100000,1000,100004,4,282,0,279
3565,28231235,random-100,10000000,100000,1000,100230,230,241,0,238
3566,28239154,random-100,10000000,100000,1000,100214,214,235,0,232
3567,28247073,random-100,10000000,100000,1000,100464,464,237,0,234
3568,28254992,random-100,10000000,100000,1000,100952,952,169,0,167
3569,28262911,random-100,10000000,100000,1000,101167,1167,188,0,186
3570,28270830,random-100,10000000,100000,1000,101124,1124,499,0,494
3571,28278749,random-100,10000000,100000,1000,100633,633,259,0,256
3572,28286668,random-100,10000000,100000,1000,100134,134,336,0,332
3573,28294587,random-100,10000000,100000,1000,100396,396,162,0,160
3574,28302506,random-100,10000000,100000,1000,100181,181,307,0,303
3575,28310425,random-100,10000000,100000,1000,100925,925,265,0,262
3576,28318344,random-100,10000000,100000,1000,100094,94,531,0,525
3577,28326263,random-100,10000000,100000,1000,100212,212,342,0,338
3578,28334182,random-100,10000000,100000,1000,100197,197,440,0,435
3579,28342101,random-100,10000000,100000,1000,100084,84,488,0,483
3580,28350020,random-100,10000000,100000,1000,100374,374,165,0,163
3581,28357939,random-100,10000000,100000,1000,100131,131,235,0,232
3582,28365858,random-100,10000000,100000,1000,100427,427,276,0,273
3583,28373777,random-100,10000000,100000,1000,100084,84,172,0,170
3584,28381696,random-100,10000000,100000,1000,100452,452,154,0,152
3585,28389615,random-100,10000000,100000,1000,100587,587,478,0,473
3586,28397534,random-100,10000000,100000,1000,100027,27,241,0,238
3587,28405453,random-100,10000000,100000,1000,100037,37,259,0,256
3588,28413372,random-100,10000000,100000,1000,101479,1479,247,0,244
3589,28421291,random-100,10000000,100000,1000,100217,217,229,0,226
3590,28429210,random-100,10000000,100000,1000,100419,419,352,0,348
3591,28437129,random-100,10000000,100000,1000,100107,107,196,0,194
3592,28445048,random-100,10000000,100000,1000,100023,23,288,0,285
3593,28452967,random-100,10000000,100000,1000,100411,411,145,0,143
3594,28460886,random-100,10000000,100000,1000,100400,400,498,0,493
3595,28468805,random-100,10000000,100000,1000,100003,3,290,0,287
3596,28476724,random-100,10000000,100000,1000,100215,215,254,0,251
3597,28484643,random-100,10000000,100000,1000,100345,345,397,0,393
3598,28492562,random-100,10000000,100000,1000,101089,1089,130,0,128
3599,28500481,random-100,10000000,100000,1000,100330,330,379,0,375
3600,28508400,random-weighted,100,10,20,11,1,20,0,19
3601,28516319,random-weighted,100,10,20,11,1,20,0,19
3602,28524238,random-weighted,100,10,20,10,0,18,1,16
3603,28532157,random-weighted,100,10,20,11,1,20,0,18
3604,28540076,random-weighted,100,10,20,10,0,18,1,16
3605,28547995,random-weighted,100,10,20,10,0,19,1,17
3606,28555914,random-weighted,100,10,20,11,1,20,0,19
3607,28563833,random-weighted,100,10,20,11,1,20,0,18
3608,28571752,random-weighted,100,10,20,10,0,18,1,16
3609,28579671,random-weighted,100,10,20,11,1,20,0,18
3610,28587590,random-weighted,100,10,20,10,0,20,1,18
3611,28595509,random-weighted,100,10,20,10,0,3,1,2
3612,28603428,random-weighted,100,10,20,10,0,20,1,18
3613,28611347,random-weighted,100,10,20,11,1,20,0,18
3614,28619266,random-weighted,100,10,20,11,1,20,0,19
3615,28627185,random-weighted,100,10,20,12,2,20,0,19
3616,28635104,random-weighted,100,10,20,11,1,20,0,18
3617,28643023,random-weighted,100,10,20,10,0,19,1,17
3618,28650942,random-weighted,100,10,20,11,1,20,0,19
3619,28658861,random-weighted,100,10,20,10,0,17,1,15
3620,28666780,random-weighted,100,10,20,10,0,16,1,14
3621,28674699,random-weighted,100,10,20,10,0,17,1,15
3622,28682618,random-weighted,100,10,20,13,3,20,0,18
3623,28690537,random-weighted,100,10,20,10,0,3,1,2
3624,28698456,random-weighted,100,10,20,10,0,2,1,1
3625,28706375,random-weighted,100,10,20,11,1,20,0,19
3626,28714294,random-weighted,100,10,20,10,0,3,1,2
3627,28722213,random-weighted,100,10,20,10,0,4,1,3
3628,28730132,random-weighted,100,10,20,10,0,19,1,17
3629,28738051,random-weighted,100,10,20,10,0,5,1,4
3630,28745970,random-weighted,100,10,20,10,0,3,1,2
3631,28753889,random-weighted,100,10,20,10,0,5,1,4
3632,28761808,random-weighted,100,10,20,10,0,20,1,18
3633,28769727,random-weighted,100,10,20,11,1,20,0,19
3634,28777646,random-weighted,100,10,20,11,1,20,0,19
3635,28785565,random-weighted,100,10,20,10,0,1,1,0
3636,28793484,random-weighted,100,10,20,10,0,19,1,17
3637,28801403,random-weighted,100,10,20,11,1,20,0,19
3638,28809322,random-weighted,100,10,20,10,0,17,1,15
3639,28817241,random-weighted,100,10,20,10,0,18,1,16
3640,28825160,random-weighted,100,10,20,10,0,20,1,18
3641,28833079,random-weighted,100,10,20,11,1,20,0,19
3642,28840998,random-weighted,100,10,20,11,1,20,0,18
3643,28848917,random-weighted,100,10,20,10,0,3,1,2
3644,28856836,random-weighted,100,10,20,10,0,1,1,0
3645,28864755,random-weighted,100,10,20,10,0,17,1,15
3646,28872674,random-weighted,100,10,20,14,4,20,0,18
3647,28880593,random-weighted,100,10,20,12,2,20,0,18
3648,28888512,random-weighted,100,10,20,12,2,20,0,17
3649,28896431,random-weighted,100,10,20,12,2,20,0,19
