trial_id,seed,bug_type,sampling_mode,bug_detected,detected_by_corner_case,tests_run,corner_cases_used,elapsed_micros
394,3120086,zero_boundary,corner_only,true,,1,3,1
395,3128005,zero_boundary,corner_only,true,,1,3,1
396,3135924,zero_boundary,corner_only,true,,1,3,3
397,3143843,zero_boundary,corner_only,true,,1,3,1
398,3151762,zero_boundary,corner_only,true,,1,3,1
399,3159681,zero_boundary,corner_only,true,,1,3,1
400,3167600,zero_boundary,corner_only,true,,1,3,1
401,3175519,zero_boundary,corner_only,true,,1,3,1
402,3183438,zero_boundary,corner_only,true,,1,3,1
403,3191357,zero_boundary,corner_only,true,,1,3,1
404,3199276,zero_boundary,corner_only,true,,1,3,1
405,3207195,zero_boundary,corner_only,true,,1,3,1
406,3215114,zero_boundary,corner_only,true,,1,3,1
407,3223033,zero_boundary,corner_only,true,,1,3,1
408,3230952,zero_boundary,corner_only,true,,1,3,1
409,3238871,zero_boundary,corner_only,true,,1,3,2
410,3246790,zero_boundary,corner_only,true,,1,3,13
411,3254709,zero_boundary,corner_only,true,,1,3,1
412,3262628,zero_boundary,corner_only,true,,1,3,2
413,3270547,zero_boundary,corner_only,true,,1,3,1
414,3278466,zero_boundary,corner_only,true,,1,3,1
415,3286385,zero_boundary,corner_only,true,,1,3,1
416,3294304,zero_boundary,corner_only,true,,1,3,1
417,3302223,zero_boundary,corner_only,true,,1,3,1
418,3310142,zero_boundary,corner_only,true,,1,3,1
419,3318061,zero_boundary,corner_only,true,,1,3,1
420,3325980,zero_boundary,corner_only,true,,1,3,1
421,3333899,zero_boundary,corner_only,true,,1,3,20
422,3341818,zero_boundary,corner_only,true,,1,3,2
423,3349737,zero_boundary,corner_only,true,,1,3,1
424,3357656,zero_boundary,corner_only,true,,1,3,1
425,3365575,zero_boundary,corner_only,true,,1,3,3
426,3373494,zero_boundary,corner_only,true,,1,3,1
427,3381413,zero_boundary,corner_only,true,,1,3,1
428,3389332,zero_boundary,corner_only,true,,1,3,1
429,3397251,zero_boundary,corner_only,true,,1,3,2
430,3405170,zero_boundary,corner_only,true,,1,3,1
431,3413089,zero_boundary,corner_only,true,,1,3,1
432,3421008,zero_boundary,corner_only,true,,1,3,1
433,3428927,zero_boundary,corner_only,true,,1,3,2
434,3436846,zero_boundary,corner_only,true,,1,3,1
435,3444765,zero_boundary,corner_only,true,,1,3,1
436,3452684,zero_boundary,corner_only,true,,1,3,1
437,3460603,zero_boundary,corner_only,true,,1,3,1
438,3468522,zero_boundary,corner_only,true,,1,3,1
439,3476441,zero_boundary,corner_only,true,,1,3,1
440,3484360,zero_boundary,corner_only,true,,1,3,2
441,3492279,zero_boundary,corner_only,true,,1,3,1
442,3500198,zero_boundary,corner_only,true,,1,3,1
443,3508117,zero_boundary,corner_only,true,,1,3,1
444,3516036,zero_boundary,corner_only,true,,1,3,2
445,3523955,zero_boundary,corner_only,true,,1,3,1
446,3531874,zero_boundary,corner_only,true,,1,3,1
447,3539793,zero_boundary,corner_only,true,,1,3,1
448,3547712,zero_boundary,corner_only,true,,1,3,2
449,3555631,zero_boundary,corner_only,true,,1,3,1
450,3563550,zero_boundary,corner_only,true,,1,3,1
451,3571469,zero_boundary,corner_only,true,,1,3,1
452,3579388,zero_boundary,corner_only,true,,1,3,2
453,3587307,zero_boundary,corner_only,true,,1,3,1
454,3595226,zero_boundary,corner_only,true,,1,3,1
455,3603145,zero_boundary,corner_only,true,,1,3,1
456,3611064,zero_boundary,corner_only,true,,1,3,1
457,3618983,zero_boundary,corner_only,true,,1,3,1
458,3626902,zero_boundary,corner_only,true,,1,3,3
459,3634821,zero_boundary,corner_only,true,,1,3,1
460,3642740,zero_boundary,corner_only,true,,1,3,1
461,3650659,zero_boundary,corner_only,true,,1,3,1
462,3658578,zero_boundary,corner_only,true,,1,3,1
463,3666497,zero_boundary,corner_only,true,,1,3,2
464,3674416,zero_boundary,corner_only,true,,1,3,1
465,3682335,zero_boundary,corner_only,true,,1,3,1
466,3690254,zero_boundary,corner_only,true,,1,3,1
467,3698173,zero_boundary,corner_only,true,,1,3,2
468,3706092,zero_boundary,corner_only,true,,1,3,1
469,3714011,zero_boundary,corner_only,true,,1,3,1
470,3721930,zero_boundary,corner_only,true,,1,3,1
471,3729849,zero_boundary,corner_only,true,,1,3,2
472,3737768,zero_boundary,corner_only,true,,1,3,1
473,3745687,zero_boundary,corner_only,true,,1,3,1
474,3753606,zero_boundary,corner_only,true,,1,3,1
475,3761525,zero_boundary,corner_only,true,,1,3,1
476,3769444,zero_boundary,corner_only,true,,1,3,3
477,3777363,zero_boundary,corner_only,true,,1,3,1
478,3785282,zero_boundary,corner_only,true,,1,3,1
479,3793201,zero_boundary,corner_only,true,,1,3,1
480,3801120,zero_boundary,corner_only,true,,1,3,1
481,3809039,zero_boundary,corner_only,true,,1,3,1
482,3816958,zero_boundary,corner_only,true,,1,3,12
483,3824877,zero_boundary,corner_only,true,,1,3,1
484,3832796,zero_boundary,corner_only,true,,1,3,1
485,3840715,zero_boundary,corner_only,true,,1,3,3
486,3848634,zero_boundary,corner_only,true,,1,3,2
487,3856553,zero_boundary,corner_only,true,,1,3,1
488,3864472,zero_boundary,corner_only,true,,1,3,1
489,3872391,zero_boundary,corner_only,true,,1,3,1
490,3880310,zero_boundary,corner_only,true,,1,3,2
491,3888229,zero_boundary,corner_only,true,,1,3,1
492,3896148,zero_boundary,corner_only,true,,1,3,1
493,3904067,zero_boundary,corner_only,true,,1,3,1
494,3911986,zero_boundary,corner_only,true,,1,3,1
495,3919905,zero_boundary,corner_only,true,,1,3,1
496,3927824,zero_boundary,corner_only,true,,1,3,1
497,3935743,zero_boundary,corner_only,true,,1,3,4
498,3943662,zero_boundary,corner_only,true,,1,3,1
499,3951581,zero_boundary,corner_only,true,,1,3,1
500,0,zero_boundary,random_only,true,,2,0,62
501,7919,zero_boundary,random_only,true,,78,0,34
502,15838,zero_boundary,random_only,true,,45,0,11
503,23757,zero_boundary,random_only,true,,8,0,3
504,31676,zero_boundary,random_only,true,,19,0,4
505,39595,zero_boundary,random_only,false,,100,0,20
506,47514,zero_boundary,random_only,true,,72,0,17
507,55433,zero_boundary,random_only,false,,100,0,20
508,63352,zero_boundary,random_only,false,,100,0,27
509,71271,zero_boundary,random_only,true,,83,0,18
510,79190,zero_boundary,random_only,true,,34,0,17
