trial_id,seed,scenario,true_size,estimated_size,ci_lower,ci_upper,ci_width,true_in_ci,warmup_samples,relative_error
2923,3349737,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2924,3357656,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2925,3365575,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2926,3373494,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2927,3381413,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2928,3389332,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2929,3397251,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2930,3405170,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2931,3413089,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2932,3421008,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2933,3428927,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2934,3436846,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2935,3444765,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2936,3452684,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2937,3460603,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2938,3468522,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2939,3476441,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2940,3484360,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2941,3492279,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2942,3500198,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2943,3508117,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2944,3516036,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2945,3523955,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2946,3531874,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2947,3539793,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2948,3547712,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2949,3555631,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2950,3563550,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2951,3571469,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2952,3579388,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2953,3587307,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2954,3595226,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2955,3603145,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2956,3611064,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2957,3618983,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2958,3626902,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2959,3634821,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2960,3642740,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2961,3650659,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2962,3658578,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2963,3666497,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2964,3674416,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2965,3682335,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2966,3690254,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2967,3698173,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2968,3706092,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2969,3714011,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2970,3721930,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2971,3729849,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2972,3737768,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2973,3745687,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2974,3753606,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2975,3761525,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2976,3769444,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2977,3777363,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2978,3785282,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2979,3793201,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2980,3801120,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2981,3809039,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2982,3816958,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2983,3824877,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2984,3832796,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2985,3840715,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2986,3848634,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2987,3856553,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2988,3864472,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2989,3872391,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2990,3880310,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2991,3888229,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2992,3896148,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2993,3904067,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2994,3911986,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2995,3919905,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2996,3927824,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2997,3935743,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2998,3943662,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
2999,3951581,tuple_exact_2x,50,50,50.00,50.00,0.00,true,0,0.000000
3000,0,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3001,7919,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3002,15838,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3003,23757,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3004,31676,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3005,39595,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3006,47514,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3007,55433,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3008,63352,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3009,71271,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3010,79190,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3011,87109,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3012,95028,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3013,102947,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3014,110866,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3015,118785,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3016,126704,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3017,134623,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3018,142542,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3019,150461,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3020,158380,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3021,166299,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3022,174218,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3023,182137,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3024,190056,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3025,197975,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3026,205894,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3027,213813,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3028,221732,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3029,229651,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3030,237570,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3031,245489,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3032,253408,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3033,261327,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3034,269246,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3035,277165,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3036,285084,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3037,293003,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3038,300922,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3039,308841,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3040,316760,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3041,324679,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3042,332598,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3043,340517,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3044,348436,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3045,356355,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3046,364274,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3047,372193,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3048,380112,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3049,388031,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3050,395950,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3051,403869,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3052,411788,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3053,419707,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3054,427626,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3055,435545,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3056,443464,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3057,451383,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3058,459302,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3059,467221,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3060,475140,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3061,483059,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3062,490978,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3063,498897,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3064,506816,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3065,514735,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3066,522654,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3067,530573,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3068,538492,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3069,546411,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3070,554330,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3071,562249,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3072,570168,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3073,578087,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3074,586006,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3075,593925,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3076,601844,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3077,609763,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3078,617682,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3079,625601,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3080,633520,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3081,641439,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3082,649358,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3083,657277,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3084,665196,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3085,673115,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3086,681034,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3087,688953,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3088,696872,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3089,704791,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3090,712710,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3091,720629,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3092,728548,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3093,736467,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3094,744386,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3095,752305,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3096,760224,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3097,768143,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3098,776062,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3099,783981,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3100,791900,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3101,799819,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3102,807738,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3103,815657,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3104,823576,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3105,831495,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3106,839414,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3107,847333,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3108,855252,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3109,863171,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3110,871090,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3111,879009,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3112,886928,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3113,894847,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3114,902766,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3115,910685,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3116,918604,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3117,926523,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3118,934442,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3119,942361,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3120,950280,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3121,958199,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3122,966118,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3123,974037,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3124,981956,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3125,989875,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3126,997794,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3127,1005713,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3128,1013632,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3129,1021551,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3130,1029470,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3131,1037389,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3132,1045308,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3133,1053227,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3134,1061146,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3135,1069065,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3136,1076984,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3137,1084903,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3138,1092822,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3139,1100741,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3140,1108660,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3141,1116579,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3142,1124498,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3143,1132417,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3144,1140336,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3145,1148255,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3146,1156174,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3147,1164093,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3148,1172012,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3149,1179931,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3150,1187850,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3151,1195769,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3152,1203688,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3153,1211607,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3154,1219526,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3155,1227445,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3156,1235364,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3157,1243283,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3158,1251202,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3159,1259121,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3160,1267040,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3161,1274959,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3162,1282878,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3163,1290797,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3164,1298716,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3165,1306635,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3166,1314554,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3167,1322473,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3168,1330392,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3169,1338311,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3170,1346230,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3171,1354149,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3172,1362068,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3173,1369987,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3174,1377906,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3175,1385825,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3176,1393744,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3177,1401663,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3178,1409582,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3179,1417501,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3180,1425420,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3181,1433339,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3182,1441258,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3183,1449177,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3184,1457096,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3185,1465015,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3186,1472934,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3187,1480853,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3188,1488772,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3189,1496691,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3190,1504610,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3191,1512529,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3192,1520448,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3193,1528367,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3194,1536286,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3195,1544205,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3196,1552124,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3197,1560043,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3198,1567962,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3199,1575881,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3200,1583800,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3201,1591719,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3202,1599638,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3203,1607557,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3204,1615476,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3205,1623395,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3206,1631314,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3207,1639233,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3208,1647152,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3209,1655071,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3210,1662990,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3211,1670909,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3212,1678828,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3213,1686747,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3214,1694666,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3215,1702585,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3216,1710504,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3217,1718423,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3218,1726342,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3219,1734261,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3220,1742180,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3221,1750099,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3222,1758018,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3223,1765937,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3224,1773856,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3225,1781775,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3226,1789694,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3227,1797613,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3228,1805532,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3229,1813451,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3230,1821370,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3231,1829289,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3232,1837208,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3233,1845127,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3234,1853046,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3235,1860965,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3236,1868884,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3237,1876803,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3238,1884722,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3239,1892641,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3240,1900560,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3241,1908479,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3242,1916398,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3243,1924317,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3244,1932236,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3245,1940155,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3246,1948074,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3247,1955993,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3248,1963912,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3249,1971831,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3250,1979750,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3251,1987669,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3252,1995588,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3253,2003507,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3254,2011426,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3255,2019345,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3256,2027264,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
3257,2035183,tuple_exact_3x,60,60,60.00,60.00,0.00,true,0,0.000000
