scenario,pass_rate,true_size,estimated_size,ci_lower,ci_upper,ci_width,covered,relative_error
product_independent,0.1,10000,10807,7221,16244,9023,true,0.0807
product_independent,0.1,10000,11211,7553,16864,9311,true,0.1211
product_independent,0.1,10000,13530,8989,20100,11111,true,0.353
product_independent,0.1,10000,8900,5832,13298,7466,true,0.11
product_independent,0.1,10000,8652,5712,12978,7266,true,0.1348
product_independent,0.1,10000,7568,5040,11340,6300,true,0.2432
product_independent,0.1,10000,11990,8010,17955,9945,true,0.199
product_independent,0.1,10000,10500,6936,15759,8823,true,0.05
product_independent,0.1,10000,9919,6586,14763,8177,true,0.0081
product_independent,0.1,10000,9646,6438,14430,7992,true,0.0354
product_independent,0.1,10000,9300,6232,14022,7790,true,0.07
product_independent,0.1,10000,12573,8320,18634,10314,true,0.2573
product_independent,0.1,10000,8832,5850,13334,7484,true,0.1168
product_independent,0.1,10000,11716,7885,17608,9723,true,0.1716
product_independent,0.1,10000,9191,6068,13888,7820,true,0.0809
product_independent,0.1,10000,10815,7224,16128,8904,true,0.0815
product_independent,0.1,10000,12480,8346,18603,10257,true,0.248
product_independent,0.1,10000,8436,5642,12784,7142,true,0.1564
product_independent,0.1,10000,9523,6264,14279,8015,true,0.0477
product_independent,0.1,10000,6408,4176,9701,5525,false,0.3592
product_independent,0.1,10000,10355,6942,15678,8736,true,0.0355
product_independent,0.1,10000,9984,6715,14986,8271,true,0.0016
product_independent,0.1,10000,9409,6241,14161,7920,true,0.0591
product_independent,0.1,10000,8811,5832,13298,7466,true,0.1189
product_independent,0.1,10000,10573,7031,15827,8796,true,0.0573
product_independent,0.1,10000,11978,7912,17802,9890,true,0.1978
product_independent,0.1,10000,8961,5964,13482,7518,true,0.1039
product_independent,0.1,10000,8360,5616,12636,7020,true,0.164
product_independent,0.1,10000,12432,8372,18632,10260,true,0.2432
product_independent,0.1,10000,9672,6375,14478,8103,true,0.0328
product_independent,0.1,10000,11176,7488,16740,9252,true,0.1176
product_independent,0.1,10000,11660,7740,17550,9810,true,0.166
product_independent,0.1,10000,12210,8100,18090,9990,true,0.221
product_independent,0.1,10000,9135,6106,13803,7697,true,0.0865
product_independent,0.1,10000,10908,7216,16236,9020,true,0.0908
product_independent,0.1,10000,10600,7134,15990,8856,true,0.06
product_independent,0.1,10000,9118,6083,13804,7721,true,0.0882
product_independent,0.1,10000,9936,6600,14916,8316,true,0.0064
product_independent,0.1,10000,9464,6216,14224,8008,true,0.0536
product_independent,0.1,10000,8262,5395,12375,6980,true,0.1738
product_independent,0.1,10000,10816,7225,16129,8904,true,0.0816
product_independent,0.1,10000,9405,6240,14157,7917,true,0.0595
product_independent,0.1,10000,13298,8900,19966,11066,true,0.3298
product_independent,0.1,10000,9095,6072,13624,7552,true,0.0905
product_independent,0.1,10000,8554,5698,12992,7294,true,0.1446
product_independent,0.1,10000,12200,8118,18204,10086,true,0.22
product_independent,0.1,10000,12096,8008,18088,10080,true,0.2096
product_independent,0.1,10000,11011,7326,16576,9250,true,0.1011
product_independent,0.1,10000,10500,7052,15867,8815,true,0.05
product_independent,0.1,10000,11300,7544,16974,9430,true,0.13
product_independent,0.1,10000,8930,5928,13455,7527,true,0.107
product_independent,0.1,10000,10682,7120,16080,8960,true,0.0682
product_independent,0.1,10000,11663,7743,17423,9680,true,0.1663
product_independent,0.1,10000,11900,8036,17958,9922,true,0.19
product_independent,0.1,10000,8372,5550,12656,7106,true,0.1628
product_independent,0.1,10000,8265,5467,12412,6945,true,0.1735
product_independent,0.1,10000,11844,7828,17710,9882,true,0.1844
product_independent,0.1,10000,11024,7308,16510,9202,true,0.1024
product_independent,0.1,10000,9486,6308,14250,7942,true,0.0514
product_independent,0.1,10000,8613,5600,12826,7226,true,0.1387
product_independent,0.1,10000,13407,8989,20100,11111,true,0.3407
product_independent,0.1,10000,9797,6557,14756,8199,true,0.0203
product_independent,0.1,10000,8787,5893,13268,7375,true,0.1213
product_independent,0.1,10000,10400,6888,15621,8733,true,0.04
product_independent,0.1,10000,10290,6800,15360,8560,true,0.029
product_independent,0.1,10000,7584,4992,11349,6357,true,0.2416
product_independent,0.1,10000,9288,6160,13992,7832,true,0.0712
product_independent,0.1,10000,14152,9306,20868,11562,true,0.4152
product_independent,0.1,10000,10088,6715,15113,8398,true,0.0088
product_independent,0.1,10000,9373,6216,14112,7896,true,0.0627
product_independent,0.1,10000,9800,6560,14883,8323,true,0.02
product_independent,0.1,10000,10340,6840,15410,8570,true,0.034
product_independent,0.1,10000,12768,8463,19040,10577,true,0.2768
product_independent,0.1,10000,8961,5964,13482,7518,true,0.1039
product_independent,0.1,10000,9922,6633,14948,8315,true,0.0078
product_independent,0.1,10000,12091,8004,18078,10074,true,0.2091
product_independent,0.1,10000,8924,5925,13328,7403,true,0.1076
product_independent,0.1,10000,11543,7742,17374,9632,true,0.1543
product_independent,0.1,10000,10379,6952,15589,8637,true,0.0379
product_independent,0.1,10000,12870,8640,19305,10665,true,0.287
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,341056,274576,412164,137588,false,0.364224
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,237169,186624,293764,107140,true,0.051324
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,241081,190096,298116,108020,true,0.035676
product_correlated,0.5,250000,327184,263169,396900,133731,false,0.308736
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,271441,215296,332929,117633,true,0.085764
product_correlated,0.5,250000,239121,188356,295936,107580,true,0.043516
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,226576,178929,281961,103032,true,0.093696
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,308025,246016,374544,128528,true,0.2321
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,239121,188356,295936,107580,true,0.043516
product_correlated,0.5,250000,271441,215296,332929,117633,true,0.085764
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,276676,219961,338724,118763,true,0.106704
product_correlated,0.5,250000,281961,224676,345744,121068,true,0.127844
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,341056,274576,412164,137588,false,0.364224
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,210681,164836,262144,97308,true,0.157276
product_correlated,0.5,250000,281961,224676,345744,121068,true,0.127844
product_correlated,0.5,250000,276676,219961,338724,118763,true,0.106704
product_correlated,0.5,250000,241081,190096,298116,108020,true,0.035676
product_correlated,0.5,250000,255025,201601,313600,111999,true,0.0201
product_correlated,0.5,250000,323761,260100,393129,133029,false,0.295044
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,198916,155236,248004,92768,false,0.204336
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,255025,201601,313600,111999,true,0.0201
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,316969,254016,385641,131625,false,0.267876
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,224676,177241,279841,102600,true,0.101296
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,259081,205209,319225,114016,true,0.036324
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,271441,215296,332929,117633,true,0.085764
product_correlated,0.5,250000,316969,254016,385641,131625,false,0.267876
product_correlated,0.5,250000,320356,257049,389376,132327,false,0.281424
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,316969,254016,385641,131625,false,0.267876
product_correlated,0.5,250000,304704,244036,370881,126845,true,0.218816
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,217156,170569,270400,99831,true,0.131376
product_correlated,0.5,250000,203401,159201,254016,94815,true,0.186396
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,259081,205209,319225,114016,true,0.036324
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,239121,188356,295936,107580,true,0.043516
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,259081,205209,319225,114016,true,0.036324
product_correlated,0.5,250000,220900,173889,274576,100687,true,0.1164
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,198916,155236,248004,92768,false,0.204336
product_correlated,0.5,250000,295936,236196,361201,125005,true,0.183744
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,231361,182329,286225,103896,true,0.074556
product_correlated,0.5,250000,314721,252004,381924,129920,false,0.258884
product_correlated,0.5,250000,348100,280900,419904,139004,false,0.3924
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,239121,188356,295936,107580,true,0.043516
product_correlated,0.5,250000,237169,186624,293764,107140,true,0.051324
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,241081,190096,298116,108020,true,0.035676
product_correlated,0.5,250000,304704,244036,370881,126845,true,0.218816
product_correlated,0.5,250000,290521,231361,354025,122664,true,0.162084
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,259081,205209,319225,114016,true,0.036324
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,220900,173889,274576,100687,true,0.1164
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,257049,203401,315844,112443,true,0.028196
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,198916,155236,248004,92768,false,0.204336
product_correlated,0.5,250000,290521,231361,354025,122664,true,0.162084
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,314721,252004,381924,129920,false,0.258884
product_correlated,0.5,250000,239121,188356,295936,107580,true,0.043516
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,344569,277729,416025,138296,false,0.378276
product_correlated,0.5,250000,233289,183184,288369,105185,true,0.066844
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,192721,150544,241081,90537,false,0.229116
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,302500,241081,367236,126155,true,0.21
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,308025,246016,374544,128528,true,0.2321
product_correlated,0.5,250000,341056,274576,412164,137588,false,0.364224
product_correlated,0.5,250000,220900,173889,274576,100687,true,0.1164
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,203401,159201,254016,94815,true,0.186396
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,302500,241081,367236,126155,true,0.21
product_correlated,0.5,250000,203401,159201,254016,94815,true,0.186396
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,208849,164025,260100,96075,true,0.164604
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,314721,252004,381924,129920,false,0.258884
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,290521,231361,354025,122664,true,0.162084
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,276676,219961,338724,118763,true,0.106704
product_correlated,0.5,250000,178084,139129,223729,84600,false,0.287664
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,259081,205209,319225,114016,true,0.036324
product_correlated,0.5,250000,295936,236196,361201,125005,true,0.183744
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,330625,265225,400689,135464,false,0.3225
product_correlated,0.5,250000,192721,150544,241081,90537,false,0.229116
product_correlated,0.5,250000,233289,183184,288369,105185,true,0.066844
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,290521,231361,354025,122664,true,0.162084
product_correlated,0.5,250000,180625,141376,227529,86153,false,0.2775
product_correlated,0.5,250000,241081,190096,298116,108020,true,0.035676
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,295936,236196,361201,125005,true,0.183744
product_correlated,0.5,250000,314721,252004,381924,129920,false,0.258884
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,210681,164836,262144,97308,true,0.157276
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,257049,203401,315844,112443,true,0.028196
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,276676,219961,338724,118763,true,0.106704
product_correlated,0.5,250000,231361,182329,286225,103896,true,0.074556
product_correlated,0.5,250000,259081,205209,319225,114016,true,0.036324
product_correlated,0.5,250000,237169,186624,293764,107140,true,0.051324
product_correlated,0.5,250000,257049,203401,315844,112443,true,0.028196
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,219024,172225,272484,100259,true,0.123904
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,241081,190096,298116,108020,true,0.035676
product_correlated,0.5,250000,281961,224676,345744,121068,true,0.127844
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,219024,172225,272484,100259,true,0.123904
product_correlated,0.5,250000,217156,170569,270400,99831,true,0.131376
product_correlated,0.5,250000,210681,164836,262144,97308,true,0.157276
product_correlated,0.5,250000,212521,166464,264196,97732,true,0.149916
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,348100,280900,419904,139004,false,0.3924
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,271441,215296,332929,117633,true,0.085764
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,215296,169744,268324,98580,true,0.138816
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,281961,224676,345744,121068,true,0.127844
product_correlated,0.5,250000,271441,215296,332929,117633,true,0.085764
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,356409,287296,427716,140420,false,0.425636
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,226576,178929,281961,103032,true,0.093696
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,316969,254016,385641,131625,false,0.267876
product_correlated,0.5,250000,281961,224676,345744,121068,true,0.127844
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,320356,257049,389376,132327,false,0.281424
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,344569,277729,416025,138296,false,0.378276
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,239121,188356,295936,107580,true,0.043516
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,314721,252004,381924,129920,false,0.258884
product_correlated,0.5,250000,203401,159201,254016,94815,true,0.186396
product_correlated,0.5,250000,233289,183184,288369,105185,true,0.066844
product_correlated,0.5,250000,222784,175561,276676,101115,true,0.108864
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,228484,180625,284089,103464,true,0.086064
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,290521,231361,354025,122664,true,0.162084
product_correlated,0.5,250000,178084,139129,223729,84600,false,0.287664
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,233289,183184,288369,105185,true,0.066844
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,302500,241081,367236,126155,true,0.21
product_correlated,0.5,250000,257049,203401,315844,112443,true,0.028196
product_correlated,0.5,250000,290521,231361,354025,122664,true,0.162084
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,224676,177241,279841,102600,true,0.101296
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,295936,236196,361201,125005,true,0.183744
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,308025,246016,374544,128528,true,0.2321
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,239121,188356,295936,107580,true,0.043516
product_correlated,0.5,250000,257049,203401,315844,112443,true,0.028196
product_correlated,0.5,250000,255025,201601,313600,111999,true,0.0201
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,233289,183184,288369,105185,true,0.066844
product_correlated,0.5,250000,228484,180625,284089,103464,true,0.086064
product_correlated,0.5,250000,255025,201601,313600,111999,true,0.0201
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,304704,244036,370881,126845,true,0.218816
product_correlated,0.5,250000,384400,311364,459684,148320,false,0.5376
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,308025,246016,374544,128528,true,0.2321
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,220900,173889,274576,100687,true,0.1164
product_correlated,0.5,250000,255025,201601,313600,111999,true,0.0201
product_correlated,0.5,250000,271441,215296,332929,117633,true,0.085764
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,308025,246016,374544,128528,true,0.2321
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,276676,219961,338724,118763,true,0.106704
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,323761,260100,393129,133029,false,0.295044
product_correlated,0.5,250000,257049,203401,315844,112443,true,0.028196
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,224676,177241,279841,102600,true,0.101296
product_correlated,0.5,250000,231361,182329,286225,103896,true,0.074556
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,228484,180625,284089,103464,true,0.086064
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,237169,186624,293764,107140,true,0.051324
product_correlated,0.5,250000,320356,257049,389376,132327,false,0.281424
product_correlated,0.5,250000,281961,224676,345744,121068,true,0.127844
product_correlated,0.5,250000,257049,203401,315844,112443,true,0.028196
product_correlated,0.5,250000,334084,268324,404496,136172,false,0.336336
product_correlated,0.5,250000,241081,190096,298116,108020,true,0.035676
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,226576,178929,281961,103032,true,0.093696
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,308025,246016,374544,128528,true,0.2321
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,235225,184900,290521,105621,true,0.0591
product_correlated,0.5,250000,255025,201601,313600,111999,true,0.0201
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,228484,180625,284089,103464,true,0.086064
product_correlated,0.5,250000,330625,265225,400689,135464,false,0.3225
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,215296,169744,268324,98580,true,0.138816
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,327184,263169,396900,133731,false,0.308736
product_correlated,0.5,250000,281961,224676,345744,121068,true,0.127844
product_correlated,0.5,250000,292681,233289,357604,124315,true,0.170724
product_correlated,0.5,250000,219024,172225,272484,100259,true,0.123904
product_correlated,0.5,250000,259081,205209,319225,114016,true,0.036324
product_correlated,0.5,250000,276676,219961,338724,118763,true,0.106704
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,217156,170569,270400,99831,true,0.131376
product_correlated,0.5,250000,207025,162409,258064,95655,true,0.1719
product_correlated,0.5,250000,302500,241081,367236,126155,true,0.21
product_correlated,0.5,250000,295936,236196,361201,125005,true,0.183744
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,246016,193600,303601,110001,true,0.015936
product_correlated,0.5,250000,269361,213444,330625,117181,true,0.077444
product_correlated,0.5,250000,304704,244036,370881,126845,true,0.218816
product_correlated,0.5,250000,228484,180625,284089,103464,true,0.086064
product_correlated,0.5,250000,327184,263169,396900,133731,false,0.308736
product_correlated,0.5,250000,243049,191844,300304,108460,true,0.027804
product_correlated,0.5,250000,241081,190096,298116,108020,true,0.035676
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,287296,229441,351649,122208,true,0.149184
product_correlated,0.5,250000,217156,170569,270400,99831,true,0.131376
product_correlated,0.5,250000,226576,178929,281961,103032,true,0.093696
product_correlated,0.5,250000,276676,219961,338724,118763,true,0.106704
product_correlated,0.5,250000,233289,183184,288369,105185,true,0.066844
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,285156,226576,348100,121524,true,0.140624
product_correlated,0.5,250000,266256,211600,327184,115584,true,0.065024
product_correlated,0.5,250000,200704,156816,250000,93184,true,0.197184
product_correlated,0.5,250000,271441,215296,332929,117633,true,0.085764
product_correlated,0.5,250000,279841,221841,342225,120384,true,0.119364
product_correlated,0.5,250000,311364,249001,378225,129224,true,0.245456
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,299209,239121,364816,125695,true,0.196836
product_correlated,0.5,250000,252004,199809,311364,111555,true,0.008016
product_correlated,0.5,250000,264196,209764,324900,115136,true,0.056784
product_correlated,0.5,250000,228484,180625,284089,103464,true,0.086064
product_correlated,0.5,250000,250000,198025,308025,110000,true,0
product_correlated,0.5,250000,314721,252004,381924,129920,false,0.258884
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,262144,207025,321489,114464,true,0.048576
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,248004,196249,305809,109560,true,0.007984
product_correlated,0.5,250000,274576,218089,336400,118311,true,0.098304
product_correlated,0.5,250000,290521,231361,354025,122664,true,0.162084
