trial_id,seed,strategy,quantifier_order,budget,final_pos1,distance_pos1,optimal_pos1,final_pos2,distance_pos2,optimal_pos2,final_pos3,distance_pos3,optimal_pos3,final_pos4,distance_pos4,optimal_pos4,final_pos5,distance_pos5,optimal_pos5,variance,mean_distance,total_distance,attempts,rounds,elapsed_micros
278,2201482,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,47176,47166,0,9122836,9122826,0,4054468,4054458,0,12937918594219.2,2644890,13224450,0,0,107663
279,2209401,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,5196,5186,0,7213127,7213117,0,4759937,4759927,0,9198078001806.8,2395646,11978230,0,0,107561
280,2217320,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,688145,688135,0,4589613,4589603,0,3627207,3627197,0,3766994016359.6,1780987,8904935,0,0,107332
281,2225239,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,3354,3344,0,2311119,2311109,0,2350992,2350982,0,1303019121739.2,933087,4665435,0,0,108285
282,2233158,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,394,384,0,1098712,1098702,0,6179008,6178998,0,5758612234810.561,1455616.8,7278084,0,0,107510
283,2241077,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,1463816,1463806,0,5221110,5221100,0,8858895,8858885,0,11912113785704.959,3108758.2,15543791,0,0,108420
284,2248996,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,58205,58195,0,665566,665556,0,8182361,8182351,0,10306697753496.238,1781220.4,8906102,0,0,108221
285,2256915,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,2786265,2786255,0,3867237,3867227,0,6698745,6698735,0,6387074486352.24,2670443.4,13352217,0,0,107824
286,2264834,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,134,124,0,836179,836169,0,4210033,4210023,0,2666082247618.96,1009263.2,5046316,0,0,108679
287,2272753,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,12786,12776,0,5961505,5961495,0,3314278,3314268,0,5853713377224.161,1857707.8,9288539,0,0,108174
288,2280672,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,43104,43094,0,9690344,9690334,0,1855798,1855788,0,14097278745280.963,2317843.2,11589216,0,0,107807
289,2288591,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,43612,43602,0,9431238,9431228,0,9511406,9511396,0,21464252209317.76,3797245.2,18986226,0,0,108132
290,2296510,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,20215,20205,0,5448010,5448000,0,4721153,4721143,0,6241148187090.64,2037869.6,10189348,0,0,107614
291,2304429,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,2518,2508,0,9459327,9459317,0,1928500,1928490,0,13449980583361.6,2278063,11390315,0,0,108273
292,2312348,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,310258,310248,0,2263767,2263757,0,3775870,3775860,0,2282762242501.6,1269973,6349865,0,0,107628
293,2320267,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,127463,127453,0,5229785,5229775,0,4149094,4149084,0,5301539057724.24,1901262.4,9506312,0,0,107295
294,2328186,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,549442,549432,0,6035536,6035526,0,3529532,3529522,0,5745286806740.8,2022896,10114480,0,0,107433
295,2336105,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,68582,68572,0,3126883,3126873,0,9446002,9445992,0,13409523171276.639,2528287.4,12641437,0,0,108129
296,2344024,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,37736,37726,0,1998629,1998619,0,7884097,7884087,0,9294346953696.238,1984086.4,9920432,0,0,107633
297,2351943,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,5219,5209,0,6687879,6687869,0,7582945,7582935,0,12293522534766.64,2855202.6,14276013,0,0,108578
298,2359862,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,101688,101678,0,4156269,4156259,0,5679886,5679876,0,5958758644309.439,1987562.6,9937813,0,0,108150
299,2367781,sequential-exhaustive,edcba,2000,10,0,1,10,0,1,55711,55701,0,8595380,8595370,0,6266214,6266204,0,13728756384558.4,2983455,14917275,0,0,107803
300,2375700,sequential-exhaustive,caebd,100,10,0,1,5498674,5498664,0,5299777,5299767,0,4768474,4768464,0,6646763,6646753,0,5310235781581.84,4442729.6,22213648,0,0,3839
301,2383619,sequential-exhaustive,caebd,100,10,0,1,332548,332538,0,1832282,1832272,0,5787151,5787141,0,1137080,1137070,0,4345934158904.159,1817804.2,9089021,0,0,3463
302,2391538,sequential-exhaustive,caebd,100,10,0,1,4170098,4170088,0,5461236,5461226,0,5298955,5298945,0,62530,62520,0,6068133157135.359,2998555.8,14992779,0,0,3593
303,2399457,sequential-exhaustive,caebd,100,10,0,1,9389773,9389763,0,7049800,7049790,0,9028185,9028175,0,481694,481684,0,16986550983520.24,5189882.4,25949412,0,0,3534
304,2407376,sequential-exhaustive,caebd,100,10,0,1,2370716,2370706,0,1412163,1412153,0,187648,187638,0,6757534,6757524,0,6059134949635.36,2145604.2,10728021,0,0,3779
305,2415295,sequential-exhaustive,caebd,100,10,0,1,6637679,6637669,0,7988595,7988585,0,8265713,8265703,0,427666,427656,0,13524001140075.441,4663922.6,23319613,0,0,3782
306,2423214,sequential-exhaustive,caebd,100,10,0,1,8573164,8573154,0,9008139,9008129,0,6538998,6538988,0,6112230,6112220,0,10392450513576.96,6046498.2,30232491,0,0,3771
307,2431133,sequential-exhaustive,caebd,100,10,0,1,4691088,4691078,0,5073309,5073299,0,1390767,1390757,0,1896923,1896913,0,3841174666012.2407,2610409.4,13052047,0,0,3800
308,2439052,sequential-exhaustive,caebd,100,10,0,1,2920309,2920299,0,7791454,7791444,0,2119133,2119123,0,6832074,6832064,0,8615272681356.4,3932586,19662930,0,0,3714
309,2446971,sequential-exhaustive,caebd,100,10,0,1,5424663,5424653,0,207151,207141,0,8797174,8797164,0,3455744,3455734,0,10965903579793.838,3576938.4,17884692,0,0,3698
310,2454890,sequential-exhaustive,caebd,100,10,0,1,3969378,3969368,0,9151001,9150991,0,6455743,6455733,0,2772369,2772359,0,9793665834758.957,4469690.2,22348451,0,0,3827
311,2462809,sequential-exhaustive,caebd,100,10,0,1,2027446,2027436,0,4510186,4510176,0,874956,874946,0,2811049,2811039,0,2443053584765.4404,2044719.4,10223597,0,0,3477
312,2470728,sequential-exhaustive,caebd,100,10,0,1,9184876,9184866,0,2332133,2332123,0,4382570,4382560,0,5929943,5929933,0,9773248357101.84,4365896.4,21829482,0,0,3791
313,2478647,sequential-exhaustive,caebd,100,10,0,1,697444,697434,0,8781543,8781533,0,1267745,1267735,0,2654291,2654281,0,10067365319674.64,2680196.6,13400983,0,0,3517
314,2486566,sequential-exhaustive,caebd,100,10,0,1,16028,16018,0,7204039,7204029,0,9909669,9909659,0,4889969,4889959,0,15407640316936.4,4403933,22019665,0,0,3585
315,2494485,sequential-exhaustive,caebd,100,10,0,1,2873091,2873081,0,5096483,5096473,0,5635473,5635463,0,1185666,1185656,0,4728010657681.84,2958134.6,14790673,0,0,3808
316,2502404,sequential-exhaustive,caebd,100,10,0,1,2714978,2714968,0,3886124,3886114,0,4524130,4524120,0,9897123,9897113,0,10501179035868.8,4204463,21022315,0,0,3766
317,2510323,sequential-exhaustive,caebd,100,10,0,1,2433522,2433512,0,8625887,8625877,0,7087528,7087518,0,2695170,2695160,0,10189236426539.84,4168413.4,20842067,0,0,3854
318,2518242,sequential-exhaustive,caebd,100,10,0,1,8238260,8238250,0,7085816,7085806,0,511829,511819,0,8026092,8026082,0,13775752463530.24,4772391.4,23861957,0,0,3619
319,2526161,sequential-exhaustive,caebd,100,10,0,1,4552162,4552152,0,5224986,5224976,0,8583389,8583379,0,3067507,3067497,0,7854904769905.359,4285600.8,21428004,0,0,3624
320,2534080,sequential-exhaustive,caebd,100,10,0,1,6204161,6204151,0,1514761,1514751,0,9839301,9839291,0,3419288,3419278,0,12255642347119.76,4195494.2,20977471,0,0,3858
321,2541999,sequential-exhaustive,caebd,100,10,0,1,2732944,2732934,0,9416680,9416670,0,9611198,9611188,0,8565845,8565835,0,15590041023279.838,6065325.4,30326627,0,0,3646
322,2549918,sequential-exhaustive,caebd,100,10,0,1,8587953,8587943,0,1799923,1799913,0,8969200,8969190,0,1304404,1304394,0,14752248833486.8,4132288,20661440,0,0,3669
323,2557837,sequential-exhaustive,caebd,100,10,0,1,1041269,1041259,0,7702416,7702406,0,4679738,4679728,0,7345166,7345156,0,9999184759831.363,4153709.8,20768549,0,0,3668
324,2565756,sequential-exhaustive,caebd,100,10,0,1,1573786,1573776,0,1152651,1152641,0,2501251,2501241,0,8196909,8196899,0,8241393160017.839,2684911.4,13424557,0,0,3649
325,2573675,sequential-exhaustive,caebd,100,10,0,1,9548547,9548537,0,6044505,6044495,0,9918362,9918352,0,2485055,2485045,0,15099925268582.959,5599285.8,27996429,0,0,3737
326,2581594,sequential-exhaustive,caebd,100,10,0,1,6883044,6883034,0,5919718,5919708,0,7154367,7154357,0,4915354,4915344,0,6807369282911.04,4974488.6,24872443,0,0,3664
327,2589513,sequential-exhaustive,caebd,100,10,0,1,828732,828722,0,4877755,4877745,0,9408376,9408366,0,2911877,2911867,0,11296622815190.8,3605340,18026700,0,0,3469
328,2597432,sequential-exhaustive,caebd,100,10,0,1,3056626,3056616,0,2080203,2080193,0,435104,435094,0,6594578,6594568,0,5548626973079.359,2433294.2,12166471,0,0,3487
329,2605351,sequential-exhaustive,caebd,100,10,0,1,1731802,1731792,0,3921448,3921438,0,3971582,3971572,0,3536075,3536065,0,2402447063235.8403,2632173.4,13160867,0,0,3706
330,2613270,sequential-exhaustive,caebd,100,10,0,1,6657415,6657405,0,7994196,7994186,0,9806817,9806807,0,5223720,5223710,0,11096630754247.441,5936421.6,29682108,0,0,3443
331,2621189,sequential-exhaustive,caebd,100,10,0,1,2760755,2760745,0,451722,451712,0,9849914,9849904,0,3781561,3781551,0,12480603833607.44,3368782.4,16843912,0,0,3523
332,2629108,sequential-exhaustive,caebd,100,10,0,1,2980984,2980974,0,7321817,7321807,0,4984183,4984173,0,4614491,4614481,0,5883411223074,3980287,19901435,0,0,3678
333,2637027,sequential-exhaustive,caebd,100,10,0,1,5153216,5153206,0,6569239,6569229,0,9875443,9875433,0,4872245,4872235,0,10167976399893.84,5294020.6,26470103,0,0,3870
334,2644946,sequential-exhaustive,caebd,100,10,0,1,3398720,3398710,0,5439916,5439906,0,1449488,1449478,0,4873227,4873217,0,4203993421352.96,3032262.2,15161311,0,0,3412
335,2652865,sequential-exhaustive,caebd,100,10,0,1,1575293,1575283,0,8518802,8518792,0,6252994,6252984,0,6331149,6331139,0,10274866141097.84,4535639.6,22678198,0,0,3375
336,2660784,sequential-exhaustive,caebd,100,10,0,1,4145425,4145415,0,7288285,7288275,0,3706477,3706467,0,1849548,1849538,0,5946431838955.6,3397939,16989695,0,0,3762
337,2668703,sequential-exhaustive,caebd,100,10,0,1,1525917,1525907,0,3629840,3629830,0,4169620,4169610,0,4551799,4551789,0,3018701588334.16,2775427.2,13877136,0,0,3369
338,2676622,sequential-exhaustive,caebd,100,10,0,1,4984570,4984560,0,5558811,5558801,0,9243980,9243970,0,2915642,2915632,0,9322618495130.24,4540592.6,22702963,0,0,3893
339,2684541,sequential-exhaustive,caebd,100,10,0,1,9959416,9959406,0,4567981,4567971,0,2768576,2768566,0,501888,501878,0,12924095936661.76,3559564.2,17797821,0,0,3309
340,2692460,sequential-exhaustive,caebd,100,10,0,1,574390,574380,0,3011158,3011148,0,7841961,7841951,0,9952349,9952339,0,15704569635400.238,4275963.6,21379818,0,0,3460
341,2700379,sequential-exhaustive,caebd,100,11,1,0,9997515,9997505,0,8200122,8200112,0,5725919,5725909,0,3376188,3376178,0,12464355236826,5459941,27299705,0,0,3398
342,2708298,sequential-exhaustive,caebd,100,10,0,1,7053056,7053046,0,8484213,8484203,0,8335650,8335640,0,1343523,1343513,0,13168338769794.64,5043280.4,25216402,0,0,3639
343,2716217,sequential-exhaustive,caebd,100,10,0,1,9108140,9108130,0,6590267,6590257,0,6539366,6539356,0,4439767,4439757,0,9305267457346.8,5335500,26677500,0,0,3684
344,2724136,sequential-exhaustive,caebd,100,10,0,1,3310405,3310395,0,2547079,2547069,0,7947712,7947702,0,3901995,3901985,0,6625818052090.96,3541430.2,17707151,0,0,3757
345,2732055,sequential-exhaustive,caebd,100,10,0,1,5804296,5804286,0,4789990,4789980,0,509721,509711,0,9085622,9085612,0,11583578858095.36,4037917.8,20189589,0,0,3573
346,2739974,sequential-exhaustive,caebd,100,10,0,1,3447271,3447261,0,8466442,8466432,0,9136243,9136233,0,2937229,2937219,0,12117092609358,4797429,23987145,0,0,3797
347,2747893,sequential-exhaustive,caebd,100,10,0,1,5961187,5961177,0,794406,794396,0,5792674,5792664,0,5035485,5035475,0,6648055076575.441,3516742.4,17583712,0,0,3493
348,2755812,sequential-exhaustive,caebd,100,10,0,1,2979897,2979887,0,7875518,7875508,0,5896820,5896810,0,3399743,3399733,0,7202756881410.639,4030387.6,20151938,0,0,3541
349,2763731,sequential-exhaustive,caebd,100,10,0,1,7307327,7307317,0,6465176,6465166,0,2173545,2173535,0,5257465,5257455,0,7528577433389.841,4240694.6,21203473,0,0,3478
350,2771650,sequential-exhaustive,caebd,500,10,0,1,4283,4273,0,147824,147814,0,4627308,4627298,0,7100553,7100543,0,8724985411148.24,2375985.6,11879928,0,0,25493
351,2779569,sequential-exhaustive,caebd,500,10,0,1,44464,44454,0,8155962,8155952,0,7484993,7484983,0,7029912,7029902,0,13753826556275.36,4543058.2,22715291,0,0,25510
352,2787488,sequential-exhaustive,caebd,500,10,0,1,935,925,0,1399664,1399654,0,7335095,7335085,0,7396718,7396708,0,11684621620110.64,3226474.4,16132372,0,0,25017
353,2795407,sequential-exhaustive,caebd,500,10,0,1,275,265,0,672996,672986,0,1859690,1859680,0,737821,737811,0,463226870885.84,654148.4,3270742,0,0,25593
354,2803326,sequential-exhaustive,caebd,500,10,0,1,141,131,0,2479226,2479216,0,3813537,3813527,0,5901220,5901210,0,5154928543166.961,2438816.8,12194084,0,0,25257
355,2811245,sequential-exhaustive,caebd,500,10,0,1,16512,16502,0,5383413,5383403,0,8639921,8639911,0,4377053,4377043,0,10990345720601.36,3683371.8,18416859,0,0,25334
356,2819164,sequential-exhaustive,caebd,500,10,0,1,51207,51197,0,7446470,7446460,0,7104208,7104198,0,9043995,9043985,0,15178106341343.6,4729168,23645840,0,0,25365
357,2827083,sequential-exhaustive,caebd,500,10,0,1,27223,27213,0,5893082,5893072,0,1743543,1743533,0,8083706,8083696,0,10703649410203.76,3149502.8,15747514,0,0,24715
358,2835002,sequential-exhaustive,caebd,500,10,0,1,26416,26406,0,7523821,7523811,0,657644,657634,0,7844738,7844728,0,13408722120449.76,3210515.8,16052579,0,0,24943
359,2842921,sequential-exhaustive,caebd,500,10,0,1,289811,289801,0,3411824,3411814,0,1828625,1828615,0,5802417,5802407,0,4610097385463.439,2266527.4,11332637,0,0,25438
360,2850840,sequential-exhaustive,caebd,500,10,0,1,22545,22535,0,8268573,8268563,0,3991202,3991192,0,3892550,3892540,0,9425219607575.6,3234966,16174830,0,0,24790
361,2858759,sequential-exhaustive,caebd,500,10,0,1,15017,15007,0,8670114,8670104,0,6185230,6185220,0,1210909,1210899,0,12634591950977.2,3216246,16081230,0,0,25389
362,2866678,sequential-exhaustive,caebd,500,10,0,1,16674,16664,0,9938070,9938060,0,8898152,8898142,0,2832170,2832160,0,18383061009224.96,4337005.2,21685026,0,0,25049
363,2874597,sequential-exhaustive,caebd,500,10,0,1,2013,2003,0,6554675,6554665,0,274752,274742,0,8939384,8939374,0,14641600471548.562,3154156.8,15770784,0,0,25712
364,2882516,sequential-exhaustive,caebd,500,10,0,1,14,4,0,2092139,2092129,0,6663798,6663788,0,4573015,4573005,0,6832679065786.159,2665785.2,13328926,0,0,25304
365,2890435,sequential-exhaustive,caebd,500,10,0,1,106723,106713,0,8564821,8564811,0,4099376,4099366,0,44268,44258,0,11465706370045.84,2563029.6,12815148,0,0,24930
366,2898354,sequential-exhaustive,caebd,500,10,0,1,115534,115524,0,147152,147142,0,4491900,4491890,0,852049,852039,0,2930252258711.2,1121319,5606595,0,0,25519
367,2906273,sequential-exhaustive,caebd,500,10,0,1,8767,8757,0,8676567,8676557,0,360460,360450,0,1358202,1358192,0,11121773536134.959,2080791.2,10403956,0,0,25383
368,2914192,sequential-exhaustive,caebd,500,10,0,1,248931,248921,0,3713917,3713907,0,9270847,9270837,0,1281102,1281092,0,11861809621622.637,2902951.4,14514757,0,0,25100
369,2922111,sequential-exhaustive,caebd,500,10,0,1,45097,45087,0,8477964,8477954,0,6138646,6138636,0,2272665,2272655,0,11474245899192.238,3386866.4,16934332,0,0,25137
370,2930030,sequential-exhaustive,caebd,500,10,0,1,257517,257507,0,1721549,1721539,0,4667709,4667699,0,7284934,7284924,0,7813851559766.959,2786333.8,13931669,0,0,25235
371,2937949,sequential-exhaustive,caebd,500,10,0,1,110670,110660,0,5622780,5622770,0,3614906,3614896,0,6696516,6696506,0,7610225405141.44,3208966.4,16044832,0,0,25052
372,2945868,sequential-exhaustive,caebd,500,10,0,1,1241,1231,0,3043617,3043607,0,9696684,9696674,0,3909020,3909010,0,12624282870737.84,3330104.4,16650522,0,0,25361
373,2953787,sequential-exhaustive,caebd,500,10,0,1,77970,77960,0,4278256,4278246,0,5034427,5034417,0,9342010,9342000,0,12149110447195.84,3746524.6,18732623,0,0,25099
374,2961706,sequential-exhaustive,caebd,500,10,0,1,2760,2750,0,9915448,9915438,0,5627581,5627571,0,6030765,6030755,0,14649257649194.16,4315302.8,21576514,0,0,25427
375,2969625,sequential-exhaustive,caebd,500,10,0,1,3854,3844,0,6395006,6394996,0,1287201,1287191,0,7649412,7649402,0,10806219836987.84,3067086.6,15335433,0,0,25263
376,2977544,sequential-exhaustive,caebd,500,10,0,1,208117,208107,0,2853256,2853246,0,8764300,8764290,0,7756517,7756507,0,13693676316122.8,3916430,19582150,0,0,25372
377,2985463,sequential-exhaustive,caebd,500,10,0,1,12683,12673,0,2451221,2451211,0,1972862,1972852,0,269949,269939,0,1108610027590,941335,4706675,0,0,25956
378,2993382,sequential-exhaustive,caebd,500,10,0,1,4103,4093,0,2869919,2869909,0,6345145,6345135,0,9146958,9146948,0,12940234931682.8,3673217,18366085,0,0,25104
379,3001301,sequential-exhaustive,caebd,500,10,0,1,469474,469464,0,8796109,8796099,0,858776,858766,0,4941606,4941596,0,11470436982788.8,3013185,15065925,0,0,25049
380,3009220,sequential-exhaustive,caebd,500,10,0,1,11637,11627,0,1320495,1320485,0,9359340,9359330,0,7428462,7428452,0,15771332254662.162,3623978.8,18119894,0,0,25112
381,3017139,sequential-exhaustive,caebd,500,10,0,1,52895,52885,0,3266990,3266980,0,9741255,9741245,0,8691049,8691039,0,17294154193906.16,4350429.8,21752149,0,0,25449
382,3025058,sequential-exhaustive,caebd,500,10,0,1,128332,128322,0,2571152,2571142,0,1908512,1908502,0,575660,575650,0,1045403111852.1599,1036723.2,5183616,0,0,25849
383,3032977,sequential-exhaustive,caebd,500,10,0,1,2164,2154,0,7491129,7491119,0,3840987,3840977,0,1799469,1799459,0,7921832619950.159,2626741.8,13133709,0,0,25359
384,3040896,sequential-exhaustive,caebd,500,10,0,1,75,65,0,2915045,2915035,0,8247088,8247078,0,2841763,2841753,0,9073053603198.16,2800786.2,14003931,0,0,25214
385,3048815,sequential-exhaustive,caebd,500,10,0,1,495903,495893,0,1369026,1369016,0,9801657,9801647,0,5952525,5952515,0,14307700166586.16,3523814.2,17619071,0,0,25524
386,3056734,sequential-exhaustive,caebd,500,10,0,1,10,0,1,1470981,1470971,0,9054184,9054174,0,1811675,1811665,0,11396915276424.4,2467362,12336810,0,0,25361
387,3064653,sequential-exhaustive,caebd,500,10,0,1,7363,7353,0,1567104,1567094,0,7736301,7736291,0,6669598,6669588,0,11143055276922.959,3196065.2,15980326,0,0,25567
388,3072572,sequential-exhaustive,caebd,500,10,0,1,58240,58230,0,2993466,2993456,0,2604595,2604585,0,7084745,7084735,0,6694971164175.76,2548201.2,12741006,0,0,25356
389,3080491,sequential-exhaustive,caebd,500,10,0,1,57528,57518,0,3159180,3159170,0,505241,505231,0,1668299,1668289,0,1442248300690.6401,1078041.6,5390208,0,0,25375
390,3088410,sequential-exhaustive,caebd,500,10,0,1,52150,52140,0,5898736,5898726,0,8972304,8972294,0,3187178,3187168,0,11972198086363.84,3622065.6,18110328,0,0,25350
391,3096329,sequential-exhaustive,caebd,500,10,0,1,423659,423649,0,1612686,1612676,0,6846254,6846244,0,98300,98290,0,6705950902447.361,1796171.8,8980859,0,0,25385
392,3104248,sequential-exhaustive,caebd,500,10,0,1,359250,359240,0,902189,902179,0,5824740,5824730,0,3845297,3845287,0,5151486681298.159,2186287.2,10931436,0,0,24925
393,3112167,sequential-exhaustive,caebd,500,10,0,1,4092,4082,0,3803698,3803688,0,6684409,6684399,0,3579769,3579759,0,6472018405182.64,2814385.6,14071928,0,0,25752
394,3120086,sequential-exhaustive,caebd,500,10,0,1,25032,25022,0,4778265,4778255,0,3689856,3689846,0,5531769,5531759,0,5541641012104.24,2804976.4,14024882,0,0,25061
395,3128005,sequential-exhaustive,caebd,500,10,0,1,20875,20865,0,3440299,3440289,0,1783004,1782994,0,6837902,6837892,0,6515344049425.2,2416408,12082040,0,0,25459
396,3135924,sequential-exhaustive,caebd,500,10,0,1,2759596,2759586,0,9469361,9469351,0,4297229,4297219,0,4632405,4632395,0,9534448347732.559,4231710.2,21158551,0,0,25387
397,3143843,sequential-exhaustive,caebd,500,10,0,1,47935,47925,0,8098379,8098369,0,8733481,8733471,0,1211438,1211428,0,15573739588032.24,3618238.6,18091193,0,0,25132
398,3151762,sequential-exhaustive,caebd,500,10,0,1,917,907,0,192537,192527,0,3298042,3298032,0,9935940,9935930,0,14715558967627.76,2685479.2,13427396,0,0,25516
399,3159681,sequential-exhaustive,caebd,500,10,0,1,2728,2718,0,5007267,5007257,0,5245135,5245125,0,2606337,2606327,0,5258729170572.239,2572285.4,12861427,0,0,25595
400,3167600,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,37084,37074,0,8125110,8125100,0,872137,872127,0,10091102216776.96,1806860.2,9034301,0,0,106774
401,3175519,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,99689,99679,0,9617848,9617838,0,3545708,3545698,0,13980428715448.8,2652643,13263215,0,0,105879
402,3183438,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,223732,223722,0,7321816,7321806,0,416261,416251,0,8230834912190.561,1592355.8,7961779,0,0,106556
403,3191357,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,223388,223378,0,3814723,3814713,0,596069,596059,0,2132430018046.8,926830,4634150,0,0,106464
404,3199276,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,6828622,6828612,0,1079602,1079592,0,1394961,1394951,0,6486322086920.8,1860631,9303155,0,0,106517
405,3207195,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,68929,68919,0,2239369,2239359,0,7943572,7943562,0,9419922226033.2,2050368,10251840,0,0,107437
406,3215114,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,119589,119579,0,8574694,8574684,0,1304476,1304466,0,11049244011832.96,1999745.8,9998729,0,0,106892
407,3223033,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,560020,560010,0,6219688,6219678,0,465355,465345,0,5743290191718.24,1449006.6,7245033,0,0,106788
408,3230952,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,14480,14470,0,9246637,9246627,0,3521691,3521681,0,13044534928866.64,2556555.6,12782778,0,0,105374
409,3238871,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,1522,1512,0,980507,980497,0,4203918,4203908,0,2651094419887.84,1037183.4,5185917,0,0,106215
410,3246790,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,13834,13824,0,7360554,7360544,0,8442698,8442688,0,15084185528565.76,3163411.2,15817056,0,0,106905
411,3254709,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,7866,7856,0,1283028,1283018,0,977745,977735,0,314569055261.76,453721.8,2268609,0,0,106884
412,3262628,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,56378,56368,0,6969420,6969410,0,2126756,2126746,0,7269032506784.959,1830504.8,9152524,0,0,105836
413,3270547,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,20915,20905,0,3482228,3482218,0,2987498,2987488,0,2525151507605.7603,1298122.2,6490611,0,0,105683
414,3278466,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,3224076,3224066,0,1261101,1261091,0,7622291,7622281,0,8153221748165.841,2421487.6,12107438,0,0,106805
415,3286385,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,922983,922973,0,90533,90523,0,7416420,7416410,0,8330109565318.159,1685981.2,8429906,0,0,106634
416,3294304,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,7332,7322,0,9801568,9801558,0,1068104,1068094,0,14709940990509.76,2175394.8,10876974,0,0,105422
417,3302223,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,21810,21800,0,765546,765536,0,9575101,9575091,0,14158581919902.238,2072485.4,10362427,0,0,106667
418,3310142,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,34666,34656,0,9728688,9728678,0,8480878,8480868,0,20000663475216.637,3648840.4,18244202,0,0,105649
419,3318061,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,2859,2849,0,6951767,6951757,0,3971821,3971811,0,8044979686398.639,2185283.4,10926417,0,0,106561
420,3325980,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,330664,330654,0,4921804,4921794,0,4476365,4476355,0,5088244153923.04,1945760.6,9728803,0,0,106507
421,3333899,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,126988,126978,0,702509,702499,0,1949986,1949976,0,553392572443.84,555890.6,2779453,0,0,106460
422,3341818,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,242963,242953,0,8336380,8336370,0,8193690,8193680,0,16084751390381.441,3354600.6,16773003,0,0,106332
423,3349737,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,303295,303285,0,4367383,4367373,0,7476671,7476661,0,9110983328744.56,2429463.8,12147319,0,0,106195
424,3357656,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,89583,89573,0,6503216,6503206,0,5849113,5849103,0,9110326392997.84,2488376.4,12441882,0,0,106901
425,3365575,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,16042,16032,0,1272485,1272475,0,5319866,5319856,0,4237245040686.2397,1321672.6,6608363,0,0,106991
426,3373494,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,241,231,0,732680,732670,0,3489445,3489435,0,1829467548421.3599,844467.2,4222336,0,0,107008
427,3381413,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,131707,131697,0,5833043,5833033,0,6386081,6386071,0,8863012765523.762,2470160.2,12350801,0,0,106226
428,3389332,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,81812,81802,0,58391,58381,0,8973278,8973268,0,12783728136461.76,1822690.2,9113451,0,0,107339
429,3397251,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,145672,145662,0,2726702,2726692,0,6720658,6720648,0,6843607749322.239,1918600.4,9593002,0,0,106174
430,3405170,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,16170,16160,0,1129784,1129774,0,2485454,2485444,0,963340215607.0398,726275.6,3631378,0,0,105644
431,3413089,sequential-exhaustive,caebd,2000,10,0,1,10,0,1,993471,993461,0,7551850,7551840,0,6895480,6895470,0,11576255370026.559,3088154.2,15440771,0,0,105696
