trial_id,seed,strategy,quantifier_order,budget,final_pos1,distance_pos1,optimal_pos1,final_pos2,distance_pos2,optimal_pos2,final_pos3,distance_pos3,optimal_pos3,final_pos4,distance_pos4,optimal_pos4,final_pos5,distance_pos5,optimal_pos5,variance,mean_distance,total_distance,attempts,rounds,elapsed_micros
600,4751400,round-robin,edcba,100,11,1,0,77,67,0,1203139,1203129,0,2749293,2749283,0,7711011,7711001,0,8251651004749.76,2332696.2,11663481,0,0,1215
601,4759319,round-robin,edcba,100,19,9,0,16,6,0,5004455,5004445,0,3888427,3888417,0,6761876,6761866,0,7374578529355.44,3130948.6,15654743,0,0,1475
602,4767238,round-robin,edcba,100,10,0,1,226,216,0,1603410,1603400,0,2757275,2757265,0,344944,344934,0,1172688477678.4,941163,4705815,0,0,1408
603,4775157,round-robin,edcba,100,10,0,1,18,8,0,2426945,2426935,0,3033877,3033867,0,2827937,2827927,0,1870180274854.64,1657747.4,8288737,0,0,1537
604,4783076,round-robin,edcba,100,11,1,0,78052,78042,0,2675265,2675255,0,391473,391463,0,6740364,6740354,0,6641119096366,1977023,9885115,0,0,1147
605,4790995,round-robin,edcba,100,13,3,0,19,9,0,717701,717691,0,1628285,1628275,0,7120153,7120143,0,7188261366063.359,1893224.2,9466121,0,0,1227
606,4798914,round-robin,edcba,100,11,1,0,37,27,0,11410,11400,0,7471978,7471968,0,8831548,8831538,0,16118216982865.36,3262986.8,16314934,0,0,1360
607,4806833,round-robin,edcba,100,10,0,1,113487,113477,0,1229013,1229003,0,61385,61375,0,3267596,3267586,0,1567947671652.5598,934288.2,4671441,0,0,1275
608,4814752,round-robin,edcba,100,16,6,0,436,426,0,7225256,7225246,0,2202952,2202942,0,4195622,4195612,0,7507270786794.239,2724846.4,13624232,0,0,1072
609,4822671,round-robin,edcba,100,12,2,0,17,7,0,8277,8267,0,2664733,2664723,0,7924243,7924233,0,9486804087199.04,2119446.4,10597232,0,0,1372
610,4830590,round-robin,edcba,100,10,0,1,25,15,0,2006931,2006921,0,3806225,3806215,0,833024,833014,0,2074923001888.4,1329233,6646165,0,0,1326
611,4838509,round-robin,edcba,100,13,3,0,201,191,0,520277,520267,0,2480310,2480300,0,1845296,1845286,0,1026162398866.64,969209.4,4846047,0,0,1261
612,4846428,round-robin,edcba,100,12,2,0,201,191,0,1692031,1692021,0,8129042,8129032,0,104922,104912,0,9849876071500.24,1985231.6,9926158,0,0,1196
613,4854347,round-robin,edcba,100,11,1,0,25,15,0,72122,72112,0,2465877,2465867,0,7702246,7702236,0,8887534683096.559,2048046.2,10240231,0,0,1368
614,4862266,round-robin,edcba,100,13,3,0,1406,1396,0,1622421,1622411,0,854186,854176,0,1755851,1755841,0,571951088963.4401,846765.4,4233827,0,0,1551
615,4870185,round-robin,edcba,100,15,5,0,12731,12721,0,244347,244337,0,1641795,1641785,0,6316907,6316897,0,5831762981452.8,1643149,8215745,0,0,1166
616,4878104,round-robin,edcba,100,10,0,1,363615,363605,0,1601170,1601160,0,7911085,7911075,0,6376084,6376074,0,10622081503609.36,3250382.8,16251914,0,0,1120
617,4886023,round-robin,edcba,100,15,5,0,2557,2547,0,2148128,2148118,0,8402948,8402938,0,2013774,2013764,0,9538252422284.238,2513474.4,12567372,0,0,1254
618,4893942,round-robin,edcba,100,14,4,0,32331,32321,0,14493,14483,0,163162,163152,0,5795487,5795477,0,5280474384957.039,1201087.4,6005437,0,0,1258
619,4901861,round-robin,edcba,100,10,0,1,2746,2736,0,3075343,3075333,0,2549248,2549238,0,9163733,9163723,0,11235040091155.6,2958206,14791030,0,0,1262
620,4909780,round-robin,edcba,100,10,0,1,13,3,0,1314150,1314140,0,437149,437139,0,1039998,1039988,0,288278368498.8,558254,2791270,0,0,1254
621,4917699,round-robin,edcba,100,10,0,1,36284,36274,0,1123819,1123809,0,2244629,2244619,0,6766752,6766742,0,6279943922450.96,2034288.8,10171444,0,0,1350
622,4925618,round-robin,edcba,100,20,10,0,34,24,0,1042016,1042006,0,1706207,1706197,0,6253581,6253571,0,5379505101157.841,1800361.6,9001808,0,0,1391
623,4933537,round-robin,edcba,100,15,5,0,10,0,1,8477,8467,0,142532,142522,0,43614,43604,0,2942368618.64,38919.6,194598,0,0,1319
624,4941456,round-robin,edcba,100,11,1,0,6736,6726,0,84792,84782,0,4457380,4457370,0,3006258,3006248,0,3499383756755.84,1511025.4,7555127,0,0,1291
625,4949375,round-robin,edcba,100,12,2,0,12,2,0,2690,2680,0,310929,310919,0,5211007,5210997,0,4229385301795.6,1104920,5524600,0,0,1700
626,4957294,round-robin,edcba,100,13,3,0,5774,5764,0,1791353,1791343,0,2277779,2277769,0,7061569,7061559,0,6691747965925.441,2227287.6,11136438,0,0,1394
627,4965213,round-robin,edcba,100,10,0,1,13,3,0,1087660,1087650,0,1510320,1510310,0,6213804,6213794,0,5309168481527.039,1762351.4,8811757,0,0,1228
628,4973132,round-robin,edcba,100,10,0,1,185129,185119,0,505711,505701,0,1948347,1948337,0,2746531,2746521,0,1165658342127.04,1077135.6,5385678,0,0,1408
629,4981051,round-robin,edcba,100,15,5,0,10,0,1,2706594,2706584,0,3468456,3468446,0,902894,902884,0,2030305329468.1602,1415583.8,7077919,0,0,1301
630,4988970,round-robin,edcba,100,12,2,0,42692,42682,0,6002257,6002247,0,187818,187808,0,6275399,6275389,0,8830783307089.041,2501625.6,12508128,0,0,1332
631,4996889,round-robin,edcba,100,11,1,0,265,255,0,203574,203564,0,2337627,2337617,0,6747229,6747219,0,6755005956500.96,1857731.2,9288656,0,0,1287
632,5004808,round-robin,edcba,100,10,0,1,13,3,0,808946,808936,0,1976004,1975994,0,8650788,8650778,0,10647958506064.16,2287142.2,11435711,0,0,1453
633,5012727,round-robin,edcba,100,12,2,0,33198,33188,0,1361996,1361986,0,256526,256516,0,7495122,7495112,0,8273161395092.159,1829360.8,9146804,0,0,1202
634,5020646,round-robin,edcba,100,10,0,1,188,178,0,1125171,1125161,0,1149914,1149904,0,3231500,3231490,0,1393194494052.64,1101346.6,5506733,0,0,1232
635,5028565,round-robin,edcba,100,15,5,0,6679,6669,0,2606119,2606109,0,4888,4878,0,5260763,5260753,0,4410702617256.16,1575682.8,7878414,0,0,1214
636,5036484,round-robin,edcba,100,16,6,0,322393,322383,0,16910,16900,0,4330538,4330528,0,8424317,8424307,0,11107084186456.56,2618824.8,13094124,0,0,1512
637,5044403,round-robin,edcba,100,10,0,1,57,47,0,386238,386228,0,12267,12257,0,4747627,4747617,0,3478523915378.16,1029229.8,5146149,0,0,1278
638,5052322,round-robin,edcba,100,11,1,0,110,100,0,1300786,1300776,0,2122317,2122307,0,1567782,1567772,0,734437179924.56,998191.2,4990956,0,0,1136
639,5060241,round-robin,edcba,100,11,1,0,721,711,0,753270,753260,0,1702943,1702933,0,8274,8264,0,450407717918.95996,493033.8,2465169,0,0,1232
640,5068160,round-robin,edcba,100,12,2,0,25,15,0,2799981,2799971,0,38754,38744,0,6329725,6329715,0,6218909320293.839,1833689.4,9168447,0,0,1317
641,5076079,round-robin,edcba,100,12,2,0,20,10,0,5681,5671,0,78280,78270,0,9402720,9402710,0,14083551744446.24,1897332.6,9486663,0,0,1353
642,5083998,round-robin,edcba,100,10,0,1,444627,444617,0,1657102,1657092,0,2347240,2347230,0,6796316,6796306,0,5870359013936.8,2249049,11245245,0,0,1270
643,5091917,round-robin,edcba,100,10,0,1,38,28,0,352647,352637,0,1088239,1088229,0,2660588,2660578,0,1004571198344.24,820294.4,4101472,0,0,1173
644,5099836,round-robin,edcba,100,15,5,0,670,660,0,107241,107231,0,2567251,2567241,0,4910645,4910635,0,3841554802219.0405,1517154.4,7585772,0,0,1363
645,5107755,round-robin,edcba,100,13,3,0,10,0,1,194612,194602,0,2356709,2356699,0,4860962,4860952,0,3646489331882.159,1482451.2,7412256,0,0,1322
646,5115674,round-robin,edcba,100,11,1,0,11,1,0,1283172,1283162,0,1431431,1431421,0,1314105,1314095,0,435252791606.4,805736,4028680,0,0,1439
647,5123593,round-robin,edcba,100,10,0,1,15,5,0,72517,72507,0,134146,134136,0,3454565,3454555,0,1855263699630.64,732240.6,3661203,0,0,1599
648,5131512,round-robin,edcba,100,10,0,1,856,846,0,96534,96524,0,116843,116833,0,2004028,2004018,0,610990962307.36,443644.2,2218221,0,0,1178
649,5139431,round-robin,edcba,100,10,0,1,206201,206191,0,4419178,4419168,0,127254,127244,0,9947266,9947256,0,15063696516360.16,2939971.8,14699859,0,0,1291
650,5147350,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,34,24,0,92.16,4.8,24,0,0,10113
651,5155269,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,20,10,0,16,2,10,0,0,12017
652,5163188,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,11,1,0,0.16,0.2,1,0,0,13602
653,5171107,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,20,10,0,16,2,10,0,0,11244
654,5179026,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,16,6,0,17,7,0,10.24,2.6,13,0,0,12334
655,5186945,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,20,10,0,35,25,0,93.36,7.2,36,0,0,10393
656,5194864,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,216483,216473,0,8398218,8398208,0,11146842484928.16,1722936.2,8614681,0,0,12604
657,5202783,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,13,3,0,10,0,1,1.44,0.6,3,0,0,8416
658,5210702,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,13,3,0,25,15,0,33.839999999999996,3.6,18,0,0,14986
659,5218621,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,172,162,0,2335311,2335301,0,872550660394.2399,467092.6,2335463,0,0,11794
660,5226540,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,1158,1148,0,210864.63999999998,229.6,1148,0,0,14643
661,5234459,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,11,1,0,22,12,0,22.240000000000002,2.6,13,0,0,12535
662,5242378,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,11,1,0,44,34,0,182.4,7,35,0,0,8905
663,5250297,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,12,2,0,6104493,6104483,0,5962352566490.959,1220897.2,6104486,0,0,13268
664,5258216,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,11,1,0,32816,32806,0,172194757.44,6561.4,32807,0,0,13089
665,5266135,round-robin,edcba,500,10,0,1,14,4,0,16,6,0,10,0,1,64,54,0,429.76000000000005,12.8,64,0,0,12298
666,5274054,round-robin,edcba,500,10,0,1,10,0,1,81915,81905,0,701555,701545,0,2381316,2381306,0,833271194755.76,632951.2,3164756,0,0,12638
667,5281973,round-robin,edcba,500,10,0,1,10,0,1,16,6,0,147620,147610,0,7735746,7735736,0,9486790484530.238,1576670.4,7883352,0,0,11214
668,5289892,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,110,100,0,1600,20,100,0,0,5936
669,5297811,round-robin,edcba,500,10,0,1,11,1,0,13,3,0,10,0,1,27,17,0,42.160000000000004,4.2,21,0,0,10462
670,5305730,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,10,0,1,20,10,0,15.36,2.2,11,0,0,9977
671,5313649,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,16,6,0,5.76,1.2,6,0,0,13261
672,5321568,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,17,7,0,7.840000000000001,1.4,7,0,0,12346
673,5329487,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,10,0,1,10,0,1,0.15999999999999998,0.2,1,0,0,12832
674,5337406,round-robin,edcba,500,10,0,1,11,1,0,11,1,0,11,1,0,308,298,0,14137.36,60.2,301,0,0,12040
675,5345325,round-robin,edcba,500,10,0,1,13,3,0,66,56,0,289274,289264,0,4435483,4435473,0,3058470990049.36,944959.2,4724796,0,0,10721
676,5353244,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,11,1,0,15,5,0,3.7600000000000002,1.2,6,0,0,12281
677,5361163,round-robin,edcba,500,10,0,1,12,2,0,18,8,0,4825,4815,0,3457716,3457706,0,1911585956307.3599,692506.2,3462531,0,0,12390
678,5369082,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,38,28,0,125.43999999999998,5.6,28,0,0,11370
679,5377001,round-robin,edcba,500,10,0,1,10,0,1,410,400,0,245174,245164,0,3880401,3880391,0,2342567785474.4,825191,4125955,0,0,13988
680,5384920,round-robin,edcba,500,11,1,0,10,0,1,10,0,1,21,11,0,21,11,0,27.439999999999998,4.6,23,0,0,12046
681,5392839,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,36,26,0,108.16,5.2,26,0,0,12602
682,5400758,round-robin,edcba,500,11,1,0,10,0,1,10,0,1,40,30,0,352033,352023,0,19826357929.360004,70410.8,352054,0,0,7424
683,5408677,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,50688,50678,0,3645550,3645540,0,2112024634418.56,739243.8,3696219,0,0,11786
684,5416596,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,41739,41729,0,278609510.55999994,8345.8,41729,0,0,13105
685,5424515,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,12,2,0,638,628,0,63001.6,126,630,0,0,13284
686,5432434,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,20,10,0,16,2,10,0,0,11304
687,5440353,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,981,971,0,2398895,2398885,0,920557684383.76,479971.2,2399856,0,0,11885
688,5448272,round-robin,edcba,500,10,0,1,10,0,1,12,2,0,10,0,1,3861478,3861468,0,2385749000569.6,772294,3861470,0,0,12607
689,5456191,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,109,99,0,1568.16,19.8,99,0,0,16395
690,5464110,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,11,1,0,287114,287104,0,13188570122.4,57421,287105,0,0,14314
691,5472029,round-robin,edcba,500,10,0,1,11,1,0,10,0,1,26,16,0,1336093,1336083,0,285617028229.2,267220,1336100,0,0,11893
692,5479948,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,13,3,0,1464931,1464921,0,343358497025.2,292985,1464925,0,0,13002
693,5487867,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,14,4,0,684,674,0,72416.96,135.8,679,0,0,13075
694,5495786,round-robin,edcba,500,13,3,0,11,1,0,10,0,1,20,10,0,166,156,0,3733.2,34,170,0,0,7250
695,5503705,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,30,20,0,64,4,20,0,0,13631
696,5511624,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,12,2,0,18,8,0,8.959999999999999,2.2,11,0,0,10460
697,5519543,round-robin,edcba,500,10,0,1,10,0,1,11,1,0,3035,3025,0,646390,646380,0,66694124891.759995,129881.2,649406,0,0,12732
698,5527462,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,11,1,0,0.16,0.2,1,0,0,14327
699,5535381,round-robin,edcba,500,10,0,1,10,0,1,10,0,1,10,0,1,39369,39359,0,247860940.95999998,7871.8,39359,0,0,12969
700,5543300,round-robin,edcba,2000,11,1,0,10,0,1,10,0,1,10,0,1,77,67,0,713.04,13.6,68,0,0,6849
701,5551219,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,29,19,0,57.760000000000005,3.8,19,0,0,17395
702,5559138,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,11,1,0,21,11,0,18.64,2.4,12,0,0,12565
703,5567057,round-robin,edcba,2000,10,0,1,11,1,0,10,0,1,17,7,0,67,57,0,490.8,13,65,0,0,19426
704,5574976,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,39,29,0,134.56,5.8,29,0,0,30385
705,5582895,round-robin,edcba,2000,11,1,0,10,0,1,13,3,0,11,1,0,1200,1190,0,226101.2,239,1195,0,0,9144
706,5590814,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,300,290,0,13456,58,290,0,0,12307
707,5598733,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,29,19,0,57.760000000000005,3.8,19,0,0,16864
708,5606652,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,19,9,0,12.16,2.2,11,0,0,15528
709,5614571,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,19,9,0,17,7,0,15.759999999999996,3.2,16,0,0,7626
710,5622490,round-robin,edcba,2000,11,1,0,10,0,1,11,1,0,10,0,1,14,4,0,2.16,1.2,6,0,0,11784
711,5630409,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,12,2,0,0.6399999999999999,0.4,2,0,0,10674
712,5638328,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,11,1,0,198,188,0,5640.159999999999,37.8,189,0,0,21491
713,5646247,round-robin,edcba,2000,10,0,1,10,0,1,11,1,0,10,0,1,35,25,0,98.16,5.2,26,0,0,12789
714,5654166,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,42,32,0,163.84,6.4,32,0,0,14207
715,5662085,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,10,0,1,0,0,0,0,0,17236
716,5670004,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,18,8,0,44,34,0,173.44,8.4,42,0,0,13045
717,5677923,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,17,7,0,115,105,0,1713.0399999999997,22.4,112,0,0,12299
718,5685842,round-robin,edcba,2000,10,0,1,11,1,0,10,0,1,10,0,1,24,14,0,30.4,3,15,0,0,13144
719,5693761,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,15,5,0,657,647,0,66722.64,130.4,652,0,0,14191
720,5701680,round-robin,edcba,2000,10,0,1,11,1,0,10,0,1,14,4,0,43,33,0,163.44,7.6,38,0,0,10377
721,5709599,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,35,25,0,96.64000000000001,5.4,27,0,0,16590
722,5717518,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,13,3,0,14,4,0,3.04,1.4,7,0,0,13466
723,5725437,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,11,1,0,14,4,0,2.4,1,5,0,0,14874
724,5733356,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,13,3,0,26,16,0,38.559999999999995,3.8,19,0,0,18996
725,5741275,round-robin,edcba,2000,10,0,1,10,0,1,13,3,0,10,0,1,15,5,0,4.24,1.6,8,0,0,13547
726,5749194,round-robin,edcba,2000,10,0,1,11,1,0,10,0,1,15,5,0,152,142,0,3161.8400000000006,29.6,148,0,0,10304
727,5757113,round-robin,edcba,2000,10,0,1,10,0,1,12,2,0,10,0,1,59,49,0,376.9599999999999,10.2,51,0,0,15961
728,5765032,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,11,1,0,0.64,0.6,3,0,0,12762
729,5772951,round-robin,edcba,2000,10,0,1,10,0,1,11,1,0,11,1,0,12,2,0,0.56,0.8,4,0,0,11180
730,5780870,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,13,3,0,17,7,0,7.6,2,10,0,0,23600
731,5788789,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,11,1,0,244,234,0,8742.4,47,235,0,0,14761
732,5796708,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,10,0,1,12,2,0,0.6399999999999999,0.4,2,0,0,16059
733,5804627,round-robin,edcba,2000,10,0,1,10,0,1,11,1,0,12,2,0,25,15,0,33.04,3.6,18,0,0,14773
734,5812546,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,33,23,0,81.6,5,25,0,0,18252
735,5820465,round-robin,edcba,2000,10,0,1,12,2,0,11,1,0,22,12,0,153,143,0,3121.04,31.6,158,0,0,9670
736,5828384,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,24,14,0,43,33,0,168.64000000000001,9.4,47,0,0,7148
737,5836303,round-robin,edcba,2000,10,0,1,10,0,1,13,3,0,10,0,1,21,11,0,18.160000000000004,2.8,14,0,0,16207
738,5844222,round-robin,edcba,2000,10,0,1,11,1,0,13,3,0,11,1,0,19,9,0,10.559999999999999,2.8,14,0,0,11100
739,5852141,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,377,367,0,21492.159999999996,73.8,369,0,0,22032
740,5860060,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,11,1,0,16,6,0,5.4399999999999995,1.4,7,0,0,14136
741,5867979,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,11,1,0,15,5,0,3.7600000000000002,1.2,6,0,0,18671
742,5875898,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,17,7,0,12,2,0,7.359999999999999,1.8,9,0,0,7999
743,5883817,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,5220,5210,0,4342223.040000001,1042.4,5212,0,0,15548
744,5891736,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,14,4,0,13,3,0,3.04,1.4,7,0,0,12505
745,5899655,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,14,4,0,2.56,1.2,6,0,0,17515
746,5907574,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,15,5,0,1217,1207,0,232617.03999999998,242.4,1212,0,0,12789
747,5915493,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,12,2,0,24,14,0,29.76,3.2,16,0,0,11788
748,5923412,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,14,4,0,33,23,0,79.84,5.4,27,0,0,14363
749,5931331,round-robin,edcba,2000,10,0,1,10,0,1,10,0,1,11,1,0,25,15,0,34.959999999999994,3.2,16,0,0,29080
750,5939250,round-robin,caebd,100,14,4,0,2787489,2787479,0,4481866,4481856,0,84055,84045,0,9270106,9270096,0,11706159665870.8,3324696,16623480,0,0,1396
751,5947169,round-robin,caebd,100,18,8,0,856,846,0,1290243,1290233,0,2466017,2466007,0,4549207,4549197,0,2928438348718.1597,1661258.2,8306291,0,0,1354
752,5955088,round-robin,caebd,100,10,0,1,11,1,0,3493444,3493434,0,4557468,4557458,0,7193834,7193824,0,7649065799015.841,3048943.4,15244717,0,0,1356
753,5963007,round-robin,caebd,100,16,6,0,4832,4822,0,84863,84853,0,549382,549372,0,314904,314894,0,45237626637.439995,190789.4,953947,0,0,1207
754,5970926,round-robin,caebd,100,11,1,0,15,5,0,2033519,2033509,0,1258633,1258623,0,793326,793316,0,602090821573.76,817090.8,4085454,0,0,1203
755,5978845,round-robin,caebd,100,10,0,1,7477,7467,0,1608823,1608813,0,2061794,2061784,0,2115467,2115457,0,920293898214.96,1158704.2,5793521,0,0,1252
756,5986764,round-robin,caebd,100,11,1,0,2552739,2552729,0,459226,459216,0,2433982,2433972,0,7654142,7654132,0,7382999810361.2,2620010,13100050,0,0,1303
757,5994683,round-robin,caebd,100,12,2,0,4864,4854,0,112645,112635,0,4530527,4530517,0,923688,923678,0,3036547712599.76,1114337.2,5571686,0,0,1265
758,6002602,round-robin,caebd,100,10,0,1,58,48,0,1827523,1827513,0,658229,658219,0,5147729,5147719,0,3723601105158.96,1526699.8,7633499,0,0,1215
759,6010521,round-robin,caebd,100,12,2,0,892424,892414,0,1662647,1662637,0,2528722,2528712,0,2535910,2535900,0,954815757533.6,1523933,7619665,0,0,1193
760,6018440,round-robin,caebd,100,12,2,0,22,12,0,1566,1556,0,2461058,2461048,0,3867154,3867144,0,2599677000199.04,1265952.4,6329762,0,0,1646
761,6026359,round-robin,caebd,100,10,0,1,12,2,0,21413,21403,0,169336,169326,0,4800412,4800402,0,3618141403911.04,998226.6,4991133,0,0,1409
762,6034278,round-robin,caebd,100,10,0,1,119,109,0,4535572,4535562,0,537507,537497,0,8544373,8544363,0,11355786932262.16,2723506.2,13617531,0,0,1281
763,6042197,round-robin,caebd,100,14,4,0,22,12,0,471984,471974,0,68230,68220,0,9546619,9546609,0,14203274663272.959,2017363.8,10086819,0,0,1252
764,6050116,round-robin,caebd,100,10,0,1,831,821,0,4196808,4196798,0,3995691,3995681,0,5746440,5746430,0,5547364806185.2,2787946,13939730,0,0,1313
765,6058035,round-robin,caebd,100,10,0,1,11,1,0,2024832,2024822,0,894044,894034,0,1211146,1211136,0,590936579865.4401,825998.6,4129993,0,0,1259
766,6065954,round-robin,caebd,100,10,0,1,6710,6700,0,5358429,5358419,0,717103,717093,0,5806576,5806566,0,6934904337181.841,2377755.6,11888778,0,0,1197
767,6073873,round-robin,caebd,100,16,6,0,41,31,0,610278,610268,0,2908232,2908222,0,2173707,2173697,0,1414971613735.7603,1138444.8,5692224,0,0,1302
768,6081792,round-robin,caebd,100,19,9,0,10,0,1,971087,971077,0,768697,768687,0,8444762,8444752,0,10420559338071.6,2036905,10184525,0,0,1373
769,6089711,round-robin,caebd,100,10,0,1,17,7,0,970942,970932,0,736779,736769,0,3807776,3807766,0,1980105745970.9602,1103094.8,5515474,0,0,1358
770,6097630,round-robin,caebd,100,11,1,0,18,8,0,134672,134662,0,748148,748138,0,9501473,9501463,0,13857804493545.037,2076854.4,10384272,0,0,1274
771,6105549,round-robin,caebd,100,29,19,0,2080,2070,0,919278,919268,0,932252,932242,0,5756988,5756978,0,4654550465109.439,1522115.4,7610577,0,0,1106
772,6113468,round-robin,caebd,100,13,3,0,382,372,0,2865795,2865785,0,1478788,1478778,0,2643256,2643246,0,1523862894169.36,1397636.8,6988184,0,0,1241
773,6121387,round-robin,caebd,100,10,0,1,279,269,0,1655182,1655172,0,2218229,2218219,0,4344983,4344973,0,2605938929379.44,1643726.6,8218633,0,0,1144
774,6129306,round-robin,caebd,100,10,0,1,66350,66340,0,571215,571205,0,293320,293310,0,915588,915578,0,114625402622.23999,369286.6,1846433,0,0,1194
775,6137225,round-robin,caebd,100,11,1,0,111,101,0,195386,195376,0,590139,590129,0,5286271,5286261,0,4191492637291.04,1214373.6,6071868,0,0,1308
776,6145144,round-robin,caebd,100,19,9,0,1141,1131,0,94258,94248,0,974411,974401,0,9499088,9499078,0,13770126838178.639,2113773.4,10568867,0,0,1116
777,6153063,round-robin,caebd,100,12,2,0,13,3,0,4611,4601,0,101610,101600,0,4251145,4251135,0,2857041679876.5596,871468.2,4357341,0,0,1315
778,6160982,round-robin,caebd,100,10,0,1,15,5,0,3777363,3777353,0,1639394,1639384,0,3977092,3977082,0,3024874190443.7603,1878764.8,9393824,0,0,1296
779,6168901,round-robin,caebd,100,10,0,1,5896424,5896414,0,250571,250561,0,2350379,2350369,0,9130830,9130820,0,12315230796099.76,3525632.8,17628164,0,0,1250
780,6176820,round-robin,caebd,100,13,3,0,64,54,0,231109,231099,0,2810470,2810460,0,5570422,5570412,0,4829635351502.64,1722405.6,8612028,0,0,1182
781,6184739,round-robin,caebd,100,11,1,0,173,163,0,1548042,1548032,0,425144,425134,0,2594491,2594481,0,1027098842113.36,913562.2,4567811,0,0,1098
782,6192658,round-robin,caebd,100,13,3,0,10515,10505,0,137851,137841,0,2882833,2882823,0,6170979,6170969,0,5894951509565.76,1840428.2,9202141,0,0,1680
783,6200577,round-robin,caebd,100,12,2,0,21,11,0,509,499,0,6699952,6699942,0,5798612,5798602,0,9453545605733.36,2499811.2,12499056,0,0,1241
784,6208496,round-robin,caebd,100,10,0,1,11,1,0,1524,1514,0,1429977,1429967,0,430381,430371,0,307345558441.0399,372370.6,1861853,0,0,1253
785,6216415,round-robin,caebd,100,14,4,0,39,29,0,545983,545973,0,5647125,5647115,0,6692963,6692953,0,8754686714864.959,2577214.8,12886074,0,0,1153
