trial_id,seed,scenario,parent_base_max,parent_true_size,parent_pass_rate,parent_est_size,parent_ci_lower,parent_ci_upper,parent_true_in_ci,parent_ci_width,shrink_value,shrunk_true_size,shrunk_pass_rate,warmup0_est_size,warmup0_ci_lower,warmup0_ci_upper,warmup0_true_in_ci,warmup0_ci_width,warmup10_est_size,warmup10_ci_lower,warmup10_ci_upper,warmup10_true_in_ci,warmup10_ci_width,warmup50_est_size,warmup50_ci_lower,warmup50_ci_upper,warmup50_true_in_ci,warmup50_ci_width,warmup100_est_size,warmup100_ci_lower,warmup100_ci_upper,warmup100_true_in_ci,warmup100_ci_width
628,1013632,higher_pass_rate_threshold,999,500,0.5000,550,491.00,606.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
629,1021551,higher_pass_rate_threshold,999,500,0.5000,514,458.00,570.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
630,1029470,higher_pass_rate_threshold,999,500,0.5000,534,476.00,590.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
631,1037389,higher_pass_rate_threshold,999,500,0.5000,491,436.00,546.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
632,1045308,higher_pass_rate_threshold,999,500,0.5000,524,467.00,580.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
633,1053227,higher_pass_rate_threshold,999,500,0.5000,529,471.00,585.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
634,1061146,higher_pass_rate_threshold,999,500,0.5000,489,434.00,544.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
635,1069065,higher_pass_rate_threshold,999,500,0.5000,539,481.00,595.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
636,1076984,higher_pass_rate_threshold,999,500,0.5000,514,458.00,570.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
637,1084903,higher_pass_rate_threshold,999,500,0.5000,507,451.00,562.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
638,1092822,higher_pass_rate_threshold,999,500,0.5000,500,445.00,555.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
639,1100741,higher_pass_rate_threshold,999,500,0.5000,524,467.00,580.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
640,1108660,higher_pass_rate_threshold,999,500,0.5000,459,406.00,512.00,true,106.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
641,1116579,higher_pass_rate_threshold,999,500,0.5000,561,502.00,618.00,false,116.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
642,1124498,higher_pass_rate_threshold,999,500,0.5000,472,419.00,526.00,true,107.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
643,1132417,higher_pass_rate_threshold,999,500,0.5000,529,471.00,585.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
644,1140336,higher_pass_rate_threshold,999,500,0.5000,552,494.00,609.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
645,1148255,higher_pass_rate_threshold,999,500,0.5000,487,432.00,542.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
646,1156174,higher_pass_rate_threshold,999,500,0.5000,529,471.00,585.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
647,1164093,higher_pass_rate_threshold,999,500,0.5000,531,474.00,588.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
648,1172012,higher_pass_rate_threshold,999,500,0.5000,561,502.00,618.00,false,116.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
649,1179931,higher_pass_rate_threshold,999,500,0.5000,489,434.00,544.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
650,1187850,higher_pass_rate_threshold,999,500,0.5000,569,510.00,627.00,false,117.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
651,1195769,higher_pass_rate_threshold,999,500,0.5000,505,449.00,560.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
652,1203688,higher_pass_rate_threshold,999,500,0.5000,464,412.00,518.00,true,106.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
653,1211607,higher_pass_rate_threshold,999,500,0.5000,493,438.00,548.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
654,1219526,higher_pass_rate_threshold,999,500,0.5000,485,430.00,539.00,true,109.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
655,1227445,higher_pass_rate_threshold,999,500,0.5000,531,474.00,588.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
656,1235364,higher_pass_rate_threshold,999,500,0.5000,498,443.00,553.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
657,1243283,higher_pass_rate_threshold,999,500,0.5000,470,417.00,524.00,true,107.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
658,1251202,higher_pass_rate_threshold,999,500,0.5000,470,417.00,524.00,true,107.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
659,1259121,higher_pass_rate_threshold,999,500,0.5000,558,499.00,615.00,true,116.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
660,1267040,higher_pass_rate_threshold,999,500,0.5000,529,471.00,585.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
661,1274959,higher_pass_rate_threshold,999,500,0.5000,502,447.00,558.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
662,1282878,higher_pass_rate_threshold,999,500,0.5000,507,451.00,562.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
663,1290797,higher_pass_rate_threshold,999,500,0.5000,526,469.00,582.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
664,1298716,higher_pass_rate_threshold,999,500,0.5000,512,455.00,567.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
665,1306635,higher_pass_rate_threshold,999,500,0.5000,491,436.00,546.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
666,1314554,higher_pass_rate_threshold,999,500,0.5000,581,521.00,639.00,false,118.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
667,1322473,higher_pass_rate_threshold,999,500,0.5000,493,438.00,548.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
668,1330392,higher_pass_rate_threshold,999,500,0.5000,529,471.00,585.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
669,1338311,higher_pass_rate_threshold,999,500,0.5000,534,476.00,590.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
670,1346230,higher_pass_rate_threshold,999,500,0.5000,603,542.00,661.00,false,119.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
671,1354149,higher_pass_rate_threshold,999,500,0.5000,575,515.00,633.00,false,118.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
672,1362068,higher_pass_rate_threshold,999,500,0.5000,509,453.00,565.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
673,1369987,higher_pass_rate_threshold,999,500,0.5000,521,464.00,577.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
674,1377906,higher_pass_rate_threshold,999,500,0.5000,502,447.00,558.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
675,1385825,higher_pass_rate_threshold,999,500,0.5000,514,458.00,570.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
676,1393744,higher_pass_rate_threshold,999,500,0.5000,514,458.00,570.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
677,1401663,higher_pass_rate_threshold,999,500,0.5000,516,460.00,572.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
678,1409582,higher_pass_rate_threshold,999,500,0.5000,550,491.00,606.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
679,1417501,higher_pass_rate_threshold,999,500,0.5000,526,469.00,582.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
680,1425420,higher_pass_rate_threshold,999,500,0.5000,500,445.00,555.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
681,1433339,higher_pass_rate_threshold,999,500,0.5000,502,447.00,558.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
682,1441258,higher_pass_rate_threshold,999,500,0.5000,472,419.00,526.00,true,107.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
683,1449177,higher_pass_rate_threshold,999,500,0.5000,587,527.00,645.00,false,118.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
684,1457096,higher_pass_rate_threshold,999,500,0.5000,550,491.00,606.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
685,1465015,higher_pass_rate_threshold,999,500,0.5000,547,489.00,604.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
686,1472934,higher_pass_rate_threshold,999,500,0.5000,509,453.00,565.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
687,1480853,higher_pass_rate_threshold,999,500,0.5000,578,518.00,636.00,false,118.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
688,1488772,higher_pass_rate_threshold,999,500,0.5000,561,502.00,618.00,false,116.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
689,1496691,higher_pass_rate_threshold,999,500,0.5000,509,453.00,565.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
690,1504610,higher_pass_rate_threshold,999,500,0.5000,464,412.00,518.00,true,106.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
691,1512529,higher_pass_rate_threshold,999,500,0.5000,500,445.00,555.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
692,1520448,higher_pass_rate_threshold,999,500,0.5000,507,451.00,562.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
693,1528367,higher_pass_rate_threshold,999,500,0.5000,502,447.00,558.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
694,1536286,higher_pass_rate_threshold,999,500,0.5000,516,460.00,572.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
695,1544205,higher_pass_rate_threshold,999,500,0.5000,512,455.00,567.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
696,1552124,higher_pass_rate_threshold,999,500,0.5000,489,434.00,544.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
697,1560043,higher_pass_rate_threshold,999,500,0.5000,500,445.00,555.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
698,1567962,higher_pass_rate_threshold,999,500,0.5000,442,391.00,495.00,false,104.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
699,1575881,higher_pass_rate_threshold,999,500,0.5000,491,436.00,546.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
700,1583800,higher_pass_rate_threshold,999,500,0.5000,512,455.00,567.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
701,1591719,higher_pass_rate_threshold,999,500,0.5000,493,438.00,548.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
702,1599638,higher_pass_rate_threshold,999,500,0.5000,526,469.00,582.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
703,1607557,higher_pass_rate_threshold,999,500,0.5000,572,513.00,630.00,false,117.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
704,1615476,higher_pass_rate_threshold,999,500,0.5000,478,425.00,533.00,true,108.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
705,1623395,higher_pass_rate_threshold,999,500,0.5000,541,483.00,598.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
706,1631314,higher_pass_rate_threshold,999,500,0.5000,521,464.00,577.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
707,1639233,higher_pass_rate_threshold,999,500,0.5000,442,391.00,495.00,false,104.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
708,1647152,higher_pass_rate_threshold,999,500,0.5000,509,453.00,565.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
709,1655071,higher_pass_rate_threshold,999,500,0.5000,578,518.00,636.00,false,118.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
710,1662990,higher_pass_rate_threshold,999,500,0.5000,505,449.00,560.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
711,1670909,higher_pass_rate_threshold,999,500,0.5000,531,474.00,588.00,true,114.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
712,1678828,higher_pass_rate_threshold,999,500,0.5000,524,467.00,580.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
713,1686747,higher_pass_rate_threshold,999,500,0.5000,521,464.00,577.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
714,1694666,higher_pass_rate_threshold,999,500,0.5000,485,430.00,539.00,true,109.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
715,1702585,higher_pass_rate_threshold,999,500,0.5000,505,449.00,560.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
716,1710504,higher_pass_rate_threshold,999,500,0.5000,555,496.00,612.00,true,116.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
717,1718423,higher_pass_rate_threshold,999,500,0.5000,487,432.00,542.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
718,1726342,higher_pass_rate_threshold,999,500,0.5000,481,427.00,535.00,true,108.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
719,1734261,higher_pass_rate_threshold,999,500,0.5000,516,460.00,572.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
720,1742180,higher_pass_rate_threshold,999,500,0.5000,544,486.00,601.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
721,1750099,higher_pass_rate_threshold,999,500,0.5000,476,423.00,531.00,true,108.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
722,1758018,higher_pass_rate_threshold,999,500,0.5000,519,462.00,575.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
723,1765937,higher_pass_rate_threshold,999,500,0.5000,474,421.00,529.00,true,108.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
724,1773856,higher_pass_rate_threshold,999,500,0.5000,524,467.00,580.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
725,1781775,higher_pass_rate_threshold,999,500,0.5000,464,412.00,518.00,true,106.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
726,1789694,higher_pass_rate_threshold,999,500,0.5000,512,455.00,567.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
727,1797613,higher_pass_rate_threshold,999,500,0.5000,489,434.00,544.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
728,1805532,higher_pass_rate_threshold,999,500,0.5000,457,405.00,510.00,true,105.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
729,1813451,higher_pass_rate_threshold,999,500,0.5000,505,449.00,560.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
730,1821370,higher_pass_rate_threshold,999,500,0.5000,500,445.00,555.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
731,1829289,higher_pass_rate_threshold,999,500,0.5000,507,451.00,562.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
732,1837208,higher_pass_rate_threshold,999,500,0.5000,500,445.00,555.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
733,1845127,higher_pass_rate_threshold,999,500,0.5000,507,451.00,562.00,true,111.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
734,1853046,higher_pass_rate_threshold,999,500,0.5000,521,464.00,577.00,true,113.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
735,1860965,higher_pass_rate_threshold,999,500,0.5000,455,403.00,508.00,true,105.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
736,1868884,higher_pass_rate_threshold,999,500,0.5000,552,494.00,609.00,true,115.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
737,1876803,higher_pass_rate_threshold,999,500,0.5000,500,445.00,555.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
738,1884722,higher_pass_rate_threshold,999,500,0.5000,512,455.00,567.00,true,112.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
739,1892641,higher_pass_rate_threshold,999,500,0.5000,498,443.00,553.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
740,1900560,higher_pass_rate_threshold,999,500,0.5000,581,521.00,639.00,false,118.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
741,1908479,higher_pass_rate_threshold,999,500,0.5000,489,434.00,544.00,true,110.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
742,1916398,higher_pass_rate_threshold,999,500,0.5000,584,524.00,642.00,false,118.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
743,1924317,higher_pass_rate_threshold,999,500,0.5000,555,496.00,612.00,true,116.00,200,200,1.0000,200,155.00,200.00,true,45.00,200,174.00,200.00,true,26.00,200,190.00,200.00,true,10.00,200,194.00,200.00,true,6.00
