trial_id,seed,scenario,parent_base_max,parent_true_size,parent_pass_rate,parent_est_size,parent_ci_lower,parent_ci_upper,parent_true_in_ci,parent_ci_width,shrink_value,shrunk_true_size,shrunk_pass_rate,warmup0_est_size,warmup0_ci_lower,warmup0_ci_upper,warmup0_true_in_ci,warmup0_ci_width,warmup10_est_size,warmup10_ci_lower,warmup10_ci_upper,warmup10_true_in_ci,warmup10_ci_width,warmup50_est_size,warmup50_ci_lower,warmup50_ci_upper,warmup50_true_in_ci,warmup50_ci_width,warmup100_est_size,warmup100_ci_lower,warmup100_ci_upper,warmup100_true_in_ci,warmup100_ci_width
1182,1441258,sparse_mod10,999,100,0.1000,115,99.00,134.00,true,35.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1183,1449177,sparse_mod10,999,100,0.1000,106,91.00,123.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,5,3.00,6.00,true,3.00,5,3.00,6.00,true,3.00
1184,1457096,sparse_mod10,999,100,0.1000,99,85.00,116.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,10.00,true,5.00,5,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1185,1465015,sparse_mod10,999,100,0.1000,92,79.00,107.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,6,4.00,8.00,true,4.00,6,4.00,7.00,true,3.00
1186,1472934,sparse_mod10,999,100,0.1000,109,93.00,126.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,6,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1187,1480853,sparse_mod10,999,100,0.1000,88,76.00,103.00,true,27.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1188,1488772,sparse_mod10,999,100,0.1000,96,82.00,111.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1189,1496691,sparse_mod10,999,100,0.1000,114,98.00,132.00,true,34.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1190,1504610,sparse_mod10,999,100,0.1000,78,66.00,91.00,false,25.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,6,4.00,7.00,true,3.00,6,5.00,8.00,true,3.00
1191,1512529,sparse_mod10,999,100,0.1000,108,93.00,126.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1192,1520448,sparse_mod10,999,100,0.1000,94,81.00,110.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,7,5.00,9.00,true,4.00,6,4.00,7.00,true,3.00
1193,1528367,sparse_mod10,999,100,0.1000,102,87.00,119.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,6,4.00,8.00,true,4.00,6,5.00,7.00,true,2.00
1194,1536286,sparse_mod10,999,100,0.1000,93,80.00,108.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1195,1544205,sparse_mod10,999,100,0.1000,99,85.00,116.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,6,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1196,1552124,sparse_mod10,999,100,0.1000,110,95.00,128.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,7,5.00,8.00,true,3.00,5,4.00,7.00,true,3.00
1197,1560043,sparse_mod10,999,100,0.1000,99,85.00,116.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,11,7.00,15.00,false,8.00,7,6.00,9.00,false,3.00,6,5.00,8.00,true,3.00
1198,1567962,sparse_mod10,999,100,0.1000,98,84.00,114.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,6,4.00,8.00,true,4.00,5,4.00,6.00,true,2.00
1199,1575881,sparse_mod10,999,100,0.1000,106,91.00,123.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1200,1583800,sparse_mod10,999,100,0.1000,83,71.00,97.00,false,26.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1201,1591719,sparse_mod10,999,100,0.1000,100,86.00,117.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,6.00,12.00,false,6.00,6,5.00,8.00,true,3.00,6,4.00,7.00,true,3.00
1202,1599638,sparse_mod10,999,100,0.1000,100,86.00,116.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,6.00,12.00,false,6.00,7,6.00,9.00,false,3.00,6,5.00,7.00,true,2.00
1203,1607557,sparse_mod10,999,100,0.1000,105,90.00,122.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,6,4.00,8.00,true,4.00,6,4.00,7.00,true,3.00
1204,1615476,sparse_mod10,999,100,0.1000,103,89.00,120.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,5,4.00,7.00,true,3.00,6,5.00,7.00,true,2.00
1205,1623395,sparse_mod10,999,100,0.1000,96,83.00,112.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,15.00,false,8.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1206,1631314,sparse_mod10,999,100,0.1000,97,83.00,113.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,5,4.00,7.00,true,3.00,5,4.00,6.00,true,2.00
1207,1639233,sparse_mod10,999,100,0.1000,122,105.00,142.00,false,37.00,50,5,0.1000,13,8.00,19.00,false,11.00,12,8.00,17.00,false,9.00,6,4.00,8.00,true,4.00,5,4.00,6.00,true,2.00
1208,1647152,sparse_mod10,999,100,0.1000,100,86.00,116.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,11,8.00,16.00,false,8.00,6,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1209,1655071,sparse_mod10,999,100,0.1000,90,77.00,105.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1210,1662990,sparse_mod10,999,100,0.1000,92,79.00,108.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,6,5.00,8.00,true,3.00,6,4.00,7.00,true,3.00
1211,1670909,sparse_mod10,999,100,0.1000,104,89.00,121.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,6,5.00,7.00,true,2.00
1212,1678828,sparse_mod10,999,100,0.1000,123,105.00,142.00,false,37.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,10.00,true,5.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1213,1686747,sparse_mod10,999,100,0.1000,93,79.00,108.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1214,1694666,sparse_mod10,999,100,0.1000,100,86.00,116.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,7,5.00,9.00,true,4.00,6,5.00,7.00,true,2.00
1215,1702585,sparse_mod10,999,100,0.1000,110,94.00,127.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,15.00,false,8.00,9,7.00,12.00,false,5.00,8,6.00,10.00,false,4.00
1216,1710504,sparse_mod10,999,100,0.1000,96,83.00,112.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,5,3.00,6.00,true,3.00,5,4.00,7.00,true,3.00
1217,1718423,sparse_mod10,999,100,0.1000,106,91.00,123.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,10.00,true,5.00,6,4.00,8.00,true,4.00,5,4.00,7.00,true,3.00
1218,1726342,sparse_mod10,999,100,0.1000,93,79.00,108.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,6,4.00,8.00,true,4.00,6,5.00,7.00,true,2.00
1219,1734261,sparse_mod10,999,100,0.1000,106,91.00,123.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,5.00,8.00,true,3.00,6,4.00,7.00,true,3.00
1220,1742180,sparse_mod10,999,100,0.1000,109,94.00,127.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1221,1750099,sparse_mod10,999,100,0.1000,91,78.00,106.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1222,1758018,sparse_mod10,999,100,0.1000,121,104.00,141.00,false,37.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1223,1765937,sparse_mod10,999,100,0.1000,95,81.00,110.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,10.00,true,6.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1224,1773856,sparse_mod10,999,100,0.1000,103,89.00,120.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,10.00,true,5.00,6,4.00,7.00,true,3.00,6,5.00,7.00,true,2.00
1225,1781775,sparse_mod10,999,100,0.1000,108,93.00,126.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,5,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1226,1789694,sparse_mod10,999,100,0.1000,101,87.00,118.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,8.00,true,4.00,5,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1227,1797613,sparse_mod10,999,100,0.1000,108,93.00,125.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,6,5.00,8.00,true,3.00,5,4.00,6.00,true,2.00
1228,1805532,sparse_mod10,999,100,0.1000,99,85.00,115.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1229,1813451,sparse_mod10,999,100,0.1000,102,87.00,118.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,7,5.00,8.00,true,3.00
1230,1821370,sparse_mod10,999,100,0.1000,105,90.00,122.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,8.00,true,4.00,6,4.00,7.00,true,3.00,6,5.00,8.00,true,3.00
1231,1829289,sparse_mod10,999,100,0.1000,92,78.00,107.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,6.00,12.00,false,6.00,5,4.00,7.00,true,3.00,5,4.00,6.00,true,2.00
1232,1837208,sparse_mod10,999,100,0.1000,95,82.00,111.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1233,1845127,sparse_mod10,999,100,0.1000,106,91.00,123.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,7,5.00,9.00,true,4.00,7,5.00,8.00,true,3.00
1234,1853046,sparse_mod10,999,100,0.1000,119,103.00,139.00,false,36.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,8,6.00,10.00,false,4.00,7,5.00,8.00,true,3.00
1235,1860965,sparse_mod10,999,100,0.1000,89,76.00,103.00,true,27.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,6,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1236,1868884,sparse_mod10,999,100,0.1000,83,71.00,97.00,false,26.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,7,5.00,9.00,true,4.00,7,6.00,9.00,false,3.00
1237,1876803,sparse_mod10,999,100,0.1000,97,83.00,112.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,7,6.00,9.00,false,3.00,7,5.00,8.00,true,3.00
1238,1884722,sparse_mod10,999,100,0.1000,98,84.00,114.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,6,4.00,8.00,true,4.00,6,5.00,7.00,true,2.00
1239,1892641,sparse_mod10,999,100,0.1000,106,91.00,124.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,5,3.00,6.00,true,3.00,6,5.00,7.00,true,2.00
1240,1900560,sparse_mod10,999,100,0.1000,112,96.00,130.00,true,34.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,6,4.00,7.00,true,3.00,6,5.00,7.00,true,2.00
1241,1908479,sparse_mod10,999,100,0.1000,104,89.00,121.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,6,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1242,1916398,sparse_mod10,999,100,0.1000,109,93.00,127.00,true,34.00,50,5,0.1000,13,8.00,19.00,false,11.00,14,9.00,19.00,false,10.00,8,6.00,10.00,false,4.00,7,6.00,9.00,false,3.00
1243,1924317,sparse_mod10,999,100,0.1000,98,84.00,114.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,6,5.00,7.00,true,2.00
1244,1932236,sparse_mod10,999,100,0.1000,94,81.00,110.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,4.00,8.00,true,4.00,5,4.00,6.00,true,2.00
1245,1940155,sparse_mod10,999,100,0.1000,105,90.00,122.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,7,5.00,9.00,true,4.00,7,5.00,8.00,true,3.00
1246,1948074,sparse_mod10,999,100,0.1000,84,72.00,98.00,false,26.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,7,5.00,9.00,true,4.00,5,4.00,7.00,true,3.00
1247,1955993,sparse_mod10,999,100,0.1000,110,94.00,128.00,true,34.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,7,5.00,9.00,true,4.00,6,5.00,7.00,true,2.00
1248,1963912,sparse_mod10,999,100,0.1000,103,88.00,120.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1249,1971831,sparse_mod10,999,100,0.1000,93,80.00,108.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,4.00,8.00,true,4.00,5,4.00,6.00,true,2.00
1250,1979750,sparse_mod10,999,100,0.1000,104,89.00,121.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,5,3.00,8.00,true,5.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1251,1987669,sparse_mod10,999,100,0.1000,95,82.00,111.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,10.00,true,5.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1252,1995588,sparse_mod10,999,100,0.1000,90,77.00,105.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1253,2003507,sparse_mod10,999,100,0.1000,115,99.00,134.00,true,35.00,50,5,0.1000,13,8.00,19.00,false,11.00,5,3.00,7.00,true,4.00,6,4.00,8.00,true,4.00,6,4.00,7.00,true,3.00
1254,2011426,sparse_mod10,999,100,0.1000,105,90.00,122.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,6,4.00,8.00,true,4.00,6,5.00,7.00,true,2.00
1255,2019345,sparse_mod10,999,100,0.1000,106,91.00,123.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,7,5.00,8.00,true,3.00
1256,2027264,sparse_mod10,999,100,0.1000,86,74.00,100.00,true,26.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,10.00,true,5.00,7,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1257,2035183,sparse_mod10,999,100,0.1000,99,85.00,115.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,4.00,8.00,true,4.00,6,5.00,8.00,true,3.00
1258,2043102,sparse_mod10,999,100,0.1000,94,80.00,109.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,13,9.00,17.00,false,8.00,8,6.00,11.00,false,5.00,7,6.00,9.00,false,3.00
1259,2051021,sparse_mod10,999,100,0.1000,102,88.00,119.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,8,6.00,10.00,false,4.00,6,5.00,8.00,true,3.00
1260,2058940,sparse_mod10,999,100,0.1000,104,90.00,121.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1261,2066859,sparse_mod10,999,100,0.1000,100,86.00,116.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,6,5.00,8.00,true,3.00,6,4.00,7.00,true,3.00
1262,2074778,sparse_mod10,999,100,0.1000,103,88.00,120.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,5,4.00,6.00,true,2.00,5,4.00,7.00,true,3.00
1263,2082697,sparse_mod10,999,100,0.1000,105,91.00,123.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,6,5.00,7.00,true,2.00
1264,2090616,sparse_mod10,999,100,0.1000,115,99.00,134.00,true,35.00,50,5,0.1000,13,8.00,19.00,false,11.00,11,7.00,15.00,false,8.00,7,6.00,9.00,false,3.00,7,5.00,8.00,true,3.00
1265,2098535,sparse_mod10,999,100,0.1000,91,78.00,106.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,7,5.00,9.00,true,4.00,6,4.00,7.00,true,3.00
1266,2106454,sparse_mod10,999,100,0.1000,93,80.00,109.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,7,5.00,8.00,true,3.00,6,4.00,7.00,true,3.00
1267,2114373,sparse_mod10,999,100,0.1000,86,74.00,100.00,true,26.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,10.00,true,5.00,5,4.00,7.00,true,3.00,6,5.00,8.00,true,3.00
1268,2122292,sparse_mod10,999,100,0.1000,112,96.00,130.00,true,34.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1269,2130211,sparse_mod10,999,100,0.1000,96,82.00,112.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,6,4.00,8.00,true,4.00,6,5.00,8.00,true,3.00
1270,2138130,sparse_mod10,999,100,0.1000,123,106.00,143.00,false,37.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1271,2146049,sparse_mod10,999,100,0.1000,108,93.00,126.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,6,4.00,8.00,true,4.00,6,5.00,7.00,true,2.00
1272,2153968,sparse_mod10,999,100,0.1000,95,81.00,110.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,6,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1273,2161887,sparse_mod10,999,100,0.1000,94,81.00,110.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1274,2169806,sparse_mod10,999,100,0.1000,99,85.00,115.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,11,7.00,15.00,false,8.00,7,6.00,9.00,false,3.00,7,5.00,8.00,true,3.00
1275,2177725,sparse_mod10,999,100,0.1000,103,89.00,120.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,7,5.00,8.00,true,3.00,6,5.00,8.00,true,3.00
1276,2185644,sparse_mod10,999,100,0.1000,104,89.00,121.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,11.00,true,6.00,6,5.00,8.00,true,3.00,6,5.00,7.00,true,2.00
1277,2193563,sparse_mod10,999,100,0.1000,106,91.00,124.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,5.00,8.00,true,3.00,5,4.00,7.00,true,3.00
1278,2201482,sparse_mod10,999,100,0.1000,97,83.00,113.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1279,2209401,sparse_mod10,999,100,0.1000,114,98.00,132.00,true,34.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,5.00,11.00,true,6.00,7,6.00,9.00,false,3.00,7,5.00,8.00,true,3.00
1280,2217320,sparse_mod10,999,100,0.1000,85,73.00,99.00,false,26.00,50,5,0.1000,13,8.00,19.00,false,11.00,13,9.00,18.00,false,9.00,7,5.00,9.00,true,4.00,6,5.00,8.00,true,3.00
1281,2225239,sparse_mod10,999,100,0.1000,103,89.00,120.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,6,4.00,8.00,true,4.00,6,5.00,8.00,true,3.00
1282,2233158,sparse_mod10,999,100,0.1000,100,86.00,117.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,6.00,12.00,false,6.00,5,4.00,7.00,true,3.00,5,4.00,6.00,true,2.00
1283,2241077,sparse_mod10,999,100,0.1000,103,88.00,120.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,5,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1284,2248996,sparse_mod10,999,100,0.1000,102,87.00,118.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,7,5.00,9.00,true,4.00,6,5.00,7.00,true,2.00
1285,2256915,sparse_mod10,999,100,0.1000,93,79.00,108.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,7,5.00,9.00,true,4.00,6,4.00,7.00,true,3.00
1286,2264834,sparse_mod10,999,100,0.1000,98,84.00,114.00,true,30.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,5.00,12.00,true,7.00,6,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1287,2272753,sparse_mod10,999,100,0.1000,101,86.00,117.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,6.00,12.00,false,6.00,6,5.00,8.00,true,3.00,7,5.00,8.00,true,3.00
1288,2280672,sparse_mod10,999,100,0.1000,100,85.00,116.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,4.00,7.00,true,3.00,6,5.00,7.00,true,2.00
1289,2288591,sparse_mod10,999,100,0.1000,93,80.00,108.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,10,7.00,14.00,false,7.00,7,5.00,9.00,true,4.00,6,4.00,7.00,true,3.00
1290,2296510,sparse_mod10,999,100,0.1000,103,89.00,120.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,5,4.00,7.00,true,3.00,5,4.00,6.00,true,2.00
1291,2304429,sparse_mod10,999,100,0.1000,90,77.00,105.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,12,8.00,16.00,false,8.00,5,4.00,7.00,true,3.00,5,4.00,7.00,true,3.00
1292,2312348,sparse_mod10,999,100,0.1000,108,92.00,125.00,true,33.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,5,4.00,7.00,true,3.00,5,4.00,6.00,true,2.00
1293,2320267,sparse_mod10,999,100,0.1000,93,80.00,109.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,12.00,false,6.00,6,4.00,8.00,true,4.00,5,4.00,7.00,true,3.00
1294,2328186,sparse_mod10,999,100,0.1000,101,86.00,117.00,true,31.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,6,5.00,8.00,true,3.00,7,6.00,9.00,false,3.00
1295,2336105,sparse_mod10,999,100,0.1000,111,95.00,129.00,true,34.00,50,5,0.1000,13,8.00,19.00,false,11.00,11,7.00,15.00,false,8.00,7,6.00,10.00,false,4.00,6,5.00,8.00,true,3.00
1296,2344024,sparse_mod10,999,100,0.1000,94,80.00,109.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,7,5.00,9.00,true,4.00,7,5.00,8.00,true,3.00
1297,2351943,sparse_mod10,999,100,0.1000,103,88.00,120.00,true,32.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,6.00,12.00,false,6.00,6,4.00,8.00,true,4.00,6,5.00,8.00,true,3.00
1298,2359862,sparse_mod10,999,100,0.1000,93,79.00,108.00,true,29.00,50,5,0.1000,13,8.00,19.00,false,11.00,6,4.00,9.00,true,5.00,6,4.00,8.00,true,4.00,5,4.00,7.00,true,3.00
1299,2367781,sparse_mod10,999,100,0.1000,88,75.00,102.00,true,27.00,50,5,0.1000,13,8.00,19.00,false,11.00,8,6.00,12.00,false,6.00,8,6.00,10.00,false,4.00,7,6.00,9.00,false,3.00
1300,2375700,sparse_mod10,999,100,0.1000,117,101.00,136.00,false,35.00,50,5,0.1000,13,8.00,19.00,false,11.00,9,6.00,13.00,false,7.00,7,5.00,9.00,true,4.00,7,5.00,8.00,true,3.00
1301,2383619,sparse_mod10,999,100,0.1000,93,80.00,108.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,4.00,7.00,true,3.00,6,4.00,7.00,true,3.00
1302,2391538,sparse_mod10,999,100,0.1000,89,76.00,104.00,true,28.00,50,5,0.1000,13,8.00,19.00,false,11.00,7,4.00,10.00,true,6.00,6,5.00,8.00,true,3.00,6,4.00,7.00,true,3.00
