trial_id,seed,algorithm,start_value,target_value,budget,final_value,distance,attempts_used,converged,convergence_attempt
1170,9265230,random-100,10000000,10,50,10,0,5,1,5
1171,9273149,random-100,10000000,10,50,10,0,5,1,5
1172,9281068,random-100,10000000,10,50,10,0,4,1,4
1173,9288987,random-100,10000000,10,50,10,0,4,1,4
1174,9296906,random-100,10000000,10,50,10,0,5,1,5
1175,9304825,random-100,10000000,10,50,10,0,4,1,4
1176,9312744,random-100,10000000,10,50,10,0,4,1,4
1177,9320663,random-100,10000000,10,50,10,0,3,1,3
1178,9328582,random-100,10000000,10,50,10,0,4,1,4
1179,9336501,random-100,10000000,10,50,10,0,4,1,4
1180,9344420,random-100,10000000,10,50,10,0,4,1,4
1181,9352339,random-100,10000000,10,50,10,0,4,1,4
1182,9360258,random-100,10000000,10,50,10,0,4,1,4
1183,9368177,random-100,10000000,10,50,10,0,4,1,4
1184,9376096,random-100,10000000,10,50,10,0,5,1,5
1185,9384015,random-100,10000000,10,50,10,0,3,1,3
1186,9391934,random-100,10000000,10,50,10,0,4,1,4
1187,9399853,random-100,10000000,10,50,10,0,5,1,5
1188,9407772,random-100,10000000,10,50,10,0,3,1,3
1189,9415691,random-100,10000000,10,50,10,0,3,1,3
1190,9423610,random-100,10000000,10,50,10,0,3,1,3
1191,9431529,random-100,10000000,10,50,10,0,5,1,5
1192,9439448,random-100,10000000,10,50,10,0,4,1,4
1193,9447367,random-100,10000000,10,50,10,0,5,1,5
1194,9455286,random-100,10000000,10,50,10,0,5,1,5
1195,9463205,random-100,10000000,10,50,10,0,5,1,5
1196,9471124,random-100,10000000,10,50,10,0,4,1,4
1197,9479043,random-100,10000000,10,50,10,0,4,1,4
1198,9486962,random-100,10000000,10,50,10,0,4,1,4
1199,9494881,random-100,10000000,10,50,10,0,4,1,4
1200,9502800,random-100,10000000,10,100,10,0,3,1,3
1201,9510719,random-100,10000000,10,100,10,0,4,1,4
1202,9518638,random-100,10000000,10,100,10,0,4,1,4
1203,9526557,random-100,10000000,10,100,10,0,3,1,3
1204,9534476,random-100,10000000,10,100,10,0,3,1,3
1205,9542395,random-100,10000000,10,100,10,0,4,1,4
1206,9550314,random-100,10000000,10,100,10,0,4,1,4
1207,9558233,random-100,10000000,10,100,10,0,4,1,4
1208,9566152,random-100,10000000,10,100,10,0,4,1,4
1209,9574071,random-100,10000000,10,100,10,0,3,1,3
1210,9581990,random-100,10000000,10,100,10,0,3,1,3
1211,9589909,random-100,10000000,10,100,10,0,4,1,4
1212,9597828,random-100,10000000,10,100,10,0,4,1,4
1213,9605747,random-100,10000000,10,100,10,0,3,1,3
1214,9613666,random-100,10000000,10,100,10,0,4,1,4
1215,9621585,random-100,10000000,10,100,10,0,4,1,4
1216,9629504,random-100,10000000,10,100,10,0,4,1,4
1217,9637423,random-100,10000000,10,100,10,0,4,1,4
1218,9645342,random-100,10000000,10,100,10,0,3,1,3
1219,9653261,random-100,10000000,10,100,10,0,4,1,4
1220,9661180,random-100,10000000,10,100,10,0,4,1,4
1221,9669099,random-100,10000000,10,100,10,0,4,1,4
1222,9677018,random-100,10000000,10,100,10,0,4,1,4
1223,9684937,random-100,10000000,10,100,10,0,4,1,4
1224,9692856,random-100,10000000,10,100,10,0,3,1,3
1225,9700775,random-100,10000000,10,100,10,0,4,1,4
1226,9708694,random-100,10000000,10,100,10,0,4,1,4
1227,9716613,random-100,10000000,10,100,10,0,3,1,3
1228,9724532,random-100,10000000,10,100,10,0,4,1,4
1229,9732451,random-100,10000000,10,100,10,0,4,1,4
1230,9740370,random-100,10000000,10,100,10,0,4,1,4
1231,9748289,random-100,10000000,10,100,10,0,4,1,4
1232,9756208,random-100,10000000,10,100,10,0,4,1,4
1233,9764127,random-100,10000000,10,100,10,0,3,1,3
1234,9772046,random-100,10000000,10,100,10,0,3,1,3
1235,9779965,random-100,10000000,10,100,10,0,4,1,4
1236,9787884,random-100,10000000,10,100,10,0,4,1,4
1237,9795803,random-100,10000000,10,100,10,0,4,1,4
1238,9803722,random-100,10000000,10,100,10,0,4,1,4
1239,9811641,random-100,10000000,10,100,10,0,4,1,4
1240,9819560,random-100,10000000,10,100,10,0,4,1,4
1241,9827479,random-100,10000000,10,100,10,0,4,1,4
1242,9835398,random-100,10000000,10,100,10,0,3,1,3
1243,9843317,random-100,10000000,10,100,10,0,3,1,3
1244,9851236,random-100,10000000,10,100,10,0,3,1,3
1245,9859155,random-100,10000000,10,100,10,0,4,1,4
1246,9867074,random-100,10000000,10,100,10,0,3,1,3
1247,9874993,random-100,10000000,10,100,10,0,4,1,4
1248,9882912,random-100,10000000,10,100,10,0,4,1,4
1249,9890831,random-100,10000000,10,100,10,0,4,1,4
1250,9898750,random-100,10000000,10,100,10,0,4,1,4
1251,9906669,random-100,10000000,10,100,10,0,4,1,4
1252,9914588,random-100,10000000,10,100,10,0,4,1,4
1253,9922507,random-100,10000000,10,100,10,0,3,1,3
1254,9930426,random-100,10000000,10,100,10,0,3,1,3
1255,9938345,random-100,10000000,10,100,10,0,3,1,3
1256,9946264,random-100,10000000,10,100,10,0,3,1,3
1257,9954183,random-100,10000000,10,100,10,0,4,1,4
1258,9962102,random-100,10000000,10,100,10,0,3,1,3
1259,9970021,random-100,10000000,10,100,10,0,4,1,4
1260,9977940,random-100,10000000,10,100,10,0,4,1,4
1261,9985859,random-100,10000000,10,100,10,0,4,1,4
1262,9993778,random-100,10000000,10,100,10,0,4,1,4
1263,10001697,random-100,10000000,10,100,10,0,3,1,3
1264,10009616,random-100,10000000,10,100,10,0,4,1,4
1265,10017535,random-100,10000000,10,100,10,0,4,1,4
1266,10025454,random-100,10000000,10,100,10,0,3,1,3
1267,10033373,random-100,10000000,10,100,10,0,4,1,4
1268,10041292,random-100,10000000,10,100,10,0,3,1,3
1269,10049211,random-100,10000000,10,100,10,0,4,1,4
1270,10057130,random-100,10000000,10,100,10,0,4,1,4
1271,10065049,random-100,10000000,10,100,10,0,3,1,3
1272,10072968,random-100,10000000,10,100,10,0,5,1,5
1273,10080887,random-100,10000000,10,100,10,0,4,1,4
1274,10088806,random-100,10000000,10,100,10,0,4,1,4
1275,10096725,random-100,10000000,10,100,10,0,3,1,3
1276,10104644,random-100,10000000,10,100,10,0,4,1,4
1277,10112563,random-100,10000000,10,100,10,0,4,1,4
1278,10120482,random-100,10000000,10,100,10,0,4,1,4
1279,10128401,random-100,10000000,10,100,10,0,4,1,4
1280,10136320,random-100,10000000,10,100,10,0,4,1,4
1281,10144239,random-100,10000000,10,100,10,0,4,1,4
1282,10152158,random-100,10000000,10,100,10,0,3,1,3
1283,10160077,random-100,10000000,10,100,10,0,4,1,4
1284,10167996,random-100,10000000,10,100,10,0,3,1,3
1285,10175915,random-100,10000000,10,100,10,0,4,1,4
1286,10183834,random-100,10000000,10,100,10,0,3,1,3
1287,10191753,random-100,10000000,10,100,10,0,4,1,4
1288,10199672,random-100,10000000,10,100,10,0,4,1,4
1289,10207591,random-100,10000000,10,100,10,0,4,1,4
1290,10215510,random-100,10000000,10,100,10,0,3,1,3
1291,10223429,random-100,10000000,10,100,10,0,3,1,3
1292,10231348,random-100,10000000,10,100,10,0,3,1,3
1293,10239267,random-100,10000000,10,100,10,0,4,1,4
1294,10247186,random-100,10000000,10,100,10,0,4,1,4
1295,10255105,random-100,10000000,10,100,10,0,4,1,4
1296,10263024,random-100,10000000,10,100,10,0,3,1,3
1297,10270943,random-100,10000000,10,100,10,0,4,1,4
1298,10278862,random-100,10000000,10,100,10,0,4,1,4
1299,10286781,random-100,10000000,10,100,10,0,3,1,3
1300,10294700,random-100,10000000,10,200,10,0,4,1,4
1301,10302619,random-100,10000000,10,200,10,0,3,1,3
1302,10310538,random-100,10000000,10,200,10,0,4,1,4
1303,10318457,random-100,10000000,10,200,10,0,4,1,4
1304,10326376,random-100,10000000,10,200,10,0,3,1,3
1305,10334295,random-100,10000000,10,200,10,0,4,1,4
1306,10342214,random-100,10000000,10,200,10,0,4,1,4
1307,10350133,random-100,10000000,10,200,10,0,3,1,3
1308,10358052,random-100,10000000,10,200,10,0,4,1,4
1309,10365971,random-100,10000000,10,200,10,0,4,1,4
1310,10373890,random-100,10000000,10,200,10,0,4,1,4
1311,10381809,random-100,10000000,10,200,10,0,4,1,4
1312,10389728,random-100,10000000,10,200,10,0,4,1,4
1313,10397647,random-100,10000000,10,200,10,0,3,1,3
1314,10405566,random-100,10000000,10,200,10,0,3,1,3
1315,10413485,random-100,10000000,10,200,10,0,4,1,4
1316,10421404,random-100,10000000,10,200,10,0,4,1,4
1317,10429323,random-100,10000000,10,200,10,0,4,1,4
1318,10437242,random-100,10000000,10,200,10,0,3,1,3
1319,10445161,random-100,10000000,10,200,10,0,3,1,3
1320,10453080,random-100,10000000,10,200,10,0,4,1,4
1321,10460999,random-100,10000000,10,200,10,0,4,1,4
1322,10468918,random-100,10000000,10,200,10,0,4,1,4
1323,10476837,random-100,10000000,10,200,10,0,4,1,4
1324,10484756,random-100,10000000,10,200,10,0,3,1,3
1325,10492675,random-100,10000000,10,200,10,0,4,1,4
1326,10500594,random-100,10000000,10,200,10,0,3,1,3
1327,10508513,random-100,10000000,10,200,10,0,4,1,4
1328,10516432,random-100,10000000,10,200,10,0,4,1,4
1329,10524351,random-100,10000000,10,200,10,0,3,1,3
1330,10532270,random-100,10000000,10,200,10,0,4,1,4
1331,10540189,random-100,10000000,10,200,10,0,3,1,3
1332,10548108,random-100,10000000,10,200,10,0,3,1,3
1333,10556027,random-100,10000000,10,200,10,0,4,1,4
1334,10563946,random-100,10000000,10,200,10,0,4,1,4
1335,10571865,random-100,10000000,10,200,10,0,4,1,4
1336,10579784,random-100,10000000,10,200,10,0,5,1,5
1337,10587703,random-100,10000000,10,200,10,0,4,1,4
1338,10595622,random-100,10000000,10,200,10,0,4,1,4
1339,10603541,random-100,10000000,10,200,10,0,3,1,3
1340,10611460,random-100,10000000,10,200,10,0,3,1,3
1341,10619379,random-100,10000000,10,200,10,0,4,1,4
1342,10627298,random-100,10000000,10,200,10,0,4,1,4
1343,10635217,random-100,10000000,10,200,10,0,4,1,4
1344,10643136,random-100,10000000,10,200,10,0,3,1,3
1345,10651055,random-100,10000000,10,200,10,0,3,1,3
1346,10658974,random-100,10000000,10,200,10,0,3,1,3
1347,10666893,random-100,10000000,10,200,10,0,4,1,4
1348,10674812,random-100,10000000,10,200,10,0,4,1,4
1349,10682731,random-100,10000000,10,200,10,0,4,1,4
1350,10690650,random-100,10000000,10,200,10,0,4,1,4
1351,10698569,random-100,10000000,10,200,10,0,3,1,3
1352,10706488,random-100,10000000,10,200,10,0,3,1,3
1353,10714407,random-100,10000000,10,200,10,0,3,1,3
1354,10722326,random-100,10000000,10,200,10,0,4,1,4
1355,10730245,random-100,10000000,10,200,10,0,3,1,3
1356,10738164,random-100,10000000,10,200,10,0,4,1,4
1357,10746083,random-100,10000000,10,200,10,0,4,1,4
1358,10754002,random-100,10000000,10,200,10,0,3,1,3
1359,10761921,random-100,10000000,10,200,10,0,4,1,4
1360,10769840,random-100,10000000,10,200,10,0,4,1,4
1361,10777759,random-100,10000000,10,200,10,0,4,1,4
1362,10785678,random-100,10000000,10,200,10,0,4,1,4
1363,10793597,random-100,10000000,10,200,10,0,4,1,4
1364,10801516,random-100,10000000,10,200,10,0,3,1,3
1365,10809435,random-100,10000000,10,200,10,0,4,1,4
1366,10817354,random-100,10000000,10,200,10,0,3,1,3
1367,10825273,random-100,10000000,10,200,10,0,4,1,4
1368,10833192,random-100,10000000,10,200,10,0,4,1,4
1369,10841111,random-100,10000000,10,200,10,0,3,1,3
1370,10849030,random-100,10000000,10,200,10,0,4,1,4
1371,10856949,random-100,10000000,10,200,10,0,4,1,4
1372,10864868,random-100,10000000,10,200,10,0,4,1,4
1373,10872787,random-100,10000000,10,200,10,0,4,1,4
1374,10880706,random-100,10000000,10,200,10,0,4,1,4
1375,10888625,random-100,10000000,10,200,10,0,3,1,3
1376,10896544,random-100,10000000,10,200,10,0,4,1,4
1377,10904463,random-100,10000000,10,200,10,0,3,1,3
1378,10912382,random-100,10000000,10,200,10,0,4,1,4
1379,10920301,random-100,10000000,10,200,10,0,3,1,3
1380,10928220,random-100,10000000,10,200,10,0,3,1,3
1381,10936139,random-100,10000000,10,200,10,0,3,1,3
1382,10944058,random-100,10000000,10,200,10,0,5,1,5
1383,10951977,random-100,10000000,10,200,10,0,3,1,3
1384,10959896,random-100,10000000,10,200,10,0,4,1,4
1385,10967815,random-100,10000000,10,200,10,0,3,1,3
1386,10975734,random-100,10000000,10,200,10,0,4,1,4
1387,10983653,random-100,10000000,10,200,10,0,4,1,4
1388,10991572,random-100,10000000,10,200,10,0,4,1,4
1389,10999491,random-100,10000000,10,200,10,0,4,1,4
1390,11007410,random-100,10000000,10,200,10,0,4,1,4
1391,11015329,random-100,10000000,10,200,10,0,3,1,3
1392,11023248,random-100,10000000,10,200,10,0,4,1,4
1393,11031167,random-100,10000000,10,200,10,0,4,1,4
1394,11039086,random-100,10000000,10,200,10,0,4,1,4
1395,11047005,random-100,10000000,10,200,10,0,4,1,4
1396,11054924,random-100,10000000,10,200,10,0,4,1,4
1397,11062843,random-100,10000000,10,200,10,0,3,1,3
1398,11070762,random-100,10000000,10,200,10,0,3,1,3
1399,11078681,random-100,10000000,10,200,10,0,3,1,3
1400,11086600,random-100,10000000,10,500,10,0,4,1,4
1401,11094519,random-100,10000000,10,500,10,0,4,1,4
1402,11102438,random-100,10000000,10,500,10,0,4,1,4
1403,11110357,random-100,10000000,10,500,10,0,5,1,5
1404,11118276,random-100,10000000,10,500,10,0,4,1,4
1405,11126195,random-100,10000000,10,500,10,0,4,1,4
1406,11134114,random-100,10000000,10,500,10,0,3,1,3
1407,11142033,random-100,10000000,10,500,10,0,4,1,4
1408,11149952,random-100,10000000,10,500,10,0,3,1,3
1409,11157871,random-100,10000000,10,500,10,0,3,1,3
1410,11165790,random-100,10000000,10,500,10,0,4,1,4
1411,11173709,random-100,10000000,10,500,10,0,4,1,4
1412,11181628,random-100,10000000,10,500,10,0,4,1,4
1413,11189547,random-100,10000000,10,500,10,0,2,1,2
1414,11197466,random-100,10000000,10,500,10,0,3,1,3
1415,11205385,random-100,10000000,10,500,10,0,3,1,3
1416,11213304,random-100,10000000,10,500,10,0,4,1,4
1417,11221223,random-100,10000000,10,500,10,0,3,1,3
1418,11229142,random-100,10000000,10,500,10,0,4,1,4
1419,11237061,random-100,10000000,10,500,10,0,4,1,4
1420,11244980,random-100,10000000,10,500,10,0,4,1,4
1421,11252899,random-100,10000000,10,500,10,0,4,1,4
1422,11260818,random-100,10000000,10,500,10,0,3,1,3
1423,11268737,random-100,10000000,10,500,10,0,4,1,4
1424,11276656,random-100,10000000,10,500,10,0,4,1,4
1425,11284575,random-100,10000000,10,500,10,0,3,1,3
1426,11292494,random-100,10000000,10,500,10,0,4,1,4
1427,11300413,random-100,10000000,10,500,10,0,3,1,3
1428,11308332,random-100,10000000,10,500,10,0,3,1,3
1429,11316251,random-100,10000000,10,500,10,0,4,1,4
1430,11324170,random-100,10000000,10,500,10,0,4,1,4
1431,11332089,random-100,10000000,10,500,10,0,4,1,4
1432,11340008,random-100,10000000,10,500,10,0,4,1,4
1433,11347927,random-100,10000000,10,500,10,0,4,1,4
1434,11355846,random-100,10000000,10,500,10,0,4,1,4
1435,11363765,random-100,10000000,10,500,10,0,4,1,4
1436,11371684,random-100,10000000,10,500,10,0,3,1,3
1437,11379603,random-100,10000000,10,500,10,0,3,1,3
1438,11387522,random-100,10000000,10,500,10,0,4,1,4
1439,11395441,random-100,10000000,10,500,10,0,5,1,5
1440,11403360,random-100,10000000,10,500,10,0,3,1,3
1441,11411279,random-100,10000000,10,500,10,0,4,1,4
1442,11419198,random-100,10000000,10,500,10,0,4,1,4
1443,11427117,random-100,10000000,10,500,10,0,4,1,4
1444,11435036,random-100,10000000,10,500,10,0,2,1,2
1445,11442955,random-100,10000000,10,500,10,0,3,1,3
1446,11450874,random-100,10000000,10,500,10,0,4,1,4
1447,11458793,random-100,10000000,10,500,10,0,4,1,4
1448,11466712,random-100,10000000,10,500,10,0,4,1,4
1449,11474631,random-100,10000000,10,500,10,0,4,1,4
1450,11482550,random-100,10000000,10,500,10,0,4,1,4
1451,11490469,random-100,10000000,10,500,10,0,3,1,3
1452,11498388,random-100,10000000,10,500,10,0,3,1,3
1453,11506307,random-100,10000000,10,500,10,0,3,1,3
1454,11514226,random-100,10000000,10,500,10,0,4,1,4
1455,11522145,random-100,10000000,10,500,10,0,4,1,4
1456,11530064,random-100,10000000,10,500,10,0,4,1,4
1457,11537983,random-100,10000000,10,500,10,0,3,1,3
1458,11545902,random-100,10000000,10,500,10,0,3,1,3
1459,11553821,random-100,10000000,10,500,10,0,4,1,4
1460,11561740,random-100,10000000,10,500,10,0,4,1,4
1461,11569659,random-100,10000000,10,500,10,0,3,1,3
1462,11577578,random-100,10000000,10,500,10,0,4,1,4
1463,11585497,random-100,10000000,10,500,10,0,4,1,4
1464,11593416,random-100,10000000,10,500,10,0,4,1,4
1465,11601335,random-100,10000000,10,500,10,0,4,1,4
1466,11609254,random-100,10000000,10,500,10,0,4,1,4
1467,11617173,random-100,10000000,10,500,10,0,3,1,3
1468,11625092,random-100,10000000,10,500,10,0,4,1,4
1469,11633011,random-100,10000000,10,500,10,0,4,1,4
1470,11640930,random-100,10000000,10,500,10,0,3,1,3
1471,11648849,random-100,10000000,10,500,10,0,4,1,4
1472,11656768,random-100,10000000,10,500,10,0,3,1,3
1473,11664687,random-100,10000000,10,500,10,0,4,1,4
1474,11672606,random-100,10000000,10,500,10,0,4,1,4
1475,11680525,random-100,10000000,10,500,10,0,3,1,3
1476,11688444,random-100,10000000,10,500,10,0,4,1,4
1477,11696363,random-100,10000000,10,500,10,0,4,1,4
1478,11704282,random-100,10000000,10,500,10,0,4,1,4
1479,11712201,random-100,10000000,10,500,10,0,3,1,3
1480,11720120,random-100,10000000,10,500,10,0,2,1,2
1481,11728039,random-100,10000000,10,500,10,0,4,1,4
1482,11735958,random-100,10000000,10,500,10,0,3,1,3
1483,11743877,random-100,10000000,10,500,10,0,4,1,4
1484,11751796,random-100,10000000,10,500,10,0,4,1,4
1485,11759715,random-100,10000000,10,500,10,0,4,1,4
1486,11767634,random-100,10000000,10,500,10,0,4,1,4
1487,11775553,random-100,10000000,10,500,10,0,4,1,4
1488,11783472,random-100,10000000,10,500,10,0,4,1,4
1489,11791391,random-100,10000000,10,500,10,0,4,1,4
1490,11799310,random-100,10000000,10,500,10,0,3,1,3
1491,11807229,random-100,10000000,10,500,10,0,3,1,3
1492,11815148,random-100,10000000,10,500,10,0,4,1,4
1493,11823067,random-100,10000000,10,500,10,0,4,1,4
1494,11830986,random-100,10000000,10,500,10,0,4,1,4
1495,11838905,random-100,10000000,10,500,10,0,4,1,4
1496,11846824,random-100,10000000,10,500,10,0,4,1,4
1497,11854743,random-100,10000000,10,500,10,0,2,1,2
1498,11862662,random-100,10000000,10,500,10,0,3,1,3
1499,11870581,random-100,10000000,10,500,10,0,4,1,4
1500,11878500,random-weighted,100,10,20,10,0,2,1,2
1501,11886419,random-weighted,100,10,20,10,0,2,1,2
1502,11894338,random-weighted,100,10,20,10,0,1,1,1
1503,11902257,random-weighted,100,10,20,10,0,2,1,2
1504,11910176,random-weighted,100,10,20,10,0,1,1,1
1505,11918095,random-weighted,100,10,20,10,0,1,1,1
1506,11926014,random-weighted,100,10,20,10,0,1,1,1
1507,11933933,random-weighted,100,10,20,10,0,2,1,2
1508,11941852,random-weighted,100,10,20,10,0,2,1,2
1509,11949771,random-weighted,100,10,20,10,0,2,1,2
1510,11957690,random-weighted,100,10,20,10,0,2,1,2
1511,11965609,random-weighted,100,10,20,10,0,2,1,2
1512,11973528,random-weighted,100,10,20,10,0,1,1,1
1513,11981447,random-weighted,100,10,20,10,0,2,1,2
1514,11989366,random-weighted,100,10,20,10,0,2,1,2
1515,11997285,random-weighted,100,10,20,10,0,1,1,1
1516,12005204,random-weighted,100,10,20,10,0,2,1,2
1517,12013123,random-weighted,100,10,20,10,0,2,1,2
1518,12021042,random-weighted,100,10,20,10,0,1,1,1
1519,12028961,random-weighted,100,10,20,10,0,2,1,2
1520,12036880,random-weighted,100,10,20,10,0,2,1,2
1521,12044799,random-weighted,100,10,20,10,0,2,1,2
1522,12052718,random-weighted,100,10,20,10,0,1,1,1
1523,12060637,random-weighted,100,10,20,10,0,2,1,2
1524,12068556,random-weighted,100,10,20,10,0,2,1,2
1525,12076475,random-weighted,100,10,20,10,0,1,1,1
1526,12084394,random-weighted,100,10,20,10,0,2,1,2
1527,12092313,random-weighted,100,10,20,10,0,2,1,2
1528,12100232,random-weighted,100,10,20,10,0,2,1,2
1529,12108151,random-weighted,100,10,20,10,0,2,1,2
1530,12116070,random-weighted,100,10,20,10,0,2,1,2
1531,12123989,random-weighted,100,10,20,10,0,2,1,2
1532,12131908,random-weighted,100,10,20,10,0,1,1,1
1533,12139827,random-weighted,100,10,20,10,0,2,1,2
1534,12147746,random-weighted,100,10,20,10,0,1,1,1
1535,12155665,random-weighted,100,10,20,10,0,2,1,2
1536,12163584,random-weighted,100,10,20,10,0,2,1,2
1537,12171503,random-weighted,100,10,20,10,0,2,1,2
1538,12179422,random-weighted,100,10,20,10,0,2,1,2
1539,12187341,random-weighted,100,10,20,10,0,2,1,2
1540,12195260,random-weighted,100,10,20,10,0,2,1,2
1541,12203179,random-weighted,100,10,20,10,0,2,1,2
1542,12211098,random-weighted,100,10,20,10,0,2,1,2
1543,12219017,random-weighted,100,10,20,10,0,2,1,2
1544,12226936,random-weighted,100,10,20,10,0,1,1,1
1545,12234855,random-weighted,100,10,20,10,0,2,1,2
1546,12242774,random-weighted,100,10,20,10,0,2,1,2
1547,12250693,random-weighted,100,10,20,10,0,2,1,2
1548,12258612,random-weighted,100,10,20,10,0,2,1,2
1549,12266531,random-weighted,100,10,20,10,0,1,1,1
1550,12274450,random-weighted,100,10,20,10,0,1,1,1
1551,12282369,random-weighted,100,10,20,10,0,1,1,1
1552,12290288,random-weighted,100,10,20,10,0,2,1,2
1553,12298207,random-weighted,100,10,20,10,0,1,1,1
1554,12306126,random-weighted,100,10,20,10,0,1,1,1
1555,12314045,random-weighted,100,10,20,10,0,1,1,1
1556,12321964,random-weighted,100,10,20,10,0,1,1,1
1557,12329883,random-weighted,100,10,20,10,0,2,1,2
1558,12337802,random-weighted,100,10,20,10,0,2,1,2
1559,12345721,random-weighted,100,10,20,10,0,1,1,1
1560,12353640,random-weighted,100,10,20,10,0,2,1,2
1561,12361559,random-weighted,100,10,20,10,0,1,1,1
1562,12369478,random-weighted,100,10,20,10,0,2,1,2
1563,12377397,random-weighted,100,10,20,10,0,2,1,2
1564,12385316,random-weighted,100,10,20,10,0,2,1,2
1565,12393235,random-weighted,100,10,20,10,0,2,1,2
1566,12401154,random-weighted,100,10,20,10,0,2,1,2
1567,12409073,random-weighted,100,10,20,10,0,2,1,2
1568,12416992,random-weighted,100,10,20,10,0,2,1,2
1569,12424911,random-weighted,100,10,20,10,0,2,1,2
1570,12432830,random-weighted,100,10,20,10,0,2,1,2
1571,12440749,random-weighted,100,10,20,10,0,2,1,2
1572,12448668,random-weighted,100,10,20,10,0,2,1,2
1573,12456587,random-weighted,100,10,20,10,0,2,1,2
1574,12464506,random-weighted,100,10,20,10,0,1,1,1
1575,12472425,random-weighted,100,10,20,10,0,2,1,2
1576,12480344,random-weighted,100,10,20,10,0,2,1,2
1577,12488263,random-weighted,100,10,20,10,0,2,1,2
1578,12496182,random-weighted,100,10,20,10,0,2,1,2
1579,12504101,random-weighted,100,10,20,10,0,1,1,1
1580,12512020,random-weighted,100,10,20,10,0,2,1,2
1581,12519939,random-weighted,100,10,20,10,0,2,1,2
1582,12527858,random-weighted,100,10,20,10,0,2,1,2
1583,12535777,random-weighted,100,10,20,10,0,2,1,2
1584,12543696,random-weighted,100,10,20,10,0,2,1,2
1585,12551615,random-weighted,100,10,20,10,0,2,1,2
1586,12559534,random-weighted,100,10,20,10,0,2,1,2
1587,12567453,random-weighted,100,10,20,10,0,2,1,2
1588,12575372,random-weighted,100,10,20,10,0,2,1,2
1589,12583291,random-weighted,100,10,20,10,0,2,1,2
1590,12591210,random-weighted,100,10,20,10,0,2,1,2
1591,12599129,random-weighted,100,10,20,10,0,1,1,1
1592,12607048,random-weighted,100,10,20,10,0,2,1,2
1593,12614967,random-weighted,100,10,20,10,0,1,1,1
1594,12622886,random-weighted,100,10,20,10,0,2,1,2
1595,12630805,random-weighted,100,10,20,10,0,1,1,1
1596,12638724,random-weighted,100,10,20,10,0,2,1,2
1597,12646643,random-weighted,100,10,20,10,0,2,1,2
1598,12654562,random-weighted,100,10,20,10,0,2,1,2
1599,12662481,random-weighted,100,10,20,10,0,2,1,2
1600,12670400,random-weighted,100,10,50,10,0,1,1,1
1601,12678319,random-weighted,100,10,50,10,0,1,1,1
1602,12686238,random-weighted,100,10,50,10,0,2,1,2
1603,12694157,random-weighted,100,10,50,10,0,1,1,1
1604,12702076,random-weighted,100,10,50,10,0,1,1,1
1605,12709995,random-weighted,100,10,50,10,0,1,1,1
1606,12717914,random-weighted,100,10,50,10,0,2,1,2
1607,12725833,random-weighted,100,10,50,10,0,1,1,1
1608,12733752,random-weighted,100,10,50,10,0,1,1,1
1609,12741671,random-weighted,100,10,50,10,0,2,1,2
1610,12749590,random-weighted,100,10,50,10,0,1,1,1
1611,12757509,random-weighted,100,10,50,10,0,1,1,1
1612,12765428,random-weighted,100,10,50,10,0,1,1,1
1613,12773347,random-weighted,100,10,50,10,0,2,1,2
1614,12781266,random-weighted,100,10,50,10,0,2,1,2
1615,12789185,random-weighted,100,10,50,10,0,1,1,1
1616,12797104,random-weighted,100,10,50,10,0,2,1,2
1617,12805023,random-weighted,100,10,50,10,0,1,1,1
1618,12812942,random-weighted,100,10,50,10,0,2,1,2
1619,12820861,random-weighted,100,10,50,10,0,1,1,1
1620,12828780,random-weighted,100,10,50,10,0,1,1,1
1621,12836699,random-weighted,100,10,50,10,0,1,1,1
1622,12844618,random-weighted,100,10,50,10,0,1,1,1
1623,12852537,random-weighted,100,10,50,10,0,1,1,1
1624,12860456,random-weighted,100,10,50,10,0,1,1,1
1625,12868375,random-weighted,100,10,50,10,0,1,1,1
1626,12876294,random-weighted,100,10,50,10,0,2,1,2
1627,12884213,random-weighted,100,10,50,10,0,1,1,1
1628,12892132,random-weighted,100,10,50,10,0,1,1,1
1629,12900051,random-weighted,100,10,50,10,0,1,1,1
1630,12907970,random-weighted,100,10,50,10,0,1,1,1
1631,12915889,random-weighted,100,10,50,10,0,1,1,1
1632,12923808,random-weighted,100,10,50,10,0,1,1,1
1633,12931727,random-weighted,100,10,50,10,0,1,1,1
1634,12939646,random-weighted,100,10,50,10,0,1,1,1
1635,12947565,random-weighted,100,10,50,10,0,2,1,2
1636,12955484,random-weighted,100,10,50,10,0,1,1,1
1637,12963403,random-weighted,100,10,50,10,0,1,1,1
1638,12971322,random-weighted,100,10,50,10,0,2,1,2
1639,12979241,random-weighted,100,10,50,10,0,2,1,2
1640,12987160,random-weighted,100,10,50,10,0,1,1,1
1641,12995079,random-weighted,100,10,50,10,0,2,1,2
1642,13002998,random-weighted,100,10,50,10,0,1,1,1
1643,13010917,random-weighted,100,10,50,10,0,2,1,2
1644,13018836,random-weighted,100,10,50,10,0,2,1,2
1645,13026755,random-weighted,100,10,50,10,0,1,1,1
1646,13034674,random-weighted,100,10,50,10,0,1,1,1
1647,13042593,random-weighted,100,10,50,10,0,2,1,2
1648,13050512,random-weighted,100,10,50,10,0,1,1,1
1649,13058431,random-weighted,100,10,50,10,0,1,1,1
1650,13066350,random-weighted,100,10,50,10,0,1,1,1
