trial_id,seed,tests_run,bug_found,claimed_confidence,true_pass_rate,threshold,target_confidence,threshold_actually_met,termination_reason,elapsed_micros,outcome
370,2930030,100,false,0.994375,0.99,0.95,0.95,true,confidence,110,TP
371,2937949,52,true,0.750006,0.99,0.95,0.95,true,bugFound,67,FN
372,2945868,100,false,0.994375,0.99,0.95,0.95,true,confidence,223,TP
373,2953787,64,true,0.842399,0.99,0.95,0.95,true,bugFound,77,FN
374,2961706,77,true,0.906576,0.99,0.95,0.95,true,bugFound,78,FN
375,2969625,82,true,0.923984,0.99,0.95,0.95,true,bugFound,80,FN
376,2977544,53,true,0.759207,0.99,0.95,0.95,true,bugFound,63,FN
377,2985463,100,false,0.994375,0.99,0.95,0.95,true,confidence,94,TP
378,2993382,100,false,0.994375,0.99,0.95,0.95,true,confidence,97,TP
379,3001301,48,true,0.710124,0.99,0.95,0.95,true,bugFound,57,FN
380,3009220,42,true,0.640455,0.99,0.95,0.95,true,bugFound,55,FN
381,3017139,15,true,0.189240,0.99,0.95,0.95,true,bugFound,34,FN
382,3025058,100,false,0.994375,0.99,0.95,0.95,true,confidence,95,TP
383,3032977,100,false,0.994375,0.99,0.95,0.95,true,confidence,95,TP
384,3040896,4,true,0.022593,0.99,0.95,0.95,true,bugFound,27,FN
385,3048815,100,false,0.994375,0.99,0.95,0.95,true,confidence,96,TP
386,3056734,27,true,0.411691,0.99,0.95,0.95,true,bugFound,42,FN
387,3064653,41,true,0.627636,0.99,0.95,0.95,true,bugFound,55,FN
388,3072572,37,true,0.572813,0.99,0.95,0.95,true,bugFound,190,FN
389,3080491,100,false,0.994375,0.99,0.95,0.95,true,confidence,99,TP
390,3088410,33,true,0.512331,0.99,0.95,0.95,true,bugFound,52,FN
391,3096329,87,true,0.938297,0.99,0.95,0.95,true,bugFound,95,FN
392,3104248,46,true,0.688255,0.99,0.95,0.95,true,bugFound,64,FN
393,3112167,91,true,0.947864,0.99,0.95,0.95,true,bugFound,93,FN
394,3120086,9,true,0.086138,0.99,0.95,0.95,true,bugFound,37,FN
395,3128005,60,true,0.815721,0.99,0.95,0.95,true,bugFound,68,FN
396,3135924,90,true,0.945614,0.99,0.95,0.95,true,bugFound,95,FN
397,3143843,37,true,0.572813,0.99,0.95,0.95,true,bugFound,50,FN
398,3151762,90,true,0.945614,0.99,0.95,0.95,true,bugFound,92,FN
399,3159681,11,true,0.118360,0.99,0.95,0.95,true,bugFound,32,FN
400,3167600,23,true,0.339183,0.99,0.95,0.99,true,bugFound,43,FN
401,3175519,100,false,0.994375,0.99,0.95,0.99,true,confidence,99,TP
402,3183438,49,true,0.720568,0.99,0.95,0.99,true,bugFound,59,FN
403,3191357,25,true,0.375873,0.99,0.95,0.99,true,bugFound,41,FN
404,3199276,100,false,0.994375,0.99,0.95,0.99,true,confidence,137,TP
405,3207195,62,true,0.829530,0.99,0.95,0.99,true,bugFound,177,FN
406,3215114,78,true,0.910332,0.99,0.95,0.99,true,bugFound,83,FN
407,3223033,100,false,0.994375,0.99,0.95,0.99,true,confidence,96,TP
408,3230952,100,false,0.994375,0.99,0.95,0.99,true,confidence,99,TP
409,3238871,4,true,0.022593,0.99,0.95,0.99,true,bugFound,32,FN
410,3246790,97,true,0.959603,0.99,0.95,0.99,true,bugFound,173,FN
411,3254709,74,true,0.894405,0.99,0.95,0.99,true,bugFound,92,FN
412,3262628,94,true,0.954091,0.99,0.95,0.99,true,bugFound,105,FN
413,3270547,38,true,0.587052,0.99,0.95,0.99,true,bugFound,56,FN
414,3278466,65,true,0.848496,0.99,0.95,0.99,true,bugFound,68,FN
415,3286385,62,true,0.829530,0.99,0.95,0.99,true,bugFound,70,FN
416,3294304,100,false,0.994375,0.99,0.95,0.99,true,confidence,102,TP
417,3302223,46,true,0.688255,0.99,0.95,0.99,true,bugFound,68,FN
418,3310142,20,true,0.283028,0.99,0.95,0.99,true,bugFound,54,FN
419,3318061,100,false,0.994375,0.99,0.95,0.99,true,confidence,99,TP
420,3325980,100,false,0.994375,0.99,0.95,0.99,true,confidence,97,TP
421,3333899,19,true,0.264160,0.99,0.95,0.99,true,bugFound,149,FN
422,3341818,100,false,0.994375,0.99,0.95,0.99,true,confidence,95,TP
423,3349737,31,true,0.480038,0.99,0.95,0.99,true,bugFound,52,FN
424,3357656,100,false,0.994375,0.99,0.95,0.99,true,confidence,92,TP
425,3365575,1,true,0.002500,0.99,0.95,0.99,true,bugFound,25,FN
426,3373494,100,false,0.994375,0.99,0.95,0.99,true,confidence,96,TP
427,3381413,2,true,0.007250,0.99,0.95,0.99,true,bugFound,27,FN
428,3389332,6,true,0.044381,0.99,0.95,0.99,true,bugFound,28,FN
429,3397251,100,false,0.994375,0.99,0.95,0.99,true,confidence,95,TP
430,3405170,100,false,0.994375,0.99,0.95,0.99,true,confidence,102,TP
431,3413089,57,true,0.793126,0.99,0.95,0.99,true,bugFound,65,FN
432,3421008,42,true,0.640455,0.99,0.95,0.99,true,bugFound,54,FN
433,3428927,43,true,0.652923,0.99,0.95,0.99,true,bugFound,55,FN
434,3436846,45,true,0.676819,0.99,0.95,0.99,true,bugFound,65,FN
435,3444765,100,false,0.994375,0.99,0.95,0.99,true,confidence,100,TP
436,3452684,100,false,0.994375,0.99,0.95,0.99,true,confidence,135,TP
437,3460603,50,true,0.730693,0.99,0.95,0.99,true,bugFound,68,FN
438,3468522,96,true,0.957841,0.99,0.95,0.99,true,bugFound,212,FN
439,3476441,32,true,0.496350,0.99,0.95,0.99,true,bugFound,47,FN
440,3484360,42,true,0.640455,0.99,0.95,0.99,true,bugFound,55,FN
441,3492279,96,true,0.957841,0.99,0.95,0.99,true,bugFound,89,FN
442,3500198,8,true,0.071211,0.99,0.95,0.99,true,bugFound,29,FN
443,3508117,100,false,0.994375,0.99,0.95,0.99,true,confidence,95,TP
444,3516036,48,true,0.710124,0.99,0.95,0.99,true,bugFound,57,FN
445,3523955,28,true,0.429215,0.99,0.95,0.99,true,bugFound,43,FN
446,3531874,23,true,0.339183,0.99,0.95,0.99,true,bugFound,39,FN
447,3539793,8,true,0.071211,0.99,0.95,0.99,true,bugFound,29,FN
448,3547712,100,false,0.994375,0.99,0.95,0.99,true,confidence,93,TP
449,3555631,14,true,0.170953,0.99,0.95,0.99,true,bugFound,33,FN
450,3563550,31,true,0.480038,0.97,0.95,0.9,true,bugFound,45,FN
451,3571469,6,true,0.044381,0.97,0.95,0.9,true,bugFound,28,FN
452,3579388,9,true,0.086138,0.97,0.95,0.9,true,bugFound,30,FN
453,3587307,100,false,0.994375,0.97,0.95,0.9,true,confidence,92,TP
454,3595226,53,true,0.759207,0.97,0.95,0.9,true,bugFound,64,FN
455,3603145,7,true,0.057245,0.97,0.95,0.9,true,bugFound,29,FN
456,3611064,37,true,0.572813,0.97,0.95,0.9,true,bugFound,49,FN
457,3618983,100,false,0.994375,0.97,0.95,0.9,true,confidence,185,TP
458,3626902,8,true,0.071211,0.97,0.95,0.9,true,bugFound,30,FN
459,3634821,15,true,0.189240,0.97,0.95,0.9,true,bugFound,36,FN
460,3642740,16,true,0.207772,0.97,0.95,0.9,true,bugFound,34,FN
461,3650659,10,true,0.101895,0.97,0.95,0.9,true,bugFound,30,FN
462,3658578,82,true,0.923984,0.97,0.95,0.9,true,bugFound,79,FN
463,3666497,47,true,0.699355,0.97,0.95,0.9,true,bugFound,56,FN
464,3674416,54,true,0.768113,0.97,0.95,0.9,true,bugFound,60,FN
465,3682335,66,true,0.854378,0.97,0.95,0.9,true,bugFound,71,FN
466,3690254,42,true,0.640455,0.97,0.95,0.9,true,bugFound,53,FN
467,3698173,14,true,0.170953,0.97,0.95,0.9,true,bugFound,33,FN
468,3706092,27,true,0.411691,0.97,0.95,0.9,true,bugFound,42,FN
469,3714011,13,true,0.152986,0.97,0.95,0.9,true,bugFound,33,FN
470,3721930,5,true,0.032774,0.97,0.95,0.9,true,bugFound,27,FN
471,3729849,50,true,0.730693,0.97,0.95,0.9,true,bugFound,57,FN
472,3737768,100,false,0.994375,0.97,0.95,0.9,true,confidence,91,TP
473,3745687,20,true,0.283028,0.97,0.95,0.9,true,bugFound,37,FN
474,3753606,9,true,0.086138,0.97,0.95,0.9,true,bugFound,31,FN
475,3761525,36,true,0.558218,0.97,0.95,0.9,true,bugFound,48,FN
476,3769444,7,true,0.057245,0.97,0.95,0.9,true,bugFound,28,FN
477,3777363,3,true,0.014019,0.97,0.95,0.9,true,bugFound,25,FN
478,3785282,93,true,0.952099,0.97,0.95,0.9,true,bugFound,181,FN
479,3793201,21,true,0.301849,0.97,0.95,0.9,true,bugFound,42,FN
480,3801120,30,true,0.463403,0.97,0.95,0.9,true,bugFound,44,FN
481,3809039,7,true,0.057245,0.97,0.95,0.9,true,bugFound,29,FN
482,3816958,18,true,0.245293,0.97,0.95,0.9,true,bugFound,36,FN
483,3824877,35,true,0.543271,0.97,0.95,0.9,true,bugFound,87,FN
484,3832796,7,true,0.057245,0.97,0.95,0.9,true,bugFound,32,FN
485,3840715,2,true,0.007250,0.97,0.95,0.9,true,bugFound,26,FN
486,3848634,6,true,0.044381,0.97,0.95,0.9,true,bugFound,29,FN
487,3856553,16,true,0.207772,0.97,0.95,0.9,true,bugFound,34,FN
488,3864472,12,true,0.135424,0.97,0.95,0.9,true,bugFound,36,FN
489,3872391,11,true,0.118360,0.97,0.95,0.9,true,bugFound,39,FN
490,3880310,15,true,0.189240,0.97,0.95,0.9,true,bugFound,35,FN
491,3888229,56,true,0.785066,0.97,0.95,0.9,true,bugFound,67,FN
492,3896148,9,true,0.086138,0.97,0.95,0.9,true,bugFound,30,FN
493,3904067,13,true,0.152986,0.97,0.95,0.9,true,bugFound,32,FN
494,3911986,83,true,0.927077,0.97,0.95,0.9,true,bugFound,80,FN
495,3919905,62,true,0.829530,0.97,0.95,0.9,true,bugFound,66,FN
496,3927824,55,true,0.776730,0.97,0.95,0.9,true,bugFound,61,FN
497,3935743,37,true,0.572813,0.97,0.95,0.9,true,bugFound,51,FN
498,3943662,29,true,0.446458,0.97,0.95,0.9,true,bugFound,43,FN
499,3951581,13,true,0.152986,0.97,0.95,0.9,true,bugFound,32,FN
500,3959500,38,true,0.587052,0.97,0.95,0.95,true,bugFound,49,FN
501,3967419,13,true,0.152986,0.97,0.95,0.95,true,bugFound,128,FN
502,3975338,26,true,0.393904,0.97,0.95,0.95,true,bugFound,47,FN
503,3983257,14,true,0.170953,0.97,0.95,0.95,true,bugFound,44,FN
504,3991176,19,true,0.264160,0.97,0.95,0.95,true,bugFound,39,FN
505,3999095,100,false,0.994375,0.97,0.95,0.95,true,confidence,108,TP
506,4007014,53,true,0.759207,0.97,0.95,0.95,true,bugFound,65,FN
507,4014933,9,true,0.086138,0.97,0.95,0.95,true,bugFound,30,FN
508,4022852,16,true,0.207772,0.97,0.95,0.95,true,bugFound,36,FN
509,4030771,84,true,0.930050,0.97,0.95,0.95,true,bugFound,112,FN
510,4038690,39,true,0.600936,0.97,0.95,0.95,true,bugFound,262,FN
511,4046609,14,true,0.170953,0.97,0.95,0.95,true,bugFound,46,FN
512,4054528,2,true,0.007250,0.97,0.95,0.95,true,bugFound,30,FN
513,4062447,4,true,0.022593,0.97,0.95,0.95,true,bugFound,34,FN
514,4070366,25,true,0.375873,0.97,0.95,0.95,true,bugFound,47,FN
515,4078285,23,true,0.339183,0.97,0.95,0.95,true,bugFound,44,FN
516,4086204,10,true,0.101895,0.97,0.95,0.95,true,bugFound,32,FN
517,4094123,17,true,0.226477,0.97,0.95,0.95,true,bugFound,39,FN
518,4102042,48,true,0.710124,0.97,0.95,0.95,true,bugFound,62,FN
519,4109961,5,true,0.032774,0.97,0.95,0.95,true,bugFound,30,FN
520,4117880,22,true,0.320580,0.97,0.95,0.95,true,bugFound,40,FN
521,4125799,7,true,0.057245,0.97,0.95,0.95,true,bugFound,40,FN
522,4133718,48,true,0.710124,0.97,0.95,0.95,true,bugFound,61,FN
523,4141637,9,true,0.086138,0.97,0.95,0.95,true,bugFound,38,FN
524,4149556,60,true,0.815721,0.97,0.95,0.95,true,bugFound,201,FN
525,4157475,1,true,0.002500,0.97,0.95,0.95,true,bugFound,33,FN
526,4165394,40,true,0.614464,0.97,0.95,0.95,true,bugFound,55,FN
527,4173313,21,true,0.301849,0.97,0.95,0.95,true,bugFound,45,FN
528,4181232,44,true,0.665043,0.97,0.95,0.95,true,bugFound,62,FN
529,4189151,41,true,0.627636,0.97,0.95,0.95,true,bugFound,58,FN
530,4197070,63,true,0.836079,0.97,0.95,0.95,true,bugFound,108,FN
531,4204989,14,true,0.170953,0.97,0.95,0.95,true,bugFound,41,FN
532,4212908,71,true,0.880769,0.97,0.95,0.95,true,bugFound,79,FN
533,4220827,9,true,0.086138,0.97,0.95,0.95,true,bugFound,30,FN
534,4228746,45,true,0.676819,0.97,0.95,0.95,true,bugFound,63,FN
535,4236665,15,true,0.189240,0.97,0.95,0.95,true,bugFound,38,FN
536,4244584,92,true,0.950024,0.97,0.95,0.95,true,bugFound,86,FN
537,4252503,29,true,0.446458,0.97,0.95,0.95,true,bugFound,50,FN
538,4260422,3,true,0.014019,0.97,0.95,0.95,true,bugFound,25,FN
539,4268341,2,true,0.007250,0.97,0.95,0.95,true,bugFound,32,FN
540,4276260,28,true,0.429215,0.97,0.95,0.95,true,bugFound,49,FN
541,4284179,29,true,0.446458,0.97,0.95,0.95,true,bugFound,46,FN
542,4292098,4,true,0.022593,0.97,0.95,0.95,true,bugFound,26,FN
543,4300017,46,true,0.688255,0.97,0.95,0.95,true,bugFound,92,FN
544,4307936,34,true,0.527974,0.97,0.95,0.95,true,bugFound,59,FN
545,4315855,39,true,0.600936,0.97,0.95,0.95,true,bugFound,205,FN
546,4323774,1,true,0.002500,0.97,0.95,0.95,true,bugFound,29,FN
547,4331693,2,true,0.007250,0.97,0.95,0.95,true,bugFound,27,FN
548,4339612,3,true,0.014019,0.97,0.95,0.95,true,bugFound,27,FN
549,4347531,1,true,0.002500,0.97,0.95,0.95,true,bugFound,28,FN
550,4355450,33,true,0.512331,0.97,0.95,0.99,true,bugFound,50,FN
551,4363369,9,true,0.086138,0.97,0.95,0.99,true,bugFound,31,FN
552,4371288,19,true,0.264160,0.97,0.95,0.99,true,bugFound,37,FN
553,4379207,2,true,0.007250,0.97,0.95,0.99,true,bugFound,33,FN
554,4387126,3,true,0.014019,0.97,0.95,0.99,true,bugFound,36,FN
555,4395045,20,true,0.283028,0.97,0.95,0.99,true,bugFound,41,FN
556,4402964,7,true,0.057245,0.97,0.95,0.99,true,bugFound,29,FN
557,4410883,59,true,0.808447,0.97,0.95,0.99,true,bugFound,72,FN
558,4418802,14,true,0.170953,0.97,0.95,0.99,true,bugFound,34,FN
559,4426721,47,true,0.699355,0.97,0.95,0.99,true,bugFound,70,FN
560,4434640,46,true,0.688255,0.97,0.95,0.99,true,bugFound,61,FN
561,4442559,47,true,0.699355,0.97,0.95,0.99,true,bugFound,64,FN
562,4450478,25,true,0.375873,0.97,0.95,0.99,true,bugFound,41,FN
563,4458397,34,true,0.527974,0.97,0.95,0.99,true,bugFound,54,FN
564,4466316,20,true,0.283028,0.97,0.95,0.99,true,bugFound,43,FN
565,4474235,35,true,0.543271,0.97,0.95,0.99,true,bugFound,52,FN
566,4482154,89,true,0.943272,0.97,0.95,0.99,true,bugFound,87,FN
567,4490073,41,true,0.627636,0.97,0.95,0.99,true,bugFound,49,FN
568,4497992,1,true,0.002500,0.97,0.95,0.99,true,bugFound,136,FN
569,4505911,100,false,0.994375,0.97,0.95,0.99,true,confidence,99,TP
570,4513830,23,true,0.339183,0.97,0.95,0.99,true,bugFound,38,FN
571,4521749,32,true,0.496350,0.97,0.95,0.99,true,bugFound,46,FN
572,4529668,30,true,0.463403,0.97,0.95,0.99,true,bugFound,42,FN
573,4537587,33,true,0.512331,0.97,0.95,0.99,true,bugFound,48,FN
574,4545506,100,false,0.994375,0.97,0.95,0.99,true,confidence,95,TP
575,4553425,100,false,0.994375,0.97,0.95,0.99,true,confidence,92,TP
576,4561344,48,true,0.710124,0.97,0.95,0.99,true,bugFound,54,FN
577,4569263,13,true,0.152986,0.97,0.95,0.99,true,bugFound,34,FN
578,4577182,100,false,0.994375,0.97,0.95,0.99,true,confidence,90,TP
579,4585101,30,true,0.463403,0.97,0.95,0.99,true,bugFound,53,FN
580,4593020,15,true,0.189240,0.97,0.95,0.99,true,bugFound,32,FN
581,4600939,4,true,0.022593,0.97,0.95,0.99,true,bugFound,24,FN
582,4608858,13,true,0.152986,0.97,0.95,0.99,true,bugFound,30,FN
583,4616777,3,true,0.014019,0.97,0.95,0.99,true,bugFound,23,FN
584,4624696,99,true,0.962919,0.97,0.95,0.99,true,bugFound,90,FN
585,4632615,4,true,0.022593,0.97,0.95,0.99,true,bugFound,24,FN
586,4640534,38,true,0.587052,0.97,0.95,0.99,true,bugFound,47,FN
587,4648453,19,true,0.264160,0.97,0.95,0.99,true,bugFound,34,FN
588,4656372,100,false,0.994375,0.97,0.95,0.99,true,confidence,199,TP
589,4664291,1,true,0.002500,0.97,0.95,0.99,true,bugFound,23,FN
590,4672210,55,true,0.776730,0.97,0.95,0.99,true,bugFound,59,FN
591,4680129,17,true,0.226477,0.97,0.95,0.99,true,bugFound,34,FN
592,4688048,29,true,0.446458,0.97,0.95,0.99,true,bugFound,41,FN
593,4695967,27,true,0.411691,0.97,0.95,0.99,true,bugFound,40,FN
594,4703886,38,true,0.587052,0.97,0.95,0.99,true,bugFound,48,FN
595,4711805,100,false,0.994375,0.97,0.95,0.99,true,confidence,89,TP
596,4719724,6,true,0.044381,0.97,0.95,0.99,true,bugFound,26,FN
597,4727643,6,true,0.044381,0.97,0.95,0.99,true,bugFound,25,FN
598,4735562,12,true,0.135424,0.97,0.95,0.99,true,bugFound,30,FN
599,4743481,100,false,0.994375,0.97,0.95,0.99,true,confidence,89,TP
600,4751400,6,true,0.044381,0.96,0.95,0.9,true,bugFound,26,FN
601,4759319,19,true,0.264160,0.96,0.95,0.9,true,bugFound,42,FN
602,4767238,4,true,0.022593,0.96,0.95,0.9,true,bugFound,25,FN
603,4775157,46,true,0.688255,0.96,0.95,0.9,true,bugFound,60,FN
604,4783076,43,true,0.652923,0.96,0.95,0.9,true,bugFound,53,FN
605,4790995,17,true,0.226477,0.96,0.95,0.9,true,bugFound,33,FN
606,4798914,46,true,0.688255,0.96,0.95,0.9,true,bugFound,52,FN
607,4806833,14,true,0.170953,0.96,0.95,0.9,true,bugFound,31,FN
608,4814752,40,true,0.614464,0.96,0.95,0.9,true,bugFound,49,FN
609,4822671,11,true,0.118360,0.96,0.95,0.9,true,bugFound,103,FN
610,4830590,13,true,0.152986,0.96,0.95,0.9,true,bugFound,30,FN
611,4838509,19,true,0.264160,0.96,0.95,0.9,true,bugFound,34,FN
612,4846428,4,true,0.022593,0.96,0.95,0.9,true,bugFound,24,FN
613,4854347,24,true,0.357624,0.96,0.95,0.9,true,bugFound,37,FN
614,4862266,8,true,0.071211,0.96,0.95,0.9,true,bugFound,27,FN
615,4870185,18,true,0.245293,0.96,0.95,0.9,true,bugFound,33,FN
616,4878104,29,true,0.446458,0.96,0.95,0.9,true,bugFound,41,FN
617,4886023,100,false,0.994375,0.96,0.95,0.9,true,confidence,90,TP
618,4893942,63,true,0.836079,0.96,0.95,0.9,true,bugFound,64,FN
619,4901861,96,true,0.957841,0.96,0.95,0.9,true,bugFound,87,FN
620,4909780,39,true,0.600936,0.96,0.95,0.9,true,bugFound,47,FN
621,4917699,40,true,0.614464,0.96,0.95,0.9,true,bugFound,48,FN
622,4925618,41,true,0.627636,0.96,0.95,0.9,true,bugFound,49,FN
623,4933537,24,true,0.357624,0.96,0.95,0.9,true,bugFound,38,FN
624,4941456,9,true,0.086138,0.96,0.95,0.9,true,bugFound,27,FN
625,4949375,25,true,0.375873,0.96,0.95,0.9,true,bugFound,38,FN
626,4957294,50,true,0.730693,0.96,0.95,0.9,true,bugFound,56,FN
627,4965213,2,true,0.007250,0.96,0.95,0.9,true,bugFound,22,FN
628,4973132,21,true,0.301849,0.96,0.95,0.9,true,bugFound,36,FN
629,4981051,82,true,0.923984,0.96,0.95,0.9,true,bugFound,77,FN
630,4988970,9,true,0.086138,0.96,0.95,0.9,true,bugFound,141,FN
631,4996889,34,true,0.527974,0.96,0.95,0.9,true,bugFound,55,FN
632,5004808,3,true,0.014019,0.96,0.95,0.9,true,bugFound,29,FN
633,5012727,13,true,0.152986,0.96,0.95,0.9,true,bugFound,45,FN
634,5020646,18,true,0.245293,0.96,0.95,0.9,true,bugFound,57,FN
635,5028565,6,true,0.044381,0.96,0.95,0.9,true,bugFound,28,FN
636,5036484,100,false,0.994375,0.96,0.95,0.9,true,confidence,102,TP
637,5044403,81,true,0.920767,0.96,0.95,0.9,true,bugFound,78,FN
638,5052322,12,true,0.135424,0.96,0.95,0.9,true,bugFound,29,FN
639,5060241,2,true,0.007250,0.96,0.95,0.9,true,bugFound,22,FN
640,5068160,8,true,0.071211,0.96,0.95,0.9,true,bugFound,27,FN
641,5076079,15,true,0.189240,0.96,0.95,0.9,true,bugFound,31,FN
642,5083998,8,true,0.071211,0.96,0.95,0.9,true,bugFound,26,FN
643,5091917,31,true,0.480038,0.96,0.95,0.9,true,bugFound,42,FN
644,5099836,2,true,0.007250,0.96,0.95,0.9,true,bugFound,22,FN
645,5107755,6,true,0.044381,0.96,0.95,0.9,true,bugFound,25,FN
646,5115674,9,true,0.086138,0.96,0.95,0.9,true,bugFound,27,FN
647,5123593,11,true,0.118360,0.96,0.95,0.9,true,bugFound,28,FN
648,5131512,3,true,0.014019,0.96,0.95,0.9,true,bugFound,23,FN
649,5139431,73,true,0.890030,0.96,0.95,0.9,true,bugFound,72,FN
650,5147350,18,true,0.245293,0.96,0.95,0.95,true,bugFound,33,FN
651,5155269,60,true,0.815721,0.96,0.95,0.95,true,bugFound,62,FN
652,5163188,75,true,0.898617,0.96,0.95,0.95,true,bugFound,73,FN
653,5171107,22,true,0.320580,0.96,0.95,0.95,true,bugFound,126,FN
654,5179026,2,true,0.007250,0.96,0.95,0.95,true,bugFound,24,FN
655,5186945,10,true,0.101895,0.96,0.95,0.95,true,bugFound,28,FN
656,5194864,3,true,0.014019,0.96,0.95,0.95,true,bugFound,24,FN
657,5202783,4,true,0.022593,0.96,0.95,0.95,true,bugFound,34,FN
658,5210702,7,true,0.057245,0.96,0.95,0.95,true,bugFound,27,FN
659,5218621,18,true,0.245293,0.96,0.95,0.95,true,bugFound,33,FN
660,5226540,29,true,0.446458,0.96,0.95,0.95,true,bugFound,41,FN
661,5234459,8,true,0.071211,0.96,0.95,0.95,true,bugFound,37,FN
662,5242378,2,true,0.007250,0.96,0.95,0.95,true,bugFound,24,FN
663,5250297,1,true,0.002500,0.96,0.95,0.95,true,bugFound,23,FN
664,5258216,23,true,0.339183,0.96,0.95,0.95,true,bugFound,37,FN
665,5266135,10,true,0.101895,0.96,0.95,0.95,true,bugFound,28,FN
666,5274054,87,true,0.938297,0.96,0.95,0.95,true,bugFound,129,FN
667,5281973,10,true,0.101895,0.96,0.95,0.95,true,bugFound,29,FN
668,5289892,20,true,0.283028,0.96,0.95,0.95,true,bugFound,35,FN
669,5297811,13,true,0.152986,0.96,0.95,0.95,true,bugFound,30,FN
670,5305730,5,true,0.032774,0.96,0.95,0.95,true,bugFound,34,FN
671,5313649,17,true,0.226477,0.96,0.95,0.95,true,bugFound,33,FN
672,5321568,12,true,0.135424,0.96,0.95,0.95,true,bugFound,35,FN
673,5329487,8,true,0.071211,0.96,0.95,0.95,true,bugFound,26,FN
674,5337406,1,true,0.002500,0.96,0.95,0.95,true,bugFound,23,FN
675,5345325,56,true,0.785066,0.96,0.95,0.95,true,bugFound,59,FN
676,5353244,50,true,0.730693,0.96,0.95,0.95,true,bugFound,84,FN
677,5361163,96,true,0.957841,0.96,0.95,0.95,true,bugFound,221,FN
678,5369082,23,true,0.339183,0.96,0.95,0.95,true,bugFound,50,FN
679,5377001,2,true,0.007250,0.96,0.95,0.95,true,bugFound,27,FN
680,5384920,9,true,0.086138,0.96,0.95,0.95,true,bugFound,29,FN
681,5392839,11,true,0.118360,0.96,0.95,0.95,true,bugFound,29,FN
682,5400758,3,true,0.014019,0.96,0.95,0.95,true,bugFound,27,FN
683,5408677,89,true,0.943272,0.96,0.95,0.95,true,bugFound,91,FN
684,5416596,4,true,0.022593,0.96,0.95,0.95,true,bugFound,30,FN
685,5424515,15,true,0.189240,0.96,0.95,0.95,true,bugFound,32,FN
686,5432434,1,true,0.002500,0.96,0.95,0.95,true,bugFound,29,FN
687,5440353,26,true,0.393904,0.96,0.95,0.95,true,bugFound,51,FN
688,5448272,23,true,0.339183,0.96,0.95,0.95,true,bugFound,45,FN
689,5456191,28,true,0.429215,0.96,0.95,0.95,true,bugFound,43,FN
690,5464110,49,true,0.720568,0.96,0.95,0.95,true,bugFound,67,FN
691,5472029,42,true,0.640455,0.96,0.95,0.95,true,bugFound,53,FN
692,5479948,57,true,0.793126,0.96,0.95,0.95,true,bugFound,66,FN
693,5487867,18,true,0.245293,0.96,0.95,0.95,true,bugFound,35,FN
694,5495786,38,true,0.587052,0.96,0.95,0.95,true,bugFound,97,FN
695,5503705,10,true,0.101895,0.96,0.95,0.95,true,bugFound,42,FN
696,5511624,25,true,0.375873,0.96,0.95,0.95,true,bugFound,43,FN
697,5519543,7,true,0.057245,0.96,0.95,0.95,true,bugFound,34,FN
698,5527462,11,true,0.118360,0.96,0.95,0.95,true,bugFound,31,FN
699,5535381,10,true,0.101895,0.96,0.95,0.95,true,bugFound,33,FN
700,5543300,37,true,0.572813,0.96,0.95,0.99,true,bugFound,160,FN
701,5551219,3,true,0.014019,0.96,0.95,0.99,true,bugFound,31,FN
702,5559138,3,true,0.014019,0.96,0.95,0.99,true,bugFound,30,FN
703,5567057,31,true,0.480038,0.96,0.95,0.99,true,bugFound,43,FN
704,5574976,21,true,0.301849,0.96,0.95,0.99,true,bugFound,41,FN
705,5582895,7,true,0.057245,0.96,0.95,0.99,true,bugFound,30,FN
706,5590814,20,true,0.283028,0.96,0.95,0.99,true,bugFound,41,FN
707,5598733,12,true,0.135424,0.96,0.95,0.99,true,bugFound,30,FN
708,5606652,28,true,0.429215,0.96,0.95,0.99,true,bugFound,45,FN
709,5614571,1,true,0.002500,0.96,0.95,0.99,true,bugFound,29,FN
710,5622490,25,true,0.375873,0.96,0.95,0.99,true,bugFound,49,FN
711,5630409,91,true,0.947864,0.96,0.95,0.99,true,bugFound,122,FN
712,5638328,4,true,0.022593,0.96,0.95,0.99,true,bugFound,27,FN
713,5646247,4,true,0.022593,0.96,0.95,0.99,true,bugFound,27,FN
714,5654166,18,true,0.245293,0.96,0.95,0.99,true,bugFound,40,FN
715,5662085,4,true,0.022593,0.96,0.95,0.99,true,bugFound,31,FN
716,5670004,25,true,0.375873,0.96,0.95,0.99,true,bugFound,47,FN
717,5677923,5,true,0.032774,0.96,0.95,0.99,true,bugFound,30,FN
718,5685842,43,true,0.652923,0.96,0.95,0.99,true,bugFound,55,FN
719,5693761,29,true,0.446458,0.96,0.95,0.99,true,bugFound,44,FN
720,5701680,14,true,0.170953,0.96,0.95,0.99,true,bugFound,36,FN
721,5709599,26,true,0.393904,0.96,0.95,0.99,true,bugFound,45,FN
722,5717518,50,true,0.730693,0.96,0.95,0.99,true,bugFound,60,FN
723,5725437,3,true,0.014019,0.96,0.95,0.99,true,bugFound,28,FN
724,5733356,53,true,0.759207,0.96,0.95,0.99,true,bugFound,56,FN
725,5741275,7,true,0.057245,0.96,0.95,0.99,true,bugFound,98,FN
726,5749194,15,true,0.189240,0.96,0.95,0.99,true,bugFound,35,FN
727,5757113,14,true,0.170953,0.96,0.95,0.99,true,bugFound,30,FN
