trial_id,seed,pass_rate,sample_count,true_size,estimated_size,ci_lower,ci_upper,ci_width,true_in_ci,relative_error
136,285084,0.05,25,50,58,44.00,77.00,33.00,true,0.160000
136,285084,0.05,50,50,50,40.00,62.00,22.00,true,0.000000
136,285084,0.05,100,50,46,39.00,54.00,15.00,true,0.080000
136,285084,0.05,200,50,43,38.00,49.00,11.00,false,0.140000
136,285084,0.05,500,50,46,42.00,50.00,8.00,true,0.080000
137,293003,0.05,1,50,88,56.00,138.00,82.00,false,0.760000
137,293003,0.05,5,50,97,66.00,143.00,77.00,false,0.940000
137,293003,0.05,10,50,77,55.00,109.00,54.00,false,0.540000
137,293003,0.05,25,50,54,41.00,71.00,30.00,true,0.080000
137,293003,0.05,50,50,50,40.00,62.00,22.00,true,0.000000
137,293003,0.05,100,50,52,44.00,61.00,17.00,true,0.040000
137,293003,0.05,200,50,51,45.00,58.00,13.00,true,0.020000
137,293003,0.05,500,50,51,47.00,55.00,8.00,true,0.020000
138,300922,0.05,1,50,86,55.00,135.00,80.00,false,0.720000
138,300922,0.05,5,50,66,45.00,99.00,54.00,true,0.320000
138,300922,0.05,10,50,59,42.00,85.00,43.00,true,0.180000
138,300922,0.05,25,50,51,39.00,67.00,28.00,true,0.020000
138,300922,0.05,50,50,56,45.00,69.00,24.00,true,0.120000
138,300922,0.05,100,50,53,45.00,62.00,17.00,true,0.060000
138,300922,0.05,200,50,47,42.00,53.00,11.00,true,0.060000
138,300922,0.05,500,50,48,44.00,52.00,8.00,true,0.040000
139,308841,0.05,1,50,94,61.00,148.00,87.00,false,0.880000
139,308841,0.05,5,50,66,45.00,99.00,54.00,true,0.320000
139,308841,0.05,10,50,61,43.00,87.00,44.00,true,0.220000
139,308841,0.05,25,50,56,42.00,73.00,31.00,true,0.120000
139,308841,0.05,50,50,46,37.00,57.00,20.00,true,0.080000
139,308841,0.05,100,50,46,39.00,54.00,15.00,true,0.080000
139,308841,0.05,200,50,48,42.00,54.00,12.00,true,0.040000
139,308841,0.05,500,50,49,45.00,53.00,8.00,true,0.020000
140,316760,0.05,1,50,89,57.00,140.00,83.00,false,0.780000
140,316760,0.05,5,50,86,59.00,128.00,69.00,false,0.720000
140,316760,0.05,10,50,63,45.00,90.00,45.00,true,0.260000
140,316760,0.05,25,50,61,46.00,80.00,34.00,true,0.220000
140,316760,0.05,50,50,57,46.00,70.00,24.00,true,0.140000
140,316760,0.05,100,50,49,41.00,57.00,16.00,true,0.020000
140,316760,0.05,200,50,49,43.00,55.00,12.00,true,0.020000
140,316760,0.05,500,50,50,46.00,54.00,8.00,true,0.000000
141,324679,0.05,1,50,82,52.00,129.00,77.00,false,0.640000
141,324679,0.05,5,50,74,50.00,110.00,60.00,true,0.480000
141,324679,0.05,10,50,60,42.00,85.00,43.00,true,0.200000
141,324679,0.05,25,50,51,38.00,67.00,29.00,true,0.020000
141,324679,0.05,50,50,51,41.00,63.00,22.00,true,0.020000
141,324679,0.05,100,50,50,43.00,59.00,16.00,true,0.000000
141,324679,0.05,200,50,48,43.00,55.00,12.00,true,0.040000
141,324679,0.05,500,50,48,44.00,52.00,8.00,true,0.040000
142,332598,0.05,1,50,92,59.00,145.00,86.00,false,0.840000
142,332598,0.05,5,50,68,46.00,101.00,55.00,true,0.360000
142,332598,0.05,10,50,80,56.00,113.00,57.00,false,0.600000
142,332598,0.05,25,50,61,47.00,80.00,33.00,true,0.220000
142,332598,0.05,50,50,59,48.00,73.00,25.00,true,0.180000
142,332598,0.05,100,50,53,45.00,62.00,17.00,true,0.060000
142,332598,0.05,200,50,51,45.00,57.00,12.00,true,0.020000
142,332598,0.05,500,50,50,46.00,54.00,8.00,true,0.000000
143,340517,0.05,1,50,88,56.00,138.00,82.00,false,0.760000
143,340517,0.05,5,50,70,47.00,104.00,57.00,true,0.400000
143,340517,0.05,10,50,79,56.00,111.00,55.00,false,0.580000
143,340517,0.05,25,50,75,58.00,99.00,41.00,false,0.500000
143,340517,0.05,50,50,62,50.00,77.00,27.00,true,0.240000
143,340517,0.05,100,50,62,53.00,73.00,20.00,false,0.240000
143,340517,0.05,200,50,53,47.00,59.00,12.00,true,0.060000
143,340517,0.05,500,50,50,46.00,54.00,8.00,true,0.000000
144,348436,0.05,1,50,95,61.00,149.00,88.00,false,0.900000
144,348436,0.05,5,50,91,62.00,135.00,73.00,false,0.820000
144,348436,0.05,10,50,92,65.00,130.00,65.00,false,0.840000
144,348436,0.05,25,50,55,42.00,73.00,31.00,true,0.100000
144,348436,0.05,50,50,53,43.00,66.00,23.00,true,0.060000
144,348436,0.05,100,50,53,45.00,62.00,17.00,true,0.060000
144,348436,0.05,200,50,52,46.00,58.00,12.00,true,0.040000
144,348436,0.05,500,50,51,47.00,56.00,9.00,true,0.020000
145,356355,0.05,1,50,59,38.00,94.00,56.00,true,0.180000
145,356355,0.05,5,50,53,36.00,80.00,44.00,true,0.060000
145,356355,0.05,10,50,57,40.00,81.00,41.00,true,0.140000
145,356355,0.05,25,50,54,41.00,71.00,30.00,true,0.080000
145,356355,0.05,50,50,57,46.00,70.00,24.00,true,0.140000
145,356355,0.05,100,50,62,53.00,72.00,19.00,false,0.240000
145,356355,0.05,200,50,56,50.00,63.00,13.00,true,0.120000
145,356355,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
146,364274,0.05,1,50,89,57.00,140.00,83.00,false,0.780000
146,364274,0.05,5,50,79,53.00,117.00,64.00,false,0.580000
146,364274,0.05,10,50,72,51.00,102.00,51.00,false,0.440000
146,364274,0.05,25,50,64,49.00,84.00,35.00,true,0.280000
146,364274,0.05,50,50,64,52.00,79.00,27.00,false,0.280000
146,364274,0.05,100,50,54,46.00,64.00,18.00,true,0.080000
146,364274,0.05,200,50,51,45.00,57.00,12.00,true,0.020000
146,364274,0.05,500,50,50,46.00,55.00,9.00,true,0.000000
147,372193,0.05,1,50,77,49.00,122.00,73.00,true,0.540000
147,372193,0.05,5,50,59,40.00,88.00,48.00,true,0.180000
147,372193,0.05,10,50,66,46.00,93.00,47.00,true,0.320000
147,372193,0.05,25,50,58,44.00,76.00,32.00,true,0.160000
147,372193,0.05,50,50,56,45.00,69.00,24.00,true,0.120000
147,372193,0.05,100,50,49,42.00,58.00,16.00,true,0.020000
147,372193,0.05,200,50,46,41.00,52.00,11.00,true,0.080000
147,372193,0.05,500,50,50,46.00,54.00,8.00,true,0.000000
148,380112,0.05,1,50,75,48.00,119.00,71.00,true,0.500000
148,380112,0.05,5,50,72,48.00,107.00,59.00,true,0.440000
148,380112,0.05,10,50,72,51.00,102.00,51.00,false,0.440000
148,380112,0.05,25,50,55,42.00,73.00,31.00,true,0.100000
148,380112,0.05,50,50,49,40.00,61.00,21.00,true,0.020000
148,380112,0.05,100,50,48,41.00,56.00,15.00,true,0.040000
148,380112,0.05,200,50,51,46.00,58.00,12.00,true,0.020000
148,380112,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
149,388031,0.05,1,50,90,58.00,142.00,84.00,false,0.800000
149,388031,0.05,5,50,93,63.00,138.00,75.00,false,0.860000
149,388031,0.05,10,50,85,60.00,120.00,60.00,false,0.700000
149,388031,0.05,25,50,65,50.00,86.00,36.00,true,0.300000
149,388031,0.05,50,50,70,57.00,86.00,29.00,false,0.400000
149,388031,0.05,100,50,65,55.00,76.00,21.00,false,0.300000
149,388031,0.05,200,50,58,51.00,65.00,14.00,false,0.160000
149,388031,0.05,500,50,52,48.00,57.00,9.00,true,0.040000
150,395950,0.05,1,50,92,59.00,145.00,86.00,false,0.840000
150,395950,0.05,5,50,88,60.00,131.00,71.00,false,0.760000
150,395950,0.05,10,50,67,47.00,95.00,48.00,true,0.340000
150,395950,0.05,25,50,49,37.00,64.00,27.00,true,0.020000
150,395950,0.05,50,50,52,42.00,64.00,22.00,true,0.040000
150,395950,0.05,100,50,50,42.00,59.00,17.00,true,0.000000
150,395950,0.05,200,50,52,46.00,59.00,13.00,true,0.040000
150,395950,0.05,500,50,54,49.00,58.00,9.00,true,0.080000
151,403869,0.05,1,50,83,53.00,131.00,78.00,false,0.660000
151,403869,0.05,5,50,53,36.00,80.00,44.00,true,0.060000
151,403869,0.05,10,50,57,40.00,82.00,42.00,true,0.140000
151,403869,0.05,25,50,61,46.00,79.00,33.00,true,0.220000
151,403869,0.05,50,50,57,46.00,71.00,25.00,true,0.140000
151,403869,0.05,100,50,56,48.00,66.00,18.00,true,0.120000
151,403869,0.05,200,50,52,47.00,59.00,12.00,true,0.040000
151,403869,0.05,500,50,53,49.00,57.00,8.00,true,0.060000
152,411788,0.05,1,50,74,47.00,116.00,69.00,true,0.480000
152,411788,0.05,5,50,53,36.00,80.00,44.00,true,0.060000
152,411788,0.05,10,50,43,30.00,62.00,32.00,true,0.140000
152,411788,0.05,25,50,42,32.00,56.00,24.00,true,0.160000
152,411788,0.05,50,50,41,33.00,51.00,18.00,true,0.180000
152,411788,0.05,100,50,47,40.00,55.00,15.00,true,0.060000
152,411788,0.05,200,50,46,41.00,52.00,11.00,true,0.080000
152,411788,0.05,500,50,47,43.00,51.00,8.00,true,0.060000
153,419707,0.05,1,50,59,38.00,94.00,56.00,true,0.180000
153,419707,0.05,5,50,58,39.00,87.00,48.00,true,0.160000
153,419707,0.05,10,50,61,43.00,87.00,44.00,true,0.220000
153,419707,0.05,25,50,67,51.00,88.00,37.00,false,0.340000
153,419707,0.05,50,50,59,48.00,73.00,25.00,true,0.180000
153,419707,0.05,100,50,53,45.00,62.00,17.00,true,0.060000
153,419707,0.05,200,50,58,51.00,65.00,14.00,false,0.160000
153,419707,0.05,500,50,51,47.00,55.00,8.00,true,0.020000
154,427626,0.05,1,50,96,62.00,150.00,88.00,false,0.920000
154,427626,0.05,5,50,71,48.00,107.00,59.00,true,0.420000
154,427626,0.05,10,50,81,57.00,115.00,58.00,false,0.620000
154,427626,0.05,25,50,58,44.00,76.00,32.00,true,0.160000
154,427626,0.05,50,50,59,47.00,72.00,25.00,true,0.180000
154,427626,0.05,100,50,48,41.00,57.00,16.00,true,0.040000
154,427626,0.05,200,50,52,46.00,59.00,13.00,true,0.040000
154,427626,0.05,500,50,52,48.00,57.00,9.00,true,0.040000
155,435545,0.05,1,50,92,59.00,145.00,86.00,false,0.840000
155,435545,0.05,5,50,67,45.00,100.00,55.00,true,0.340000
155,435545,0.05,10,50,62,44.00,88.00,44.00,true,0.240000
155,435545,0.05,25,50,64,49.00,84.00,35.00,true,0.280000
155,435545,0.05,50,50,55,44.00,68.00,24.00,true,0.100000
155,435545,0.05,100,50,55,46.00,64.00,18.00,true,0.100000
155,435545,0.05,200,50,54,48.00,61.00,13.00,true,0.080000
155,435545,0.05,500,50,51,47.00,56.00,9.00,true,0.020000
156,443464,0.05,1,50,90,57.00,141.00,84.00,false,0.800000
156,443464,0.05,5,50,72,49.00,107.00,58.00,true,0.440000
156,443464,0.05,10,50,68,48.00,97.00,49.00,true,0.360000
156,443464,0.05,25,50,66,51.00,87.00,36.00,false,0.320000
156,443464,0.05,50,50,52,42.00,64.00,22.00,true,0.040000
156,443464,0.05,100,50,51,43.00,60.00,17.00,true,0.020000
156,443464,0.05,200,50,48,43.00,55.00,12.00,true,0.040000
156,443464,0.05,500,50,48,45.00,52.00,7.00,true,0.040000
157,451383,0.05,1,50,93,60.00,146.00,86.00,false,0.860000
157,451383,0.05,5,50,72,49.00,107.00,58.00,true,0.440000
157,451383,0.05,10,50,69,49.00,98.00,49.00,true,0.380000
157,451383,0.05,25,50,51,38.00,67.00,29.00,true,0.020000
157,451383,0.05,50,50,58,47.00,71.00,24.00,true,0.160000
157,451383,0.05,100,50,54,46.00,64.00,18.00,true,0.080000
157,451383,0.05,200,50,50,44.00,56.00,12.00,true,0.000000
157,451383,0.05,500,50,52,48.00,57.00,9.00,true,0.040000
158,459302,0.05,1,50,91,58.00,143.00,85.00,false,0.820000
158,459302,0.05,5,50,69,47.00,103.00,56.00,true,0.380000
158,459302,0.05,10,50,65,46.00,92.00,46.00,true,0.300000
158,459302,0.05,25,50,50,38.00,67.00,29.00,true,0.000000
158,459302,0.05,50,50,47,38.00,58.00,20.00,true,0.060000
158,459302,0.05,100,50,49,42.00,58.00,16.00,true,0.020000
158,459302,0.05,200,50,47,41.00,53.00,12.00,true,0.060000
158,459302,0.05,500,50,48,44.00,52.00,8.00,true,0.040000
159,467221,0.05,1,50,94,61.00,148.00,87.00,false,0.880000
159,467221,0.05,5,50,70,47.00,104.00,57.00,true,0.400000
159,467221,0.05,10,50,74,52.00,105.00,53.00,false,0.480000
159,467221,0.05,25,50,65,50.00,85.00,35.00,true,0.300000
159,467221,0.05,50,50,59,48.00,73.00,25.00,true,0.180000
159,467221,0.05,100,50,61,52.00,71.00,19.00,false,0.220000
159,467221,0.05,200,50,62,55.00,70.00,15.00,false,0.240000
159,467221,0.05,500,50,55,51.00,60.00,9.00,false,0.100000
160,475140,0.05,1,50,95,61.00,149.00,88.00,false,0.900000
160,475140,0.05,5,50,66,45.00,99.00,54.00,true,0.320000
160,475140,0.05,10,50,70,49.00,99.00,50.00,true,0.400000
160,475140,0.05,25,50,57,44.00,75.00,31.00,true,0.140000
160,475140,0.05,50,50,55,44.00,68.00,24.00,true,0.100000
160,475140,0.05,100,50,48,40.00,56.00,16.00,true,0.040000
160,475140,0.05,200,50,46,41.00,52.00,11.00,true,0.080000
160,475140,0.05,500,50,48,45.00,52.00,7.00,true,0.040000
161,483059,0.05,1,50,78,50.00,123.00,73.00,true,0.560000
161,483059,0.05,5,50,69,46.00,103.00,57.00,true,0.380000
161,483059,0.05,10,50,65,46.00,92.00,46.00,true,0.300000
161,483059,0.05,25,50,52,40.00,69.00,29.00,true,0.040000
161,483059,0.05,50,50,54,43.00,66.00,23.00,true,0.080000
161,483059,0.05,100,50,52,44.00,61.00,17.00,true,0.040000
161,483059,0.05,200,50,48,43.00,55.00,12.00,true,0.040000
161,483059,0.05,500,50,51,47.00,55.00,8.00,true,0.020000
162,490978,0.05,1,50,83,53.00,131.00,78.00,false,0.660000
162,490978,0.05,5,50,92,63.00,137.00,74.00,false,0.840000
162,490978,0.05,10,50,88,62.00,124.00,62.00,false,0.760000
162,490978,0.05,25,50,59,45.00,78.00,33.00,true,0.180000
162,490978,0.05,50,50,57,46.00,70.00,24.00,true,0.140000
162,490978,0.05,100,50,47,40.00,55.00,15.00,true,0.060000
162,490978,0.05,200,50,47,41.00,53.00,12.00,true,0.060000
162,490978,0.05,500,50,45,41.00,49.00,8.00,false,0.100000
163,498897,0.05,1,50,88,57.00,139.00,82.00,false,0.760000
163,498897,0.05,5,50,70,47.00,105.00,58.00,true,0.400000
163,498897,0.05,10,50,68,48.00,97.00,49.00,true,0.360000
163,498897,0.05,25,50,58,44.00,76.00,32.00,true,0.160000
163,498897,0.05,50,50,57,46.00,70.00,24.00,true,0.140000
163,498897,0.05,100,50,56,48.00,66.00,18.00,true,0.120000
163,498897,0.05,200,50,53,47.00,60.00,13.00,true,0.060000
163,498897,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
164,506816,0.05,1,50,80,51.00,126.00,75.00,false,0.600000
164,506816,0.05,5,50,58,39.00,86.00,47.00,true,0.160000
164,506816,0.05,10,50,56,40.00,81.00,41.00,true,0.120000
164,506816,0.05,25,50,56,43.00,74.00,31.00,true,0.120000
164,506816,0.05,50,50,49,39.00,61.00,22.00,true,0.020000
164,506816,0.05,100,50,45,38.00,53.00,15.00,true,0.100000
164,506816,0.05,200,50,46,41.00,52.00,11.00,true,0.080000
164,506816,0.05,500,50,48,44.00,52.00,8.00,true,0.040000
165,514735,0.05,1,50,82,53.00,129.00,76.00,false,0.640000
165,514735,0.05,5,50,59,40.00,88.00,48.00,true,0.180000
165,514735,0.05,10,50,54,38.00,77.00,39.00,true,0.080000
165,514735,0.05,25,50,56,43.00,74.00,31.00,true,0.120000
165,514735,0.05,50,50,60,49.00,75.00,26.00,true,0.200000
165,514735,0.05,100,50,57,49.00,67.00,18.00,true,0.140000
165,514735,0.05,200,50,51,45.00,57.00,12.00,true,0.020000
165,514735,0.05,500,50,50,46.00,54.00,8.00,true,0.000000
166,522654,0.05,1,50,92,59.00,144.00,85.00,false,0.840000
166,522654,0.05,5,50,90,61.00,133.00,72.00,false,0.800000
166,522654,0.05,10,50,67,47.00,95.00,48.00,true,0.340000
166,522654,0.05,25,50,62,47.00,81.00,34.00,true,0.240000
166,522654,0.05,50,50,60,49.00,74.00,25.00,true,0.200000
166,522654,0.05,100,50,51,43.00,59.00,16.00,true,0.020000
166,522654,0.05,200,50,53,47.00,59.00,12.00,true,0.060000
166,522654,0.05,500,50,53,49.00,58.00,9.00,true,0.060000
167,530573,0.05,1,50,94,60.00,147.00,87.00,false,0.880000
167,530573,0.05,5,50,73,50.00,109.00,59.00,true,0.460000
167,530573,0.05,10,50,67,47.00,95.00,48.00,true,0.340000
167,530573,0.05,25,50,65,49.00,85.00,36.00,true,0.300000
167,530573,0.05,50,50,65,53.00,80.00,27.00,false,0.300000
167,530573,0.05,100,50,57,49.00,67.00,18.00,true,0.140000
167,530573,0.05,200,50,51,45.00,57.00,12.00,true,0.020000
167,530573,0.05,500,50,49,45.00,53.00,8.00,true,0.020000
168,538492,0.05,1,50,89,57.00,140.00,83.00,false,0.780000
168,538492,0.05,5,50,54,37.00,82.00,45.00,true,0.080000
168,538492,0.05,10,50,55,39.00,79.00,40.00,true,0.100000
168,538492,0.05,25,50,53,41.00,70.00,29.00,true,0.060000
168,538492,0.05,50,50,54,44.00,67.00,23.00,true,0.080000
168,538492,0.05,100,50,52,45.00,62.00,17.00,true,0.040000
168,538492,0.05,200,50,50,44.00,56.00,12.00,true,0.000000
168,538492,0.05,500,50,46,42.00,50.00,8.00,true,0.080000
169,546411,0.05,1,50,80,51.00,126.00,75.00,false,0.600000
169,546411,0.05,5,50,69,47.00,103.00,56.00,true,0.380000
169,546411,0.05,10,50,59,41.00,84.00,43.00,true,0.180000
169,546411,0.05,25,50,51,38.00,67.00,29.00,true,0.020000
169,546411,0.05,50,50,49,39.00,60.00,21.00,true,0.020000
169,546411,0.05,100,50,46,39.00,54.00,15.00,true,0.080000
169,546411,0.05,200,50,49,43.00,55.00,12.00,true,0.020000
169,546411,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
170,554330,0.05,1,50,91,58.00,143.00,85.00,false,0.820000
170,554330,0.05,5,50,73,49.00,108.00,59.00,true,0.460000
170,554330,0.05,10,50,75,53.00,106.00,53.00,false,0.500000
170,554330,0.05,25,50,53,40.00,70.00,30.00,true,0.060000
170,554330,0.05,50,50,49,40.00,61.00,21.00,true,0.020000
170,554330,0.05,100,50,51,43.00,60.00,17.00,true,0.020000
170,554330,0.05,200,50,49,43.00,55.00,12.00,true,0.020000
170,554330,0.05,500,50,50,46.00,54.00,8.00,true,0.000000
171,562249,0.05,1,50,86,55.00,136.00,81.00,false,0.720000
171,562249,0.05,5,50,91,62.00,135.00,73.00,false,0.820000
171,562249,0.05,10,50,74,52.00,105.00,53.00,false,0.480000
171,562249,0.05,25,50,65,50.00,85.00,35.00,true,0.300000
171,562249,0.05,50,50,54,44.00,67.00,23.00,true,0.080000
171,562249,0.05,100,50,52,44.00,61.00,17.00,true,0.040000
171,562249,0.05,200,50,51,46.00,58.00,12.00,true,0.020000
171,562249,0.05,500,50,51,47.00,55.00,8.00,true,0.020000
172,570168,0.05,1,50,91,58.00,143.00,85.00,false,0.820000
172,570168,0.05,5,50,96,65.00,142.00,77.00,false,0.920000
172,570168,0.05,10,50,62,44.00,88.00,44.00,true,0.240000
172,570168,0.05,25,50,54,41.00,71.00,30.00,true,0.080000
172,570168,0.05,50,50,48,38.00,59.00,21.00,true,0.040000
172,570168,0.05,100,50,47,40.00,55.00,15.00,true,0.060000
172,570168,0.05,200,50,50,44.00,56.00,12.00,true,0.000000
172,570168,0.05,500,50,51,47.00,55.00,8.00,true,0.020000
173,578087,0.05,1,50,87,56.00,137.00,81.00,false,0.740000
173,578087,0.05,5,50,89,60.00,132.00,72.00,false,0.780000
173,578087,0.05,10,50,78,56.00,111.00,55.00,false,0.560000
173,578087,0.05,25,50,76,58.00,100.00,42.00,false,0.520000
173,578087,0.05,50,50,64,52.00,79.00,27.00,false,0.280000
173,578087,0.05,100,50,55,46.00,64.00,18.00,true,0.100000
173,578087,0.05,200,50,52,46.00,59.00,13.00,true,0.040000
173,578087,0.05,500,50,53,49.00,57.00,8.00,true,0.060000
174,586006,0.05,1,50,95,61.00,149.00,88.00,false,0.900000
174,586006,0.05,5,50,90,61.00,134.00,73.00,false,0.800000
174,586006,0.05,10,50,83,59.00,117.00,58.00,false,0.660000
174,586006,0.05,25,50,59,45.00,77.00,32.00,true,0.180000
174,586006,0.05,50,50,54,43.00,66.00,23.00,true,0.080000
174,586006,0.05,100,50,52,44.00,61.00,17.00,true,0.040000
174,586006,0.05,200,50,50,44.00,56.00,12.00,true,0.000000
174,586006,0.05,500,50,49,45.00,53.00,8.00,true,0.020000
175,593925,0.05,1,50,90,58.00,142.00,84.00,false,0.800000
175,593925,0.05,5,50,86,58.00,127.00,69.00,false,0.720000
175,593925,0.05,10,50,77,54.00,109.00,55.00,false,0.540000
175,593925,0.05,25,50,64,49.00,84.00,35.00,true,0.280000
175,593925,0.05,50,50,54,44.00,67.00,23.00,true,0.080000
175,593925,0.05,100,50,52,44.00,61.00,17.00,true,0.040000
175,593925,0.05,200,50,53,47.00,60.00,13.00,true,0.060000
175,593925,0.05,500,50,53,49.00,57.00,8.00,true,0.060000
176,601844,0.05,1,50,73,46.00,115.00,69.00,true,0.460000
176,601844,0.05,5,50,76,51.00,113.00,62.00,false,0.520000
176,601844,0.05,10,50,73,52.00,104.00,52.00,false,0.460000
176,601844,0.05,25,50,67,51.00,88.00,37.00,false,0.340000
176,601844,0.05,50,50,58,47.00,72.00,25.00,true,0.160000
176,601844,0.05,100,50,52,45.00,62.00,17.00,true,0.040000
176,601844,0.05,200,50,52,46.00,59.00,13.00,true,0.040000
176,601844,0.05,500,50,50,47.00,55.00,8.00,true,0.000000
177,609763,0.05,1,50,89,57.00,140.00,83.00,false,0.780000
177,609763,0.05,5,50,83,56.00,123.00,67.00,false,0.660000
177,609763,0.05,10,50,63,44.00,89.00,45.00,true,0.260000
177,609763,0.05,25,50,45,34.00,59.00,25.00,true,0.100000
177,609763,0.05,50,50,47,38.00,59.00,21.00,true,0.060000
177,609763,0.05,100,50,46,39.00,54.00,15.00,true,0.080000
177,609763,0.05,200,50,49,44.00,56.00,12.00,true,0.020000
177,609763,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
178,617682,0.05,1,50,85,55.00,134.00,79.00,false,0.700000
178,617682,0.05,5,50,88,60.00,130.00,70.00,false,0.760000
178,617682,0.05,10,50,80,57.00,113.00,56.00,false,0.600000
178,617682,0.05,25,50,61,46.00,80.00,34.00,true,0.220000
178,617682,0.05,50,50,56,45.00,70.00,25.00,true,0.120000
178,617682,0.05,100,50,54,46.00,63.00,17.00,true,0.080000
178,617682,0.05,200,50,53,47.00,60.00,13.00,true,0.060000
178,617682,0.05,500,50,49,45.00,53.00,8.00,true,0.020000
179,625601,0.05,1,50,94,61.00,148.00,87.00,false,0.880000
179,625601,0.05,5,50,50,33.00,75.00,42.00,true,0.000000
179,625601,0.05,10,50,48,34.00,69.00,35.00,true,0.040000
179,625601,0.05,25,50,51,39.00,67.00,28.00,true,0.020000
179,625601,0.05,50,50,48,39.00,60.00,21.00,true,0.040000
179,625601,0.05,100,50,49,41.00,57.00,16.00,true,0.020000
179,625601,0.05,200,50,53,47.00,60.00,13.00,true,0.060000
179,625601,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
180,633520,0.05,1,50,62,39.00,98.00,59.00,true,0.240000
180,633520,0.05,5,50,61,41.00,91.00,50.00,true,0.220000
180,633520,0.05,10,50,62,44.00,88.00,44.00,true,0.240000
180,633520,0.05,25,50,60,46.00,79.00,33.00,true,0.200000
180,633520,0.05,50,50,52,42.00,64.00,22.00,true,0.040000
180,633520,0.05,100,50,55,46.00,64.00,18.00,true,0.100000
180,633520,0.05,200,50,51,45.00,57.00,12.00,true,0.020000
180,633520,0.05,500,50,49,46.00,54.00,8.00,true,0.020000
181,641439,0.05,1,50,76,49.00,120.00,71.00,true,0.520000
181,641439,0.05,5,50,82,56.00,122.00,66.00,false,0.640000
181,641439,0.05,10,50,82,58.00,116.00,58.00,false,0.640000
181,641439,0.05,25,50,69,53.00,91.00,38.00,false,0.380000
181,641439,0.05,50,50,57,46.00,71.00,25.00,true,0.140000
181,641439,0.05,100,50,54,46.00,64.00,18.00,true,0.080000
181,641439,0.05,200,50,51,45.00,57.00,12.00,true,0.020000
181,641439,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
182,649358,0.05,1,50,86,55.00,136.00,81.00,false,0.720000
182,649358,0.05,5,50,91,62.00,135.00,73.00,false,0.820000
182,649358,0.05,10,50,88,63.00,125.00,62.00,false,0.760000
182,649358,0.05,25,50,89,68.00,116.00,48.00,false,0.780000
182,649358,0.05,50,50,57,46.00,70.00,24.00,true,0.140000
182,649358,0.05,100,50,54,46.00,63.00,17.00,true,0.080000
182,649358,0.05,200,50,49,43.00,55.00,12.00,true,0.020000
182,649358,0.05,500,50,48,45.00,52.00,7.00,true,0.040000
183,657277,0.05,1,50,76,49.00,120.00,71.00,true,0.520000
183,657277,0.05,5,50,75,51.00,112.00,61.00,false,0.500000
183,657277,0.05,10,50,71,50.00,101.00,51.00,true,0.420000
183,657277,0.05,25,50,56,43.00,74.00,31.00,true,0.120000
183,657277,0.05,50,50,43,35.00,54.00,19.00,true,0.140000
183,657277,0.05,100,50,44,37.00,52.00,15.00,true,0.120000
183,657277,0.05,200,50,50,45.00,57.00,12.00,true,0.000000
183,657277,0.05,500,50,47,43.00,51.00,8.00,true,0.060000
184,665196,0.05,1,50,91,58.00,143.00,85.00,false,0.820000
184,665196,0.05,5,50,69,47.00,103.00,56.00,true,0.380000
184,665196,0.05,10,50,75,53.00,106.00,53.00,false,0.500000
184,665196,0.05,25,50,54,41.00,71.00,30.00,true,0.080000
184,665196,0.05,50,50,46,37.00,57.00,20.00,true,0.080000
184,665196,0.05,100,50,46,39.00,54.00,15.00,true,0.080000
184,665196,0.05,200,50,50,45.00,57.00,12.00,true,0.000000
184,665196,0.05,500,50,52,48.00,56.00,8.00,true,0.040000
185,673115,0.05,1,50,73,46.00,115.00,69.00,true,0.460000
185,673115,0.05,5,50,56,38.00,84.00,46.00,true,0.120000
185,673115,0.05,10,50,56,39.00,79.00,40.00,true,0.120000
185,673115,0.05,25,50,59,45.00,77.00,32.00,true,0.180000
185,673115,0.05,50,50,56,45.00,69.00,24.00,true,0.120000
185,673115,0.05,100,50,55,47.00,65.00,18.00,true,0.100000
185,673115,0.05,200,50,53,47.00,60.00,13.00,true,0.060000
185,673115,0.05,500,50,52,48.00,57.00,9.00,true,0.040000
186,681034,0.05,1,50,84,54.00,132.00,78.00,false,0.680000
186,681034,0.05,5,50,57,39.00,86.00,47.00,true,0.140000
186,681034,0.05,10,50,52,36.00,74.00,38.00,true,0.040000
186,681034,0.05,25,50,44,33.00,58.00,25.00,true,0.120000
186,681034,0.05,50,50,51,41.00,63.00,22.00,true,0.020000
186,681034,0.05,100,50,53,45.00,62.00,17.00,true,0.060000
186,681034,0.05,200,50,51,45.00,57.00,12.00,true,0.020000
186,681034,0.05,500,50,50,46.00,55.00,9.00,true,0.000000
187,688953,0.05,1,50,81,52.00,127.00,75.00,false,0.620000
187,688953,0.05,5,50,64,43.00,96.00,53.00,true,0.280000
187,688953,0.05,10,50,68,48.00,97.00,49.00,true,0.360000
187,688953,0.05,25,50,64,49.00,85.00,36.00,true,0.280000
187,688953,0.05,50,50,47,38.00,58.00,20.00,true,0.060000
