trial_id,seed,scenario,approach,witness_density,sample_size,witness_found,tests_run,elapsed_micros,witness_value,shrink_candidates_tested,shrink_improvements_made
427,15838,moderate,double_negation,0.1,500,true,15,29,113100,0,0
428,23757,moderate,double_negation,0.1,500,true,1,18,950930,0,0
429,31676,moderate,double_negation,0.1,500,true,1,19,89290,0,0
430,39595,moderate,double_negation,0.1,500,true,5,32,335710,0,0
431,47514,moderate,double_negation,0.1,500,true,18,31,901710,0,0
432,55433,moderate,double_negation,0.1,500,true,2,19,335360,0,0
433,63352,moderate,double_negation,0.1,500,true,7,24,209710,0,0
434,71271,moderate,double_negation,0.1,500,true,7,23,938390,0,0
435,79190,moderate,double_negation,0.1,500,true,12,27,822310,0,0
436,87109,moderate,double_negation,0.1,500,true,4,20,121500,0,0
437,95028,moderate,double_negation,0.1,500,true,5,21,902230,0,0
438,102947,moderate,double_negation,0.1,500,true,5,21,732950,0,0
439,110866,moderate,double_negation,0.1,500,true,21,33,567210,0,0
440,118785,moderate,double_negation,0.1,500,true,4,21,677810,0,0
441,126704,moderate,double_negation,0.1,500,true,19,42,12860,0,0
442,134623,moderate,double_negation,0.1,500,true,1,20,27700,0,0
443,142542,moderate,double_negation,0.1,500,true,3,20,935240,0,0
444,150461,moderate,double_negation,0.1,500,true,11,27,670910,0,0
445,158380,moderate,double_negation,0.1,500,true,1,19,965740,0,0
446,166299,moderate,double_negation,0.1,500,true,1,18,301620,0,0
447,174218,moderate,double_negation,0.1,500,true,7,24,203120,0,0
448,182137,moderate,double_negation,0.1,500,true,17,31,224160,0,0
449,190056,moderate,double_negation,0.1,500,true,13,28,837070,0,0
450,0,dense,first_class,0.5,100,true,1,64,266430,0,0
451,7919,dense,first_class,0.5,100,true,1,46,690100,0,0
452,15838,dense,first_class,0.5,100,true,1,24,873502,0,0
453,23757,dense,first_class,0.5,100,true,1,16,950930,0,0
454,31676,dense,first_class,0.5,100,true,1,14,89290,0,0
455,39595,dense,first_class,0.5,100,true,1,13,329272,0,0
456,47514,dense,first_class,0.5,100,true,4,26,855022,0,0
457,55433,dense,first_class,0.5,100,true,1,15,642852,0,0
458,63352,dense,first_class,0.5,100,true,1,21,618558,0,0
459,71271,dense,first_class,0.5,100,true,1,15,751638,0,0
460,79190,dense,first_class,0.5,100,true,2,15,566818,0,0
461,87109,dense,first_class,0.5,100,true,4,26,121500,0,0
462,95028,dense,first_class,0.5,100,true,2,19,473272,0,0
463,102947,dense,first_class,0.5,100,true,1,14,711658,0,0
464,110866,dense,first_class,0.5,100,true,1,22,207388,0,0
465,118785,dense,first_class,0.5,100,true,1,13,950458,0,0
466,126704,dense,first_class,0.5,100,true,5,16,640338,0,0
467,134623,dense,first_class,0.5,100,true,1,13,27700,0,0
468,142542,dense,first_class,0.5,100,true,3,14,935240,0,0
469,150461,dense,first_class,0.5,100,true,4,15,18434,0,0
470,158380,dense,first_class,0.5,100,true,1,12,965740,0,0
471,166299,dense,first_class,0.5,100,true,1,12,301620,0,0
472,174218,dense,first_class,0.5,100,true,3,14,475188,0,0
473,182137,dense,first_class,0.5,100,true,3,14,104486,0,0
474,190056,dense,first_class,0.5,100,true,11,20,894128,0,0
475,0,dense,double_negation,0.5,100,true,1,18,266430,0,0
476,7919,dense,double_negation,0.5,100,true,1,14,690100,0,0
477,15838,dense,double_negation,0.5,100,true,1,13,873502,0,0
478,23757,dense,double_negation,0.5,100,true,1,13,950930,0,0
479,31676,dense,double_negation,0.5,100,true,1,13,89290,0,0
480,39595,dense,double_negation,0.5,100,true,1,19,329272,0,0
481,47514,dense,double_negation,0.5,100,true,4,17,855022,0,0
482,55433,dense,double_negation,0.5,100,true,1,175,642852,0,0
483,63352,dense,double_negation,0.5,100,true,1,25,618558,0,0
484,71271,dense,double_negation,0.5,100,true,1,17,751638,0,0
485,79190,dense,double_negation,0.5,100,true,2,22,566818,0,0
486,87109,dense,double_negation,0.5,100,true,4,18,121500,0,0
487,95028,dense,double_negation,0.5,100,true,2,15,473272,0,0
488,102947,dense,double_negation,0.5,100,true,1,14,711658,0,0
489,110866,dense,double_negation,0.5,100,true,1,16,207388,0,0
490,118785,dense,double_negation,0.5,100,true,1,14,950458,0,0
491,126704,dense,double_negation,0.5,100,true,5,17,640338,0,0
492,134623,dense,double_negation,0.5,100,true,1,15,27700,0,0
493,142542,dense,double_negation,0.5,100,true,3,16,935240,0,0
494,150461,dense,double_negation,0.5,100,true,4,16,18434,0,0
495,158380,dense,double_negation,0.5,100,true,1,32,965740,0,0
496,166299,dense,double_negation,0.5,100,true,1,14,301620,0,0
497,174218,dense,double_negation,0.5,100,true,3,24,475188,0,0
498,182137,dense,double_negation,0.5,100,true,3,16,104486,0,0
499,190056,dense,double_negation,0.5,100,true,11,22,894128,0,0
500,0,dense,first_class,0.5,200,true,1,20,266430,0,0
501,7919,dense,first_class,0.5,200,true,1,18,690100,0,0
502,15838,dense,first_class,0.5,200,true,1,15,873502,0,0
503,23757,dense,first_class,0.5,200,true,1,15,950930,0,0
504,31676,dense,first_class,0.5,200,true,1,14,89290,0,0
505,39595,dense,first_class,0.5,200,true,1,22,329272,0,0
506,47514,dense,first_class,0.5,200,true,4,21,855022,0,0
507,55433,dense,first_class,0.5,200,true,1,15,642852,0,0
508,63352,dense,first_class,0.5,200,true,1,15,618558,0,0
509,71271,dense,first_class,0.5,200,true,1,29,751638,0,0
510,79190,dense,first_class,0.5,200,true,2,194,566818,0,0
511,87109,dense,first_class,0.5,200,true,4,24,121500,0,0
512,95028,dense,first_class,0.5,200,true,2,17,473272,0,0
513,102947,dense,first_class,0.5,200,true,1,17,711658,0,0
514,110866,dense,first_class,0.5,200,true,1,15,207388,0,0
515,118785,dense,first_class,0.5,200,true,1,15,950458,0,0
516,126704,dense,first_class,0.5,200,true,5,29,640338,0,0
517,134623,dense,first_class,0.5,200,true,1,16,27700,0,0
518,142542,dense,first_class,0.5,200,true,3,19,935240,0,0
519,150461,dense,first_class,0.5,200,true,4,20,18434,0,0
520,158380,dense,first_class,0.5,200,true,1,15,965740,0,0
521,166299,dense,first_class,0.5,200,true,1,15,301620,0,0
522,174218,dense,first_class,0.5,200,true,3,16,475188,0,0
523,182137,dense,first_class,0.5,200,true,3,16,104486,0,0
524,190056,dense,first_class,0.5,200,true,11,26,894128,0,0
525,0,dense,double_negation,0.5,200,true,1,22,266430,0,0
526,7919,dense,double_negation,0.5,200,true,1,27,690100,0,0
527,15838,dense,double_negation,0.5,200,true,1,16,873502,0,0
528,23757,dense,double_negation,0.5,200,true,1,15,950930,0,0
529,31676,dense,double_negation,0.5,200,true,1,14,89290,0,0
530,39595,dense,double_negation,0.5,200,true,1,27,329272,0,0
531,47514,dense,double_negation,0.5,200,true,4,19,855022,0,0
532,55433,dense,double_negation,0.5,200,true,1,15,642852,0,0
533,63352,dense,double_negation,0.5,200,true,1,15,618558,0,0
534,71271,dense,double_negation,0.5,200,true,1,14,751638,0,0
535,79190,dense,double_negation,0.5,200,true,2,16,566818,0,0
536,87109,dense,double_negation,0.5,200,true,4,17,121500,0,0
537,95028,dense,double_negation,0.5,200,true,2,16,473272,0,0
538,102947,dense,double_negation,0.5,200,true,1,15,711658,0,0
539,110866,dense,double_negation,0.5,200,true,1,24,207388,0,0
540,118785,dense,double_negation,0.5,200,true,1,14,950458,0,0
541,126704,dense,double_negation,0.5,200,true,5,21,640338,0,0
542,134623,dense,double_negation,0.5,200,true,1,15,27700,0,0
543,142542,dense,double_negation,0.5,200,true,3,16,935240,0,0
544,150461,dense,double_negation,0.5,200,true,4,17,18434,0,0
545,158380,dense,double_negation,0.5,200,true,1,15,965740,0,0
546,166299,dense,double_negation,0.5,200,true,1,14,301620,0,0
547,174218,dense,double_negation,0.5,200,true,3,16,475188,0,0
548,182137,dense,double_negation,0.5,200,true,3,16,104486,0,0
549,190056,dense,double_negation,0.5,200,true,11,22,894128,0,0
550,0,dense,first_class,0.5,500,true,1,20,266430,0,0
551,7919,dense,first_class,0.5,500,true,1,23,690100,0,0
552,15838,dense,first_class,0.5,500,true,1,19,873502,0,0
553,23757,dense,first_class,0.5,500,true,1,20,950930,0,0
554,31676,dense,first_class,0.5,500,true,1,19,89290,0,0
555,39595,dense,first_class,0.5,500,true,1,20,329272,0,0
556,47514,dense,first_class,0.5,500,true,4,26,855022,0,0
557,55433,dense,first_class,0.5,500,true,1,19,642852,0,0
558,63352,dense,first_class,0.5,500,true,1,19,618558,0,0
559,71271,dense,first_class,0.5,500,true,1,18,751638,0,0
560,79190,dense,first_class,0.5,500,true,2,19,566818,0,0
561,87109,dense,first_class,0.5,500,true,4,21,121500,0,0
562,95028,dense,first_class,0.5,500,true,2,19,473272,0,0
563,102947,dense,first_class,0.5,500,true,1,24,711658,0,0
564,110866,dense,first_class,0.5,500,true,1,18,207388,0,0
565,118785,dense,first_class,0.5,500,true,1,17,950458,0,0
566,126704,dense,first_class,0.5,500,true,5,21,640338,0,0
567,134623,dense,first_class,0.5,500,true,1,17,27700,0,0
568,142542,dense,first_class,0.5,500,true,3,181,935240,0,0
569,150461,dense,first_class,0.5,500,true,4,22,18434,0,0
570,158380,dense,first_class,0.5,500,true,1,17,965740,0,0
571,166299,dense,first_class,0.5,500,true,1,18,301620,0,0
572,174218,dense,first_class,0.5,500,true,3,19,475188,0,0
573,182137,dense,first_class,0.5,500,true,3,24,104486,0,0
574,190056,dense,first_class,0.5,500,true,11,29,894128,0,0
575,0,dense,double_negation,0.5,500,true,1,20,266430,0,0
576,7919,dense,double_negation,0.5,500,true,1,22,690100,0,0
577,15838,dense,double_negation,0.5,500,true,1,18,873502,0,0
578,23757,dense,double_negation,0.5,500,true,1,17,950930,0,0
579,31676,dense,double_negation,0.5,500,true,1,17,89290,0,0
580,39595,dense,double_negation,0.5,500,true,1,17,329272,0,0
581,47514,dense,double_negation,0.5,500,true,4,56,855022,0,0
582,55433,dense,double_negation,0.5,500,true,1,25,642852,0,0
583,63352,dense,double_negation,0.5,500,true,1,23,618558,0,0
584,71271,dense,double_negation,0.5,500,true,1,17,751638,0,0
585,79190,dense,double_negation,0.5,500,true,2,18,566818,0,0
586,87109,dense,double_negation,0.5,500,true,4,19,121500,0,0
587,95028,dense,double_negation,0.5,500,true,2,17,473272,0,0
588,102947,dense,double_negation,0.5,500,true,1,23,711658,0,0
589,110866,dense,double_negation,0.5,500,true,1,17,207388,0,0
590,118785,dense,double_negation,0.5,500,true,1,17,950458,0,0
591,126704,dense,double_negation,0.5,500,true,5,29,640338,0,0
592,134623,dense,double_negation,0.5,500,true,1,18,27700,0,0
593,142542,dense,double_negation,0.5,500,true,3,21,935240,0,0
594,150461,dense,double_negation,0.5,500,true,4,26,18434,0,0
595,158380,dense,double_negation,0.5,500,true,1,18,965740,0,0
596,166299,dense,double_negation,0.5,500,true,1,23,301620,0,0
597,174218,dense,double_negation,0.5,500,true,3,19,475188,0,0
598,182137,dense,double_negation,0.5,500,true,3,20,104486,0,0
599,190056,dense,double_negation,0.5,500,true,11,31,894128,0,0
