trial_id,seed,scenario,pass_rate,base_size,true_size,samples_taken,terminated,termination_reason,estimated_size,ci_lower,ci_upper,inv95_at_termination,base_size_used,termination_condition_value,false_termination
10318,23424402,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10319,23432321,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10320,23440240,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10321,23448159,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10322,23456078,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10323,23463997,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10324,23471916,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10325,23479835,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10326,23487754,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10327,23495673,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10328,23503592,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10329,23511511,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10330,23519430,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10331,23527349,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10332,23535268,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10333,23543187,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10334,23551106,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10335,23559025,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10336,23566944,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10337,23574863,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10338,23582782,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10339,23590701,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10340,23598620,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10341,23606539,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10342,23614458,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10343,23622377,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10344,23630296,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10345,23638215,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10346,23646134,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10347,23654053,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10348,23661972,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10349,23669891,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10350,23677810,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10351,23685729,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10352,23693648,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10353,23701567,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10354,23709486,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10355,23717405,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10356,23725324,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10357,23733243,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10358,23741162,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10359,23749081,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10360,23757000,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10361,23764919,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10362,23772838,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10363,23780757,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10364,23788676,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10365,23796595,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10366,23804514,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10367,23812433,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10368,23820352,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10369,23828271,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10370,23836190,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10371,23844109,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10372,23852028,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10373,23859947,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10374,23867866,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10375,23875785,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10376,23883704,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10377,23891623,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10378,23899542,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10379,23907461,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10380,23915380,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10381,23923299,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10382,23931218,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10383,23939137,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10384,23947056,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10385,23954975,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10386,23962894,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10387,23970813,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10388,23978732,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10389,23986651,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10390,23994570,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10391,24002489,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10392,24010408,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10393,24018327,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10394,24026246,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10395,24034165,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10396,24042084,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10397,24050003,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10398,24057922,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10399,24065841,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10400,24073760,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10401,24081679,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10402,24089598,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10403,24097517,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10404,24105436,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10405,24113355,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10406,24121274,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10407,24129193,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10408,24137112,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10409,24145031,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10410,24152950,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10411,24160869,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10412,24168788,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10413,24176707,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10414,24184626,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10415,24192545,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10416,24200464,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10417,24208383,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10418,24216302,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10419,24224221,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10420,24232140,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10421,24240059,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10422,24247978,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10423,24255897,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10424,24263816,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10425,24271735,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10426,24279654,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10427,24287573,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10428,24295492,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10429,24303411,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10430,24311330,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10431,24319249,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10432,24327168,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10433,24335087,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10434,24343006,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10435,24350925,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10436,24358844,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10437,24366763,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10438,24374682,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10439,24382601,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10440,24390520,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10441,24398439,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10442,24406358,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10443,24414277,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10444,24422196,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10445,24430115,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10446,24438034,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10447,24445953,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10448,24453872,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10449,24461791,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10450,24469710,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10451,24477629,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10452,24485548,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10453,24493467,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10454,24501386,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10455,24509305,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10456,24517224,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10457,24525143,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10458,24533062,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10459,24540981,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10460,24548900,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10461,24556819,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10462,24564738,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10463,24572657,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10464,24580576,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10465,24588495,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10466,24596414,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10467,24604333,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10468,24612252,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10469,24620171,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10470,24628090,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10471,24636009,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10472,24643928,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10473,24651847,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10474,24659766,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10475,24667685,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10476,24675604,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10477,24683523,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10478,24691442,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10479,24699361,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10480,24707280,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10481,24715199,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10482,24723118,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10483,24731037,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10484,24738956,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10485,24746875,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10486,24754794,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10487,24762713,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10488,24770632,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10489,24778551,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10490,24786470,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10491,24794389,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10492,24802308,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10493,24810227,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10494,24818146,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10495,24826065,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10496,24833984,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10497,24841903,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10498,24849822,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10499,24857741,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10500,24865660,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10501,24873579,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10502,24881498,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10503,24889417,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10504,24897336,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10505,24905255,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10506,24913174,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10507,24921093,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10508,24929012,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10509,24936931,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10510,24944850,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10511,24952769,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10512,24960688,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10513,24968607,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10514,24976526,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10515,24984445,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10516,24992364,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10517,25000283,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10518,25008202,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10519,25016121,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10520,25024040,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10521,25031959,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10522,25039878,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10523,25047797,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10524,25055716,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10525,25063635,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10526,25071554,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10527,25079473,true_size_10,0.1,100,10,5000,false,max_samples,10,10.0000,11.0000,0.110000,100,11.0000,false
10528,25087392,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10529,25095311,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10530,25103230,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10531,25111149,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10532,25119068,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10533,25126987,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,10.0000,0.100000,100,10.0000,false
10534,25134906,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10535,25142825,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10536,25150744,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10537,25158663,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10538,25166582,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10539,25174501,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10540,25182420,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10541,25190339,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10542,25198258,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10543,25206177,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10544,25214096,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10545,25222015,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10546,25229934,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10547,25237853,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10548,25245772,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10549,25253691,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10550,25261610,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10551,25269529,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10552,25277448,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10553,25285367,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10554,25293286,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10555,25301205,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10556,25309124,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10557,25317043,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10558,25324962,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10559,25332881,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10560,25340800,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
10561,25348719,true_size_10,0.1,100,10,5000,false,max_samples,10,9.0000,11.0000,0.110000,100,11.0000,false
