trial_id,implementation,seed,chain_depth,filter_pass_rate,composite_pass_rate,estimated_size,actual_distinct_values,credible_interval_lower,credible_interval_upper,true_value_in_ci,relative_error,elapsed_micros
1269,legacy,10049211,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165452
1270,legacy,10057130,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164803
1271,legacy,10065049,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165198
1272,legacy,10072968,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,190215
1273,legacy,10080887,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165640
1274,legacy,10088806,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165048
1275,legacy,10096725,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165254
1276,legacy,10104644,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164131
1277,legacy,10112563,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165491
1278,legacy,10120482,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165896
1279,legacy,10128401,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164644
1280,legacy,10136320,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,210108
1281,legacy,10144239,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165081
1282,legacy,10152158,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164829
1283,legacy,10160077,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164878
1284,legacy,10167996,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,166158
1285,legacy,10175915,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164215
1286,legacy,10183834,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164368
1287,legacy,10191753,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,166251
1288,legacy,10199672,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165162
1289,legacy,10207591,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164687
1290,legacy,10215510,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164641
1291,legacy,10223429,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165177
1292,legacy,10231348,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165040
1293,legacy,10239267,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164781
1294,legacy,10247186,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164766
1295,legacy,10255105,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164954
1296,legacy,10263024,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,163514
1297,legacy,10270943,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164199
1298,legacy,10278862,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,163785
1299,legacy,10286781,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165263
1300,legacy,10294700,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164325
1301,legacy,10302619,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164144
1302,legacy,10310538,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164531
1303,legacy,10318457,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165155
1304,legacy,10326376,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165349
1305,legacy,10334295,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164851
1306,legacy,10342214,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164457
1307,legacy,10350133,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164819
1308,legacy,10358052,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164507
1309,legacy,10365971,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,212967
1310,legacy,10373890,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164725
1311,legacy,10381809,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165713
1312,legacy,10389728,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164458
1313,legacy,10397647,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164919
1314,legacy,10405566,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164182
1315,legacy,10413485,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165426
1316,legacy,10421404,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165081
1317,legacy,10429323,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164914
1318,legacy,10437242,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164589
1319,legacy,10445161,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164500
1320,legacy,10453080,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164674
1321,legacy,10460999,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164525
1322,legacy,10468918,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164966
1323,legacy,10476837,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164647
1324,legacy,10484756,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164391
1325,legacy,10492675,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165760
1326,legacy,10500594,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,163843
1327,legacy,10508513,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165441
1328,legacy,10516432,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165063
1329,legacy,10524351,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,166810
1330,legacy,10532270,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165152
1331,legacy,10540189,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165182
1332,legacy,10548108,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,163844
1333,legacy,10556027,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164994
1334,legacy,10563946,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164172
1335,legacy,10571865,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164621
1336,legacy,10579784,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,207943
1337,legacy,10587703,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165255
1338,legacy,10595622,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164553
1339,legacy,10603541,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165005
1340,legacy,10611460,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164623
1341,legacy,10619379,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164171
1342,legacy,10627298,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164428
1343,legacy,10635217,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165100
1344,legacy,10643136,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164531
1345,legacy,10651055,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165291
1346,legacy,10658974,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164775
1347,legacy,10666893,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165163
1348,legacy,10674812,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164872
1349,legacy,10682731,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164938
1350,legacy,10690650,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164563
1351,legacy,10698569,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164918
1352,legacy,10706488,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164646
1353,legacy,10714407,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164998
1354,legacy,10722326,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164671
1355,legacy,10730245,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164695
1356,legacy,10738164,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165226
1357,legacy,10746083,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164883
1358,legacy,10754002,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164371
1359,legacy,10761921,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164798
1360,legacy,10769840,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164946
1361,legacy,10777759,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165181
1362,legacy,10785678,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165223
1363,legacy,10793597,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164263
1364,legacy,10801516,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165359
1365,legacy,10809435,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164174
1366,legacy,10817354,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164047
1367,legacy,10825273,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,198750
1368,legacy,10833192,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164830
1369,legacy,10841111,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165316
1370,legacy,10849030,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164874
1371,legacy,10856949,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165347
1372,legacy,10864868,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164534
1373,legacy,10872787,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165218
1374,legacy,10880706,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164424
1375,legacy,10888625,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164461
1376,legacy,10896544,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165775
1377,legacy,10904463,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164562
1378,legacy,10912382,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164844
1379,legacy,10920301,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,166028
1380,legacy,10928220,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164965
1381,legacy,10936139,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164106
1382,legacy,10944058,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,163176
1383,legacy,10951977,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164792
1384,legacy,10959896,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164382
1385,legacy,10967815,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164765
1386,legacy,10975734,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164113
1387,legacy,10983653,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164297
1388,legacy,10991572,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165430
1389,legacy,10999491,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165372
1390,legacy,11007410,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165880
1391,legacy,11015329,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,165196
1392,legacy,11023248,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164539
1393,legacy,11031167,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164137
1394,legacy,11039086,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164998
1395,legacy,11047005,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164179
1396,legacy,11054924,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,211886
1397,legacy,11062843,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164367
1398,legacy,11070762,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,164895
1399,legacy,11078681,3,0.50,0.1250,1000,116,1000,1000,false,7.620690,166585
1400,legacy,11086600,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51027
1401,legacy,11094519,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51306
1402,legacy,11102438,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51093
1403,legacy,11110357,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51369
1404,legacy,11118276,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51247
1405,legacy,11126195,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51301
1406,legacy,11134114,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51495
1407,legacy,11142033,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,50944
1408,legacy,11149952,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51757
1409,legacy,11157871,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51227
1410,legacy,11165790,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52108
1411,legacy,11173709,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51661
1412,legacy,11181628,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51352
1413,legacy,11189547,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51296
1414,legacy,11197466,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51826
1415,legacy,11205385,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51629
1416,legacy,11213304,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51190
1417,legacy,11221223,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51468
1418,legacy,11229142,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51755
1419,legacy,11237061,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51366
1420,legacy,11244980,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51719
1421,legacy,11252899,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51712
1422,legacy,11260818,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51390
1423,legacy,11268737,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51718
1424,legacy,11276656,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52153
1425,legacy,11284575,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51438
1426,legacy,11292494,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51472
1427,legacy,11300413,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51550
1428,legacy,11308332,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51581
1429,legacy,11316251,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52036
1430,legacy,11324170,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52469
1431,legacy,11332089,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51606
1432,legacy,11340008,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51870
1433,legacy,11347927,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51038
1434,legacy,11355846,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51449
1435,legacy,11363765,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51209
1436,legacy,11371684,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52139
1437,legacy,11379603,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51575
1438,legacy,11387522,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51606
1439,legacy,11395441,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51628
1440,legacy,11403360,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51602
1441,legacy,11411279,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51812
1442,legacy,11419198,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51123
1443,legacy,11427117,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51620
1444,legacy,11435036,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51403
1445,legacy,11442955,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51437
1446,legacy,11450874,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51561
1447,legacy,11458793,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51751
1448,legacy,11466712,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51667
1449,legacy,11474631,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51368
1450,legacy,11482550,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51608
1451,legacy,11490469,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51854
1452,legacy,11498388,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51727
1453,legacy,11506307,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51531
1454,legacy,11514226,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51259
1455,legacy,11522145,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52017
1456,legacy,11530064,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52058
1457,legacy,11537983,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51996
1458,legacy,11545902,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,50925
1459,legacy,11553821,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51508
1460,legacy,11561740,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,55443
1461,legacy,11569659,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51520
1462,legacy,11577578,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52037
1463,legacy,11585497,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51941
1464,legacy,11593416,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51912
1465,legacy,11601335,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51681
1466,legacy,11609254,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51734
1467,legacy,11617173,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52044
1468,legacy,11625092,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51739
1469,legacy,11633011,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51189
1470,legacy,11640930,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51296
1471,legacy,11648849,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51675
1472,legacy,11656768,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51791
1473,legacy,11664687,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51702
1474,legacy,11672606,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51598
1475,legacy,11680525,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51303
1476,legacy,11688444,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52246
1477,legacy,11696363,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52151
1478,legacy,11704282,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51614
1479,legacy,11712201,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51443
1480,legacy,11720120,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51590
1481,legacy,11728039,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51689
1482,legacy,11735958,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51972
1483,legacy,11743877,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51946
1484,legacy,11751796,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51531
1485,legacy,11759715,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,87100
1486,legacy,11767634,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,54690
1487,legacy,11775553,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52134
1488,legacy,11783472,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51324
1489,legacy,11791391,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51787
1490,legacy,11799310,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51928
1491,legacy,11807229,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51463
1492,legacy,11815148,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52084
1493,legacy,11823067,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51759
1494,legacy,11830986,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51836
1495,legacy,11838905,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51956
1496,legacy,11846824,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51301
1497,legacy,11854743,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51441
1498,legacy,11862662,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51915
1499,legacy,11870581,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52129
1500,legacy,11878500,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51376
1501,legacy,11886419,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51104
1502,legacy,11894338,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51983
1503,legacy,11902257,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52029
1504,legacy,11910176,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51333
1505,legacy,11918095,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51854
1506,legacy,11926014,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51888
1507,legacy,11933933,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51233
1508,legacy,11941852,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51249
1509,legacy,11949771,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51062
1510,legacy,11957690,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52404
1511,legacy,11965609,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51612
1512,legacy,11973528,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51834
1513,legacy,11981447,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51486
1514,legacy,11989366,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51670
1515,legacy,11997285,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51466
1516,legacy,12005204,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51103
1517,legacy,12013123,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51946
1518,legacy,12021042,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51662
1519,legacy,12028961,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51643
1520,legacy,12036880,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51218
1521,legacy,12044799,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51444
1522,legacy,12052718,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51832
1523,legacy,12060637,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51474
1524,legacy,12068556,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51532
1525,legacy,12076475,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51759
1526,legacy,12084394,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52299
1527,legacy,12092313,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51717
1528,legacy,12100232,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51838
1529,legacy,12108151,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,50966
1530,legacy,12116070,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52258
1531,legacy,12123989,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51606
1532,legacy,12131908,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51386
1533,legacy,12139827,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51573
1534,legacy,12147746,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51426
1535,legacy,12155665,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51316
1536,legacy,12163584,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51773
1537,legacy,12171503,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51856
1538,legacy,12179422,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51508
1539,legacy,12187341,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51344
1540,legacy,12195260,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,50825
1541,legacy,12203179,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52054
1542,legacy,12211098,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51189
1543,legacy,12219017,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51581
1544,legacy,12226936,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51818
1545,legacy,12234855,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51903
1546,legacy,12242774,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51867
1547,legacy,12250693,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51553
1548,legacy,12258612,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51234
1549,legacy,12266531,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51528
1550,legacy,12274450,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52026
1551,legacy,12282369,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51832
1552,legacy,12290288,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51552
1553,legacy,12298207,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51944
1554,legacy,12306126,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51014
1555,legacy,12314045,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52035
1556,legacy,12321964,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51572
1557,legacy,12329883,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51936
1558,legacy,12337802,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52031
1559,legacy,12345721,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51473
1560,legacy,12353640,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51370
1561,legacy,12361559,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51872
1562,legacy,12369478,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51533
1563,legacy,12377397,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51781
1564,legacy,12385316,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51247
1565,legacy,12393235,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51620
1566,legacy,12401154,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52018
1567,legacy,12409073,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51359
1568,legacy,12416992,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51663
1569,legacy,12424911,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51002
1570,legacy,12432830,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51265
1571,legacy,12440749,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51828
1572,legacy,12448668,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51927
1573,legacy,12456587,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,95045
1574,legacy,12464506,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,54764
1575,legacy,12472425,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52100
1576,legacy,12480344,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52290
1577,legacy,12488263,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51303
1578,legacy,12496182,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51721
1579,legacy,12504101,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51384
1580,legacy,12512020,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51531
1581,legacy,12519939,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51850
1582,legacy,12527858,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51418
1583,legacy,12535777,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51152
1584,legacy,12543696,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51734
1585,legacy,12551615,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51627
1586,legacy,12559534,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51792
1587,legacy,12567453,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51798
1588,legacy,12575372,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,52010
1589,legacy,12583291,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51865
1590,legacy,12591210,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51468
1591,legacy,12599129,3,0.70,0.3430,1000,321,1000,1000,false,2.115265,51790
