trial_id,seed,prior_alpha,prior_beta,prior_name,pass_rate,warmup_count,true_size,estimated_size,ci_lower,ci_upper,ci_width,true_in_ci,relative_error,bias,posterior_alpha,posterior_beta
859,467221,2,1,"Beta(2,1)_current",0.05,50,50,56,45.00,71.00,26.00,true,0.120000,6.00,52.00,857.00
860,475140,2,1,"Beta(2,1)_current",0.05,50,50,52,41.00,65.00,24.00,true,0.040000,2.00,52.00,935.00
861,483059,2,1,"Beta(2,1)_current",0.05,50,50,50,40.00,63.00,23.00,true,0.000000,0.00,52.00,965.00
862,490978,2,1,"Beta(2,1)_current",0.05,50,50,54,43.00,68.00,25.00,true,0.080000,4.00,52.00,898.00
863,498897,2,1,"Beta(2,1)_current",0.05,50,50,53,42.00,67.00,25.00,true,0.060000,3.00,52.00,905.00
864,506816,2,1,"Beta(2,1)_current",0.05,50,50,45,36.00,57.00,21.00,true,0.100000,-5.00,52.00,1074.00
865,514735,2,1,"Beta(2,1)_current",0.05,50,50,58,46.00,73.00,27.00,true,0.160000,8.00,52.00,836.00
866,522654,2,1,"Beta(2,1)_current",0.05,50,50,57,45.00,72.00,27.00,true,0.140000,7.00,52.00,841.00
867,530573,2,1,"Beta(2,1)_current",0.05,50,50,63,50.00,79.00,29.00,true,0.260000,13.00,52.00,765.00
868,538492,2,1,"Beta(2,1)_current",0.05,50,50,51,40.00,64.00,24.00,true,0.020000,1.00,52.00,958.00
869,546411,2,1,"Beta(2,1)_current",0.05,50,50,45,36.00,57.00,21.00,true,0.100000,-5.00,52.00,1081.00
870,554330,2,1,"Beta(2,1)_current",0.05,50,50,46,36.00,58.00,22.00,true,0.080000,-4.00,52.00,1062.00
871,562249,2,1,"Beta(2,1)_current",0.05,50,50,51,40.00,64.00,24.00,true,0.020000,1.00,52.00,957.00
872,570168,2,1,"Beta(2,1)_current",0.05,50,50,44,35.00,56.00,21.00,true,0.120000,-6.00,52.00,1106.00
873,578087,2,1,"Beta(2,1)_current",0.05,50,50,62,49.00,78.00,29.00,true,0.240000,12.00,52.00,776.00
874,586006,2,1,"Beta(2,1)_current",0.05,50,50,50,40.00,64.00,24.00,true,0.000000,0.00,52.00,963.00
875,593925,2,1,"Beta(2,1)_current",0.05,50,50,51,40.00,64.00,24.00,true,0.020000,1.00,52.00,958.00
876,601844,2,1,"Beta(2,1)_current",0.05,50,50,55,44.00,70.00,26.00,true,0.100000,5.00,52.00,875.00
877,609763,2,1,"Beta(2,1)_current",0.05,50,50,44,35.00,55.00,20.00,true,0.120000,-6.00,52.00,1115.00
878,617682,2,1,"Beta(2,1)_current",0.05,50,50,53,42.00,67.00,25.00,true,0.060000,3.00,52.00,911.00
879,625601,2,1,"Beta(2,1)_current",0.05,50,50,45,35.00,57.00,22.00,true,0.100000,-5.00,52.00,1090.00
880,633520,2,1,"Beta(2,1)_current",0.05,50,50,48,38.00,61.00,23.00,true,0.040000,-2.00,52.00,1009.00
881,641439,2,1,"Beta(2,1)_current",0.05,50,50,54,43.00,68.00,25.00,true,0.080000,4.00,52.00,895.00
882,649358,2,1,"Beta(2,1)_current",0.05,50,50,54,43.00,68.00,25.00,true,0.080000,4.00,52.00,900.00
883,657277,2,1,"Beta(2,1)_current",0.05,50,50,39,31.00,50.00,19.00,true,0.220000,-11.00,52.00,1243.00
884,665196,2,1,"Beta(2,1)_current",0.05,50,50,43,34.00,54.00,20.00,true,0.140000,-7.00,52.00,1145.00
885,673115,2,1,"Beta(2,1)_current",0.05,50,50,53,42.00,66.00,24.00,true,0.060000,3.00,52.00,920.00
886,681034,2,1,"Beta(2,1)_current",0.05,50,50,48,38.00,60.00,22.00,true,0.040000,-2.00,52.00,1017.00
887,688953,2,1,"Beta(2,1)_current",0.05,50,50,43,34.00,54.00,20.00,true,0.140000,-7.00,52.00,1135.00
888,696872,2,1,"Beta(2,1)_current",0.05,50,50,63,50.00,79.00,29.00,true,0.260000,13.00,52.00,765.00
889,704791,2,1,"Beta(2,1)_current",0.05,50,50,50,40.00,63.00,23.00,true,0.000000,0.00,52.00,969.00
890,712710,2,1,"Beta(2,1)_current",0.05,50,50,43,34.00,54.00,20.00,true,0.140000,-7.00,52.00,1137.00
891,720629,2,1,"Beta(2,1)_current",0.05,50,50,53,42.00,67.00,25.00,true,0.060000,3.00,52.00,916.00
892,728548,2,1,"Beta(2,1)_current",0.05,50,50,51,40.00,64.00,24.00,true,0.020000,1.00,52.00,950.00
893,736467,2,1,"Beta(2,1)_current",0.05,50,50,47,37.00,59.00,22.00,true,0.060000,-3.00,52.00,1041.00
894,744386,2,1,"Beta(2,1)_current",0.05,50,50,57,45.00,72.00,27.00,true,0.140000,7.00,52.00,844.00
895,752305,2,1,"Beta(2,1)_current",0.05,50,50,45,36.00,57.00,21.00,true,0.100000,-5.00,52.00,1073.00
896,760224,2,1,"Beta(2,1)_current",0.05,50,50,52,41.00,65.00,24.00,true,0.040000,2.00,52.00,934.00
897,768143,2,1,"Beta(2,1)_current",0.05,50,50,63,50.00,79.00,29.00,true,0.260000,13.00,52.00,763.00
898,776062,2,1,"Beta(2,1)_current",0.05,50,50,62,49.00,78.00,29.00,true,0.240000,12.00,52.00,771.00
899,783981,2,1,"Beta(2,1)_current",0.05,50,50,55,43.00,69.00,26.00,true,0.100000,5.00,52.00,883.00
900,0,2,1,"Beta(2,1)_current",0.05,100,50,52,44.00,61.00,17.00,true,0.040000,2.00,102.00,1850.00
901,7919,2,1,"Beta(2,1)_current",0.05,100,50,52,44.00,62.00,18.00,true,0.040000,2.00,102.00,1826.00
902,15838,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,60.00,17.00,true,0.020000,1.00,102.00,1878.00
903,23757,2,1,"Beta(2,1)_current",0.05,100,50,57,48.00,68.00,20.00,true,0.140000,7.00,102.00,1667.00
904,31676,2,1,"Beta(2,1)_current",0.05,100,50,45,38.00,54.00,16.00,true,0.100000,-5.00,102.00,2135.00
905,39595,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,61.00,18.00,true,0.020000,1.00,102.00,1874.00
906,47514,2,1,"Beta(2,1)_current",0.05,100,50,41,34.00,48.00,14.00,false,0.180000,-9.00,102.00,2383.00
907,55433,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,52.00,15.00,true,0.120000,-6.00,102.00,2198.00
908,63352,2,1,"Beta(2,1)_current",0.05,100,50,54,45.00,63.00,18.00,true,0.080000,4.00,102.00,1785.00
909,71271,2,1,"Beta(2,1)_current",0.05,100,50,42,35.00,50.00,15.00,true,0.160000,-8.00,102.00,2297.00
910,79190,2,1,"Beta(2,1)_current",0.05,100,50,53,45.00,62.00,17.00,true,0.060000,3.00,102.00,1815.00
911,87109,2,1,"Beta(2,1)_current",0.05,100,50,47,39.00,55.00,16.00,true,0.060000,-3.00,102.00,2061.00
912,95028,2,1,"Beta(2,1)_current",0.05,100,50,60,51.00,71.00,20.00,false,0.200000,10.00,102.00,1591.00
913,102947,2,1,"Beta(2,1)_current",0.05,100,50,48,40.00,57.00,17.00,true,0.040000,-2.00,102.00,2008.00
914,110866,2,1,"Beta(2,1)_current",0.05,100,50,52,44.00,61.00,17.00,true,0.040000,2.00,102.00,1855.00
915,118785,2,1,"Beta(2,1)_current",0.05,100,50,48,41.00,57.00,16.00,true,0.040000,-2.00,102.00,1988.00
916,126704,2,1,"Beta(2,1)_current",0.05,100,50,55,47.00,65.00,18.00,true,0.100000,5.00,102.00,1729.00
917,134623,2,1,"Beta(2,1)_current",0.05,100,50,54,45.00,63.00,18.00,true,0.080000,4.00,102.00,1787.00
918,142542,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1921.00
919,150461,2,1,"Beta(2,1)_current",0.05,100,50,54,46.00,64.00,18.00,true,0.080000,4.00,102.00,1766.00
920,158380,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,61.00,18.00,true,0.020000,1.00,102.00,1873.00
921,166299,2,1,"Beta(2,1)_current",0.05,100,50,42,36.00,50.00,14.00,true,0.160000,-8.00,102.00,2290.00
922,174218,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,60.00,17.00,true,0.020000,1.00,102.00,1878.00
923,182137,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,53.00,16.00,true,0.120000,-6.00,102.00,2175.00
924,190056,2,1,"Beta(2,1)_current",0.05,100,50,54,46.00,64.00,18.00,true,0.080000,4.00,102.00,1769.00
925,197975,2,1,"Beta(2,1)_current",0.05,100,50,56,47.00,66.00,19.00,true,0.120000,6.00,102.00,1702.00
926,205894,2,1,"Beta(2,1)_current",0.05,100,50,56,47.00,66.00,19.00,true,0.120000,6.00,102.00,1714.00
927,213813,2,1,"Beta(2,1)_current",0.05,100,50,48,40.00,56.00,16.00,true,0.040000,-2.00,102.00,2018.00
928,221732,2,1,"Beta(2,1)_current",0.05,100,50,45,38.00,54.00,16.00,true,0.100000,-5.00,102.00,2129.00
929,229651,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,61.00,18.00,true,0.020000,1.00,102.00,1875.00
930,237570,2,1,"Beta(2,1)_current",0.05,100,50,46,39.00,54.00,15.00,true,0.080000,-4.00,102.00,2103.00
931,245489,2,1,"Beta(2,1)_current",0.05,100,50,49,42.00,58.00,16.00,true,0.020000,-1.00,102.00,1951.00
932,253408,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,60.00,17.00,true,0.020000,1.00,102.00,1888.00
933,261327,2,1,"Beta(2,1)_current",0.05,100,50,54,45.00,63.00,18.00,true,0.080000,4.00,102.00,1786.00
934,269246,2,1,"Beta(2,1)_current",0.05,100,50,48,40.00,56.00,16.00,true,0.040000,-2.00,102.00,2018.00
935,277165,2,1,"Beta(2,1)_current",0.05,100,50,52,44.00,61.00,17.00,true,0.040000,2.00,102.00,1860.00
936,285084,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,52.00,15.00,true,0.120000,-6.00,102.00,2188.00
937,293003,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1927.00
938,300922,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,61.00,18.00,true,0.020000,1.00,102.00,1868.00
939,308841,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,52.00,15.00,true,0.120000,-6.00,102.00,2208.00
940,316760,2,1,"Beta(2,1)_current",0.05,100,50,47,40.00,56.00,16.00,true,0.060000,-3.00,102.00,2055.00
941,324679,2,1,"Beta(2,1)_current",0.05,100,50,48,41.00,57.00,16.00,true,0.040000,-2.00,102.00,1984.00
942,332598,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,60.00,17.00,true,0.020000,1.00,102.00,1883.00
943,340517,2,1,"Beta(2,1)_current",0.05,100,50,60,51.00,71.00,20.00,false,0.200000,10.00,102.00,1570.00
944,348436,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,61.00,18.00,true,0.020000,1.00,102.00,1873.00
945,356355,2,1,"Beta(2,1)_current",0.05,100,50,60,51.00,71.00,20.00,false,0.200000,10.00,102.00,1574.00
946,364274,2,1,"Beta(2,1)_current",0.05,100,50,53,44.00,62.00,18.00,true,0.060000,3.00,102.00,1823.00
947,372193,2,1,"Beta(2,1)_current",0.05,100,50,47,40.00,56.00,16.00,true,0.060000,-3.00,102.00,2046.00
948,380112,2,1,"Beta(2,1)_current",0.05,100,50,46,39.00,55.00,16.00,true,0.080000,-4.00,102.00,2090.00
949,388031,2,1,"Beta(2,1)_current",0.05,100,50,64,54.00,75.00,21.00,false,0.280000,14.00,102.00,1484.00
950,395950,2,1,"Beta(2,1)_current",0.05,100,50,48,41.00,57.00,16.00,true,0.040000,-2.00,102.00,2001.00
951,403869,2,1,"Beta(2,1)_current",0.05,100,50,55,46.00,65.00,19.00,true,0.100000,5.00,102.00,1751.00
952,411788,2,1,"Beta(2,1)_current",0.05,100,50,45,38.00,53.00,15.00,true,0.100000,-5.00,102.00,2141.00
953,419707,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,61.00,18.00,true,0.020000,1.00,102.00,1872.00
954,427626,2,1,"Beta(2,1)_current",0.05,100,50,46,39.00,55.00,16.00,true,0.080000,-4.00,102.00,2082.00
955,435545,2,1,"Beta(2,1)_current",0.05,100,50,53,45.00,62.00,17.00,true,0.060000,3.00,102.00,1812.00
956,443464,2,1,"Beta(2,1)_current",0.05,100,50,49,42.00,58.00,16.00,true,0.020000,-1.00,102.00,1949.00
957,451383,2,1,"Beta(2,1)_current",0.05,100,50,52,44.00,62.00,18.00,true,0.040000,2.00,102.00,1828.00
958,459302,2,1,"Beta(2,1)_current",0.05,100,50,48,40.00,56.00,16.00,true,0.040000,-2.00,102.00,2022.00
959,467221,2,1,"Beta(2,1)_current",0.05,100,50,59,50.00,70.00,20.00,true,0.180000,9.00,102.00,1605.00
960,475140,2,1,"Beta(2,1)_current",0.05,100,50,46,39.00,54.00,15.00,true,0.080000,-4.00,102.00,2110.00
961,483059,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1920.00
962,490978,2,1,"Beta(2,1)_current",0.05,100,50,45,38.00,54.00,16.00,true,0.100000,-5.00,102.00,2135.00
963,498897,2,1,"Beta(2,1)_current",0.05,100,50,55,46.00,65.00,19.00,true,0.100000,5.00,102.00,1750.00
964,506816,2,1,"Beta(2,1)_current",0.05,100,50,43,36.00,51.00,15.00,true,0.140000,-7.00,102.00,2251.00
965,514735,2,1,"Beta(2,1)_current",0.05,100,50,56,47.00,66.00,19.00,true,0.120000,6.00,102.00,1716.00
966,522654,2,1,"Beta(2,1)_current",0.05,100,50,49,41.00,58.00,17.00,true,0.020000,-1.00,102.00,1971.00
967,530573,2,1,"Beta(2,1)_current",0.05,100,50,56,47.00,66.00,19.00,true,0.120000,6.00,102.00,1714.00
968,538492,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,60.00,17.00,true,0.020000,1.00,102.00,1893.00
969,546411,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,52.00,15.00,true,0.120000,-6.00,102.00,2200.00
970,554330,2,1,"Beta(2,1)_current",0.05,100,50,49,42.00,58.00,16.00,true,0.020000,-1.00,102.00,1951.00
971,562249,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1916.00
972,570168,2,1,"Beta(2,1)_current",0.05,100,50,45,38.00,54.00,16.00,true,0.100000,-5.00,102.00,2134.00
973,578087,2,1,"Beta(2,1)_current",0.05,100,50,53,45.00,63.00,18.00,true,0.060000,3.00,102.00,1811.00
974,586006,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1915.00
975,593925,2,1,"Beta(2,1)_current",0.05,100,50,50,43.00,60.00,17.00,true,0.000000,0.00,102.00,1901.00
976,601844,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,60.00,17.00,true,0.020000,1.00,102.00,1892.00
977,609763,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,52.00,15.00,true,0.120000,-6.00,102.00,2190.00
978,617682,2,1,"Beta(2,1)_current",0.05,100,50,52,44.00,62.00,18.00,true,0.040000,2.00,102.00,1841.00
979,625601,2,1,"Beta(2,1)_current",0.05,100,50,47,40.00,56.00,16.00,true,0.060000,-3.00,102.00,2054.00
980,633520,2,1,"Beta(2,1)_current",0.05,100,50,53,45.00,62.00,17.00,true,0.060000,3.00,102.00,1813.00
981,641439,2,1,"Beta(2,1)_current",0.05,100,50,53,44.00,62.00,18.00,true,0.060000,3.00,102.00,1820.00
982,649358,2,1,"Beta(2,1)_current",0.05,100,50,52,44.00,62.00,18.00,true,0.040000,2.00,102.00,1840.00
983,657277,2,1,"Beta(2,1)_current",0.05,100,50,42,35.00,50.00,15.00,true,0.160000,-8.00,102.00,2303.00
984,665196,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,52.00,15.00,true,0.120000,-6.00,102.00,2215.00
985,673115,2,1,"Beta(2,1)_current",0.05,100,50,54,45.00,64.00,19.00,true,0.080000,4.00,102.00,1778.00
986,681034,2,1,"Beta(2,1)_current",0.05,100,50,51,43.00,60.00,17.00,true,0.020000,1.00,102.00,1879.00
987,688953,2,1,"Beta(2,1)_current",0.05,100,50,44,37.00,52.00,15.00,true,0.120000,-6.00,102.00,2202.00
988,696872,2,1,"Beta(2,1)_current",0.05,100,50,61,52.00,72.00,20.00,false,0.220000,11.00,102.00,1552.00
989,704791,2,1,"Beta(2,1)_current",0.05,100,50,46,39.00,55.00,16.00,true,0.080000,-4.00,102.00,2094.00
990,712710,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1931.00
991,720629,2,1,"Beta(2,1)_current",0.05,100,50,48,41.00,57.00,16.00,true,0.040000,-2.00,102.00,2002.00
992,728548,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1922.00
993,736467,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,60.00,18.00,true,0.000000,0.00,102.00,1907.00
994,744386,2,1,"Beta(2,1)_current",0.05,100,50,48,41.00,57.00,16.00,true,0.040000,-2.00,102.00,1989.00
995,752305,2,1,"Beta(2,1)_current",0.05,100,50,45,38.00,54.00,16.00,true,0.100000,-5.00,102.00,2123.00
996,760224,2,1,"Beta(2,1)_current",0.05,100,50,58,49.00,68.00,19.00,true,0.160000,8.00,102.00,1645.00
997,768143,2,1,"Beta(2,1)_current",0.05,100,50,50,42.00,59.00,17.00,true,0.000000,0.00,102.00,1921.00
998,776062,2,1,"Beta(2,1)_current",0.05,100,50,56,47.00,66.00,19.00,true,0.120000,6.00,102.00,1700.00
999,783981,2,1,"Beta(2,1)_current",0.05,100,50,54,45.00,63.00,18.00,true,0.080000,4.00,102.00,1783.00
1000,0,2,1,"Beta(2,1)_current",0.05,200,50,57,51.00,65.00,14.00,false,0.140000,7.00,202.00,3296.00
1001,7919,2,1,"Beta(2,1)_current",0.05,200,50,52,46.00,58.00,12.00,true,0.040000,2.00,202.00,3699.00
1002,15838,2,1,"Beta(2,1)_current",0.05,200,50,53,47.00,60.00,13.00,true,0.060000,3.00,202.00,3571.00
1003,23757,2,1,"Beta(2,1)_current",0.05,200,50,56,49.00,63.00,14.00,true,0.120000,6.00,202.00,3402.00
1004,31676,2,1,"Beta(2,1)_current",0.05,200,50,47,41.00,53.00,12.00,true,0.060000,-3.00,202.00,4085.00
1005,39595,2,1,"Beta(2,1)_current",0.05,200,50,50,44.00,57.00,13.00,true,0.000000,0.00,202.00,3814.00
1006,47514,2,1,"Beta(2,1)_current",0.05,200,50,47,42.00,53.00,11.00,true,0.060000,-3.00,202.00,4062.00
1007,55433,2,1,"Beta(2,1)_current",0.05,200,50,46,41.00,52.00,11.00,true,0.080000,-4.00,202.00,4137.00
1008,63352,2,1,"Beta(2,1)_current",0.05,200,50,54,48.00,61.00,13.00,true,0.080000,4.00,202.00,3520.00
1009,71271,2,1,"Beta(2,1)_current",0.05,200,50,46,41.00,53.00,12.00,true,0.080000,-4.00,202.00,4131.00
1010,79190,2,1,"Beta(2,1)_current",0.05,200,50,50,44.00,56.00,12.00,true,0.000000,0.00,202.00,3852.00
1011,87109,2,1,"Beta(2,1)_current",0.05,200,50,44,38.00,49.00,11.00,false,0.120000,-6.00,202.00,4412.00
1012,95028,2,1,"Beta(2,1)_current",0.05,200,50,58,51.00,65.00,14.00,false,0.160000,8.00,202.00,3281.00
1013,102947,2,1,"Beta(2,1)_current",0.05,200,50,49,43.00,55.00,12.00,true,0.020000,-1.00,202.00,3899.00
1014,110866,2,1,"Beta(2,1)_current",0.05,200,50,55,48.00,62.00,14.00,true,0.100000,5.00,202.00,3486.00
1015,118785,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,57.00,12.00,true,0.020000,1.00,202.00,3765.00
1016,126704,2,1,"Beta(2,1)_current",0.05,200,50,49,43.00,55.00,12.00,true,0.020000,-1.00,202.00,3896.00
1017,134623,2,1,"Beta(2,1)_current",0.05,200,50,53,47.00,60.00,13.00,true,0.060000,3.00,202.00,3576.00
1018,142542,2,1,"Beta(2,1)_current",0.05,200,50,49,43.00,55.00,12.00,true,0.020000,-1.00,202.00,3939.00
1019,150461,2,1,"Beta(2,1)_current",0.05,200,50,48,42.00,54.00,12.00,true,0.040000,-2.00,202.00,3991.00
1020,158380,2,1,"Beta(2,1)_current",0.05,200,50,51,46.00,58.00,12.00,true,0.020000,1.00,202.00,3705.00
1021,166299,2,1,"Beta(2,1)_current",0.05,200,50,48,42.00,54.00,12.00,true,0.040000,-2.00,202.00,4012.00
1022,174218,2,1,"Beta(2,1)_current",0.05,200,50,48,43.00,55.00,12.00,true,0.040000,-2.00,202.00,3960.00
1023,182137,2,1,"Beta(2,1)_current",0.05,200,50,47,41.00,53.00,12.00,true,0.060000,-3.00,202.00,4115.00
1024,190056,2,1,"Beta(2,1)_current",0.05,200,50,56,50.00,63.00,13.00,true,0.120000,6.00,202.00,3381.00
1025,197975,2,1,"Beta(2,1)_current",0.05,200,50,57,51.00,64.00,13.00,false,0.140000,7.00,202.00,3319.00
1026,205894,2,1,"Beta(2,1)_current",0.05,200,50,56,50.00,63.00,13.00,true,0.120000,6.00,202.00,3385.00
1027,213813,2,1,"Beta(2,1)_current",0.05,200,50,46,41.00,52.00,11.00,true,0.080000,-4.00,202.00,4151.00
1028,221732,2,1,"Beta(2,1)_current",0.05,200,50,48,42.00,54.00,12.00,true,0.040000,-2.00,202.00,4020.00
1029,229651,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,57.00,12.00,true,0.020000,1.00,202.00,3755.00
1030,237570,2,1,"Beta(2,1)_current",0.05,200,50,48,42.00,54.00,12.00,true,0.040000,-2.00,202.00,3989.00
1031,245489,2,1,"Beta(2,1)_current",0.05,200,50,48,43.00,55.00,12.00,true,0.040000,-2.00,202.00,3965.00
1032,253408,2,1,"Beta(2,1)_current",0.05,200,50,53,47.00,59.00,12.00,true,0.060000,3.00,202.00,3616.00
1033,261327,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,58.00,13.00,true,0.020000,1.00,202.00,3744.00
1034,269246,2,1,"Beta(2,1)_current",0.05,200,50,52,46.00,59.00,13.00,true,0.040000,2.00,202.00,3654.00
1035,277165,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,57.00,12.00,true,0.020000,1.00,202.00,3752.00
1036,285084,2,1,"Beta(2,1)_current",0.05,200,50,42,37.00,48.00,11.00,false,0.160000,-8.00,202.00,4563.00
1037,293003,2,1,"Beta(2,1)_current",0.05,200,50,50,44.00,57.00,13.00,true,0.000000,0.00,202.00,3805.00
1038,300922,2,1,"Beta(2,1)_current",0.05,200,50,46,41.00,52.00,11.00,true,0.080000,-4.00,202.00,4140.00
1039,308841,2,1,"Beta(2,1)_current",0.05,200,50,47,41.00,53.00,12.00,true,0.060000,-3.00,202.00,4113.00
1040,316760,2,1,"Beta(2,1)_current",0.05,200,50,48,42.00,54.00,12.00,true,0.040000,-2.00,202.00,3981.00
1041,324679,2,1,"Beta(2,1)_current",0.05,200,50,47,42.00,54.00,12.00,true,0.060000,-3.00,202.00,4035.00
1042,332598,2,1,"Beta(2,1)_current",0.05,200,50,50,44.00,56.00,12.00,true,0.000000,0.00,202.00,3843.00
1043,340517,2,1,"Beta(2,1)_current",0.05,200,50,52,46.00,59.00,13.00,true,0.040000,2.00,202.00,3676.00
1044,348436,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,58.00,13.00,true,0.020000,1.00,202.00,3746.00
1045,356355,2,1,"Beta(2,1)_current",0.05,200,50,55,49.00,62.00,13.00,true,0.100000,5.00,202.00,3456.00
1046,364274,2,1,"Beta(2,1)_current",0.05,200,50,50,44.00,56.00,12.00,true,0.000000,0.00,202.00,3821.00
1047,372193,2,1,"Beta(2,1)_current",0.05,200,50,45,40.00,51.00,11.00,true,0.100000,-5.00,202.00,4228.00
1048,380112,2,1,"Beta(2,1)_current",0.05,200,50,50,45.00,57.00,12.00,true,0.000000,0.00,202.00,3786.00
1049,388031,2,1,"Beta(2,1)_current",0.05,200,50,57,50.00,64.00,14.00,true,0.140000,7.00,202.00,3334.00
1050,395950,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,58.00,13.00,true,0.020000,1.00,202.00,3737.00
1051,403869,2,1,"Beta(2,1)_current",0.05,200,50,52,46.00,58.00,12.00,true,0.040000,2.00,202.00,3700.00
1052,411788,2,1,"Beta(2,1)_current",0.05,200,50,45,40.00,51.00,11.00,true,0.100000,-5.00,202.00,4249.00
1053,419707,2,1,"Beta(2,1)_current",0.05,200,50,57,50.00,64.00,14.00,true,0.140000,7.00,202.00,3331.00
1054,427626,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,58.00,13.00,true,0.020000,1.00,202.00,3711.00
1055,435545,2,1,"Beta(2,1)_current",0.05,200,50,53,47.00,60.00,13.00,true,0.060000,3.00,202.00,3604.00
1056,443464,2,1,"Beta(2,1)_current",0.05,200,50,47,42.00,54.00,12.00,true,0.060000,-3.00,202.00,4032.00
1057,451383,2,1,"Beta(2,1)_current",0.05,200,50,49,43.00,55.00,12.00,true,0.020000,-1.00,202.00,3920.00
1058,459302,2,1,"Beta(2,1)_current",0.05,200,50,46,40.00,52.00,12.00,true,0.080000,-4.00,202.00,4184.00
1059,467221,2,1,"Beta(2,1)_current",0.05,200,50,61,54.00,69.00,15.00,false,0.220000,11.00,202.00,3074.00
1060,475140,2,1,"Beta(2,1)_current",0.05,200,50,45,40.00,51.00,11.00,true,0.100000,-5.00,202.00,4221.00
1061,483059,2,1,"Beta(2,1)_current",0.05,200,50,47,42.00,54.00,12.00,true,0.060000,-3.00,202.00,4034.00
1062,490978,2,1,"Beta(2,1)_current",0.05,200,50,46,40.00,52.00,12.00,true,0.080000,-4.00,202.00,4187.00
1063,498897,2,1,"Beta(2,1)_current",0.05,200,50,52,46.00,59.00,13.00,true,0.040000,2.00,202.00,3630.00
1064,506816,2,1,"Beta(2,1)_current",0.05,200,50,45,40.00,51.00,11.00,true,0.100000,-5.00,202.00,4235.00
1065,514735,2,1,"Beta(2,1)_current",0.05,200,50,50,44.00,56.00,12.00,true,0.000000,0.00,202.00,3854.00
1066,522654,2,1,"Beta(2,1)_current",0.05,200,50,52,46.00,58.00,12.00,true,0.040000,2.00,202.00,3689.00
1067,530573,2,1,"Beta(2,1)_current",0.05,200,50,50,44.00,56.00,12.00,true,0.000000,0.00,202.00,3839.00
1068,538492,2,1,"Beta(2,1)_current",0.05,200,50,49,43.00,55.00,12.00,true,0.020000,-1.00,202.00,3920.00
1069,546411,2,1,"Beta(2,1)_current",0.05,200,50,48,42.00,54.00,12.00,true,0.040000,-2.00,202.00,3991.00
1070,554330,2,1,"Beta(2,1)_current",0.05,200,50,48,42.00,54.00,12.00,true,0.040000,-2.00,202.00,3990.00
1071,562249,2,1,"Beta(2,1)_current",0.05,200,50,50,45.00,57.00,12.00,true,0.000000,0.00,202.00,3786.00
1072,570168,2,1,"Beta(2,1)_current",0.05,200,50,49,43.00,55.00,12.00,true,0.020000,-1.00,202.00,3924.00
1073,578087,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,58.00,13.00,true,0.020000,1.00,202.00,3721.00
1074,586006,2,1,"Beta(2,1)_current",0.05,200,50,49,43.00,55.00,12.00,true,0.020000,-1.00,202.00,3898.00
1075,593925,2,1,"Beta(2,1)_current",0.05,200,50,53,46.00,59.00,13.00,true,0.060000,3.00,202.00,3624.00
1076,601844,2,1,"Beta(2,1)_current",0.05,200,50,51,45.00,58.00,13.00,true,0.020000,1.00,202.00,3706.00
