trial_id,seed,prior_alpha,prior_beta,prior_name,pass_rate,warmup_count,true_size,estimated_size,ci_lower,ci_upper,ci_width,true_in_ci,relative_error,bias,posterior_alpha,posterior_beta
5899,783981,1,1,"Beta(1,1)_uniform",0.1,200,100,104,93.00,116.00,23.00,true,0.040000,4.00,201.00,1727.00
5900,0,1,1,"Beta(1,1)_uniform",0.1,500,100,105,98.00,113.00,15.00,true,0.050000,5.00,501.00,4250.00
5901,7919,1,1,"Beta(1,1)_uniform",0.1,500,100,101,94.00,109.00,15.00,true,0.010000,1.00,501.00,4451.00
5902,15838,1,1,"Beta(1,1)_uniform",0.1,500,100,105,97.00,113.00,16.00,true,0.050000,5.00,501.00,4276.00
5903,23757,1,1,"Beta(1,1)_uniform",0.1,500,100,100,92.00,107.00,15.00,true,0.000000,0.00,501.00,4516.00
5904,31676,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4688.00
5905,39595,1,1,"Beta(1,1)_uniform",0.1,500,100,95,88.00,102.00,14.00,true,0.050000,-5.00,501.00,4781.00
5906,47514,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,107.00,14.00,true,0.000000,0.00,501.00,4513.00
5907,55433,1,1,"Beta(1,1)_uniform",0.1,500,100,97,90.00,104.00,14.00,true,0.030000,-3.00,501.00,4678.00
5908,63352,1,1,"Beta(1,1)_uniform",0.1,500,100,104,96.00,112.00,16.00,true,0.040000,4.00,501.00,4316.00
5909,71271,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4685.00
5910,79190,1,1,"Beta(1,1)_uniform",0.1,500,100,97,90.00,105.00,15.00,true,0.030000,-3.00,501.00,4638.00
5911,87109,1,1,"Beta(1,1)_uniform",0.1,500,100,94,87.00,102.00,15.00,true,0.060000,-6.00,501.00,4807.00
5912,95028,1,1,"Beta(1,1)_uniform",0.1,500,100,111,103.00,119.00,16.00,false,0.110000,11.00,501.00,4007.00
5913,102947,1,1,"Beta(1,1)_uniform",0.1,500,100,102,94.00,110.00,16.00,true,0.020000,2.00,501.00,4419.00
5914,110866,1,1,"Beta(1,1)_uniform",0.1,500,100,104,97.00,112.00,15.00,true,0.040000,4.00,501.00,4308.00
5915,118785,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,108.00,15.00,true,0.000000,0.00,501.00,4500.00
5916,126704,1,1,"Beta(1,1)_uniform",0.1,500,100,103,96.00,111.00,15.00,true,0.030000,3.00,501.00,4354.00
5917,134623,1,1,"Beta(1,1)_uniform",0.1,500,100,103,96.00,111.00,15.00,true,0.030000,3.00,501.00,4354.00
5918,142542,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,108.00,15.00,true,0.000000,0.00,501.00,4494.00
5919,150461,1,1,"Beta(1,1)_uniform",0.1,500,100,105,98.00,113.00,15.00,true,0.050000,5.00,501.00,4245.00
5920,158380,1,1,"Beta(1,1)_uniform",0.1,500,100,101,94.00,109.00,15.00,true,0.010000,1.00,501.00,4428.00
5921,166299,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,106.00,15.00,true,0.020000,-2.00,501.00,4594.00
5922,174218,1,1,"Beta(1,1)_uniform",0.1,500,100,97,90.00,105.00,15.00,true,0.030000,-3.00,501.00,4636.00
5923,182137,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,106.00,14.00,true,0.010000,-1.00,501.00,4562.00
5924,190056,1,1,"Beta(1,1)_uniform",0.1,500,100,102,95.00,110.00,15.00,true,0.020000,2.00,501.00,4397.00
5925,197975,1,1,"Beta(1,1)_uniform",0.1,500,100,106,98.00,114.00,16.00,true,0.060000,6.00,501.00,4217.00
5926,205894,1,1,"Beta(1,1)_uniform",0.1,500,100,101,94.00,109.00,15.00,true,0.010000,1.00,501.00,4439.00
5927,213813,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,103.00,14.00,true,0.040000,-4.00,501.00,4713.00
5928,221732,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4692.00
5929,229651,1,1,"Beta(1,1)_uniform",0.1,500,100,102,95.00,110.00,15.00,true,0.020000,2.00,501.00,4402.00
5930,237570,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,108.00,15.00,true,0.000000,0.00,501.00,4510.00
5931,245489,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,106.00,15.00,true,0.020000,-2.00,501.00,4587.00
5932,253408,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,108.00,15.00,true,0.000000,0.00,501.00,4491.00
5933,261327,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,103.00,14.00,true,0.040000,-4.00,501.00,4726.00
5934,269246,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,106.00,15.00,true,0.020000,-2.00,501.00,4606.00
5935,277165,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4541.00
5936,285084,1,1,"Beta(1,1)_uniform",0.1,500,100,94,87.00,102.00,15.00,true,0.060000,-6.00,501.00,4810.00
5937,293003,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4544.00
5938,300922,1,1,"Beta(1,1)_uniform",0.1,500,100,94,87.00,101.00,14.00,true,0.060000,-6.00,501.00,4822.00
5939,308841,1,1,"Beta(1,1)_uniform",0.1,500,100,92,86.00,100.00,14.00,true,0.080000,-8.00,501.00,4916.00
5940,316760,1,1,"Beta(1,1)_uniform",0.1,500,100,101,93.00,108.00,15.00,true,0.010000,1.00,501.00,4471.00
5941,324679,1,1,"Beta(1,1)_uniform",0.1,500,100,102,94.00,109.00,15.00,true,0.020000,2.00,501.00,4427.00
5942,332598,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4538.00
5943,340517,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4533.00
5944,348436,1,1,"Beta(1,1)_uniform",0.1,500,100,106,98.00,114.00,16.00,true,0.060000,6.00,501.00,4229.00
5945,356355,1,1,"Beta(1,1)_uniform",0.1,500,100,102,94.00,110.00,16.00,true,0.020000,2.00,501.00,4416.00
5946,364274,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,106.00,15.00,true,0.020000,-2.00,501.00,4605.00
5947,372193,1,1,"Beta(1,1)_uniform",0.1,500,100,94,87.00,101.00,14.00,true,0.060000,-6.00,501.00,4818.00
5948,380112,1,1,"Beta(1,1)_uniform",0.1,500,100,101,93.00,109.00,16.00,true,0.010000,1.00,501.00,4463.00
5949,388031,1,1,"Beta(1,1)_uniform",0.1,500,100,103,96.00,111.00,15.00,true,0.030000,3.00,501.00,4339.00
5950,395950,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4701.00
5951,403869,1,1,"Beta(1,1)_uniform",0.1,500,100,110,102.00,118.00,16.00,false,0.100000,10.00,501.00,4051.00
5952,411788,1,1,"Beta(1,1)_uniform",0.1,500,100,95,88.00,102.00,14.00,true,0.050000,-5.00,501.00,4760.00
5953,419707,1,1,"Beta(1,1)_uniform",0.1,500,100,106,99.00,114.00,15.00,true,0.060000,6.00,501.00,4204.00
5954,427626,1,1,"Beta(1,1)_uniform",0.1,500,100,103,95.00,111.00,16.00,true,0.030000,3.00,501.00,4360.00
5955,435545,1,1,"Beta(1,1)_uniform",0.1,500,100,103,95.00,111.00,16.00,true,0.030000,3.00,501.00,4374.00
5956,443464,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,103.00,14.00,true,0.040000,-4.00,501.00,4731.00
5957,451383,1,1,"Beta(1,1)_uniform",0.1,500,100,109,101.00,118.00,17.00,false,0.090000,9.00,501.00,4077.00
5958,459302,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4705.00
5959,467221,1,1,"Beta(1,1)_uniform",0.1,500,100,107,100.00,116.00,16.00,true,0.070000,7.00,501.00,4157.00
5960,475140,1,1,"Beta(1,1)_uniform",0.1,500,100,94,88.00,102.00,14.00,true,0.060000,-6.00,501.00,4799.00
5961,483059,1,1,"Beta(1,1)_uniform",0.1,500,100,95,88.00,102.00,14.00,true,0.050000,-5.00,501.00,4761.00
5962,490978,1,1,"Beta(1,1)_uniform",0.1,500,100,90,84.00,97.00,13.00,false,0.100000,-10.00,501.00,5043.00
5963,498897,1,1,"Beta(1,1)_uniform",0.1,500,100,101,94.00,109.00,15.00,true,0.010000,1.00,501.00,4450.00
5964,506816,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4687.00
5965,514735,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,106.00,15.00,true,0.020000,-2.00,501.00,4587.00
5966,522654,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,106.00,14.00,true,0.010000,-1.00,501.00,4561.00
5967,530573,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,106.00,14.00,true,0.010000,-1.00,501.00,4566.00
5968,538492,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,106.00,14.00,true,0.010000,-1.00,501.00,4564.00
5969,546411,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4539.00
5970,554330,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4691.00
5971,562249,1,1,"Beta(1,1)_uniform",0.1,500,100,102,94.00,109.00,15.00,true,0.020000,2.00,501.00,4424.00
5972,570168,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,106.00,15.00,true,0.020000,-2.00,501.00,4587.00
5973,578087,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,106.00,15.00,true,0.020000,-2.00,501.00,4593.00
5974,586006,1,1,"Beta(1,1)_uniform",0.1,500,100,91,84.00,98.00,14.00,false,0.090000,-9.00,501.00,5015.00
5975,593925,1,1,"Beta(1,1)_uniform",0.1,500,100,105,98.00,113.00,15.00,true,0.050000,5.00,501.00,4246.00
5976,601844,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4536.00
5977,609763,1,1,"Beta(1,1)_uniform",0.1,500,100,103,96.00,111.00,15.00,true,0.030000,3.00,501.00,4351.00
5978,617682,1,1,"Beta(1,1)_uniform",0.1,500,100,103,95.00,111.00,16.00,true,0.030000,3.00,501.00,4373.00
5979,625601,1,1,"Beta(1,1)_uniform",0.1,500,100,110,102.00,118.00,16.00,false,0.100000,10.00,501.00,4061.00
5980,633520,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,104.00,15.00,true,0.040000,-4.00,501.00,4683.00
5981,641439,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,108.00,15.00,true,0.000000,0.00,501.00,4496.00
5982,649358,1,1,"Beta(1,1)_uniform",0.1,500,100,95,88.00,102.00,14.00,true,0.050000,-5.00,501.00,4779.00
5983,657277,1,1,"Beta(1,1)_uniform",0.1,500,100,94,87.00,101.00,14.00,true,0.060000,-6.00,501.00,4811.00
5984,665196,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,105.00,14.00,true,0.020000,-2.00,501.00,4625.00
5985,673115,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,107.00,14.00,true,0.000000,0.00,501.00,4512.00
5986,681034,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,103.00,14.00,true,0.040000,-4.00,501.00,4730.00
5987,688953,1,1,"Beta(1,1)_uniform",0.1,500,100,98,91.00,105.00,14.00,true,0.020000,-2.00,501.00,4614.00
5988,696872,1,1,"Beta(1,1)_uniform",0.1,500,100,112,104.00,120.00,16.00,false,0.120000,12.00,501.00,3967.00
5989,704791,1,1,"Beta(1,1)_uniform",0.1,500,100,97,90.00,104.00,14.00,true,0.030000,-3.00,501.00,4667.00
5990,712710,1,1,"Beta(1,1)_uniform",0.1,500,100,96,89.00,103.00,14.00,true,0.040000,-4.00,501.00,4728.00
5991,720629,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4556.00
5992,728548,1,1,"Beta(1,1)_uniform",0.1,500,100,109,101.00,117.00,16.00,false,0.090000,9.00,501.00,4106.00
5993,736467,1,1,"Beta(1,1)_uniform",0.1,500,100,104,96.00,112.00,16.00,true,0.040000,4.00,501.00,4314.00
5994,744386,1,1,"Beta(1,1)_uniform",0.1,500,100,99,92.00,107.00,15.00,true,0.010000,-1.00,501.00,4555.00
5995,752305,1,1,"Beta(1,1)_uniform",0.1,500,100,100,93.00,108.00,15.00,true,0.000000,0.00,501.00,4495.00
5996,760224,1,1,"Beta(1,1)_uniform",0.1,500,100,103,96.00,111.00,15.00,true,0.030000,3.00,501.00,4351.00
5997,768143,1,1,"Beta(1,1)_uniform",0.1,500,100,104,97.00,112.00,15.00,true,0.040000,4.00,501.00,4299.00
5998,776062,1,1,"Beta(1,1)_uniform",0.1,500,100,102,95.00,110.00,15.00,true,0.020000,2.00,501.00,4397.00
5999,783981,1,1,"Beta(1,1)_uniform",0.1,500,100,101,94.00,109.00,15.00,true,0.010000,1.00,501.00,4459.00
6000,0,1,1,"Beta(1,1)_uniform",0.3,10,300,333,213.00,486.00,273.00,true,0.110000,33.00,11.00,21.00
6001,7919,1,1,"Beta(1,1)_uniform",0.3,10,300,250,158.00,379.00,221.00,true,0.166667,-50.00,11.00,31.00
6002,15838,1,1,"Beta(1,1)_uniform",0.3,10,300,270,171.00,406.00,235.00,true,0.100000,-30.00,11.00,28.00
6003,23757,1,1,"Beta(1,1)_uniform",0.3,10,300,179,112.00,280.00,168.00,false,0.403333,-121.00,11.00,47.00
6004,31676,1,1,"Beta(1,1)_uniform",0.3,10,300,238,150.00,363.00,213.00,true,0.206667,-62.00,11.00,33.00
6005,39595,1,1,"Beta(1,1)_uniform",0.3,10,300,500,328.00,672.00,344.00,false,0.666667,200.00,11.00,11.00
6006,47514,1,1,"Beta(1,1)_uniform",0.3,10,300,286,181.00,426.00,245.00,true,0.046667,-14.00,11.00,26.00
6007,55433,1,1,"Beta(1,1)_uniform",0.3,10,300,333,213.00,486.00,273.00,true,0.110000,33.00,11.00,21.00
6008,63352,1,1,"Beta(1,1)_uniform",0.3,10,300,172,108.00,271.00,163.00,false,0.426667,-128.00,11.00,49.00
6009,71271,1,1,"Beta(1,1)_uniform",0.3,10,300,244,154.00,371.00,217.00,true,0.186667,-56.00,11.00,32.00
6010,79190,1,1,"Beta(1,1)_uniform",0.3,10,300,294,187.00,437.00,250.00,true,0.020000,-6.00,11.00,25.00
6011,87109,1,1,"Beta(1,1)_uniform",0.3,10,300,385,247.00,547.00,300.00,true,0.283333,85.00,11.00,17.00
6012,95028,1,1,"Beta(1,1)_uniform",0.3,10,300,435,282.00,604.00,322.00,true,0.450000,135.00,11.00,14.00
6013,102947,1,1,"Beta(1,1)_uniform",0.3,10,300,238,150.00,363.00,213.00,true,0.206667,-62.00,11.00,33.00
6014,110866,1,1,"Beta(1,1)_uniform",0.3,10,300,357,229.00,515.00,286.00,true,0.190000,57.00,11.00,19.00
6015,118785,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6016,126704,1,1,"Beta(1,1)_uniform",0.3,10,300,526,346.00,699.00,353.00,false,0.753333,226.00,11.00,10.00
6017,134623,1,1,"Beta(1,1)_uniform",0.3,10,300,323,206.00,473.00,267.00,true,0.076667,23.00,11.00,22.00
6018,142542,1,1,"Beta(1,1)_uniform",0.3,10,300,244,154.00,371.00,217.00,true,0.186667,-56.00,11.00,32.00
6019,150461,1,1,"Beta(1,1)_uniform",0.3,10,300,385,247.00,547.00,300.00,true,0.283333,85.00,11.00,17.00
6020,158380,1,1,"Beta(1,1)_uniform",0.3,10,300,417,269.00,584.00,315.00,true,0.390000,117.00,11.00,15.00
6021,166299,1,1,"Beta(1,1)_uniform",0.3,10,300,400,258.00,565.00,307.00,true,0.333333,100.00,11.00,16.00
6022,174218,1,1,"Beta(1,1)_uniform",0.3,10,300,345,221.00,500.00,279.00,true,0.150000,45.00,11.00,20.00
6023,182137,1,1,"Beta(1,1)_uniform",0.3,10,300,500,328.00,672.00,344.00,false,0.666667,200.00,11.00,11.00
6024,190056,1,1,"Beta(1,1)_uniform",0.3,10,300,303,193.00,448.00,255.00,true,0.010000,3.00,11.00,24.00
6025,197975,1,1,"Beta(1,1)_uniform",0.3,10,300,244,154.00,371.00,217.00,true,0.186667,-56.00,11.00,32.00
6026,205894,1,1,"Beta(1,1)_uniform",0.3,10,300,303,193.00,448.00,255.00,true,0.010000,3.00,11.00,24.00
6027,213813,1,1,"Beta(1,1)_uniform",0.3,10,300,222,140.00,341.00,201.00,true,0.260000,-78.00,11.00,36.00
6028,221732,1,1,"Beta(1,1)_uniform",0.3,10,300,313,199.00,460.00,261.00,true,0.043333,13.00,11.00,23.00
6029,229651,1,1,"Beta(1,1)_uniform",0.3,10,300,303,193.00,448.00,255.00,true,0.010000,3.00,11.00,24.00
6030,237570,1,1,"Beta(1,1)_uniform",0.3,10,300,303,193.00,448.00,255.00,true,0.010000,3.00,11.00,24.00
6031,245489,1,1,"Beta(1,1)_uniform",0.3,10,300,294,187.00,437.00,250.00,true,0.020000,-6.00,11.00,25.00
6032,253408,1,1,"Beta(1,1)_uniform",0.3,10,300,227,143.00,348.00,205.00,true,0.243333,-73.00,11.00,35.00
6033,261327,1,1,"Beta(1,1)_uniform",0.3,10,300,256,162.00,388.00,226.00,true,0.146667,-44.00,11.00,30.00
6034,269246,1,1,"Beta(1,1)_uniform",0.3,10,300,270,171.00,406.00,235.00,true,0.100000,-30.00,11.00,28.00
6035,277165,1,1,"Beta(1,1)_uniform",0.3,10,300,270,171.00,406.00,235.00,true,0.100000,-30.00,11.00,28.00
6036,285084,1,1,"Beta(1,1)_uniform",0.3,10,300,244,154.00,371.00,217.00,true,0.186667,-56.00,11.00,32.00
6037,293003,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6038,300922,1,1,"Beta(1,1)_uniform",0.3,10,300,286,181.00,426.00,245.00,true,0.046667,-14.00,11.00,26.00
6039,308841,1,1,"Beta(1,1)_uniform",0.3,10,300,238,150.00,363.00,213.00,true,0.206667,-62.00,11.00,33.00
6040,316760,1,1,"Beta(1,1)_uniform",0.3,10,300,278,176.00,416.00,240.00,true,0.073333,-22.00,11.00,27.00
6041,324679,1,1,"Beta(1,1)_uniform",0.3,10,300,213,134.00,328.00,194.00,true,0.290000,-87.00,11.00,38.00
6042,332598,1,1,"Beta(1,1)_uniform",0.3,10,300,357,229.00,515.00,286.00,true,0.190000,57.00,11.00,19.00
6043,340517,1,1,"Beta(1,1)_uniform",0.3,10,300,313,199.00,460.00,261.00,true,0.043333,13.00,11.00,23.00
6044,348436,1,1,"Beta(1,1)_uniform",0.3,10,300,250,158.00,379.00,221.00,true,0.166667,-50.00,11.00,31.00
6045,356355,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6046,364274,1,1,"Beta(1,1)_uniform",0.3,10,300,385,247.00,547.00,300.00,true,0.283333,85.00,11.00,17.00
6047,372193,1,1,"Beta(1,1)_uniform",0.3,10,300,323,206.00,473.00,267.00,true,0.076667,23.00,11.00,22.00
6048,380112,1,1,"Beta(1,1)_uniform",0.3,10,300,238,150.00,363.00,213.00,true,0.206667,-62.00,11.00,33.00
6049,388031,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6050,395950,1,1,"Beta(1,1)_uniform",0.3,10,300,455,296.00,625.00,329.00,true,0.516667,155.00,11.00,13.00
6051,403869,1,1,"Beta(1,1)_uniform",0.3,10,300,222,140.00,341.00,201.00,true,0.260000,-78.00,11.00,36.00
6052,411788,1,1,"Beta(1,1)_uniform",0.3,10,300,227,143.00,348.00,205.00,true,0.243333,-73.00,11.00,35.00
6053,419707,1,1,"Beta(1,1)_uniform",0.3,10,300,286,181.00,426.00,245.00,true,0.046667,-14.00,11.00,26.00
6054,427626,1,1,"Beta(1,1)_uniform",0.3,10,300,357,229.00,515.00,286.00,true,0.190000,57.00,11.00,19.00
6055,435545,1,1,"Beta(1,1)_uniform",0.3,10,300,455,296.00,625.00,329.00,true,0.516667,155.00,11.00,13.00
6056,443464,1,1,"Beta(1,1)_uniform",0.3,10,300,435,282.00,604.00,322.00,true,0.450000,135.00,11.00,14.00
6057,451383,1,1,"Beta(1,1)_uniform",0.3,10,300,323,206.00,473.00,267.00,true,0.076667,23.00,11.00,22.00
6058,459302,1,1,"Beta(1,1)_uniform",0.3,10,300,476,311.00,648.00,337.00,false,0.586667,176.00,11.00,12.00
6059,467221,1,1,"Beta(1,1)_uniform",0.3,10,300,294,187.00,437.00,250.00,true,0.020000,-6.00,11.00,25.00
6060,475140,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6061,483059,1,1,"Beta(1,1)_uniform",0.3,10,300,333,213.00,486.00,273.00,true,0.110000,33.00,11.00,21.00
6062,490978,1,1,"Beta(1,1)_uniform",0.3,10,300,435,282.00,604.00,322.00,true,0.450000,135.00,11.00,14.00
6063,498897,1,1,"Beta(1,1)_uniform",0.3,10,300,357,229.00,515.00,286.00,true,0.190000,57.00,11.00,19.00
6064,506816,1,1,"Beta(1,1)_uniform",0.3,10,300,244,154.00,371.00,217.00,true,0.186667,-56.00,11.00,32.00
6065,514735,1,1,"Beta(1,1)_uniform",0.3,10,300,270,171.00,406.00,235.00,true,0.100000,-30.00,11.00,28.00
6066,522654,1,1,"Beta(1,1)_uniform",0.3,10,300,278,176.00,416.00,240.00,true,0.073333,-22.00,11.00,27.00
6067,530573,1,1,"Beta(1,1)_uniform",0.3,10,300,208,131.00,322.00,191.00,true,0.306667,-92.00,11.00,39.00
6068,538492,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6069,546411,1,1,"Beta(1,1)_uniform",0.3,10,300,435,282.00,604.00,322.00,true,0.450000,135.00,11.00,14.00
6070,554330,1,1,"Beta(1,1)_uniform",0.3,10,300,294,187.00,437.00,250.00,true,0.020000,-6.00,11.00,25.00
6071,562249,1,1,"Beta(1,1)_uniform",0.3,10,300,435,282.00,604.00,322.00,true,0.450000,135.00,11.00,14.00
6072,570168,1,1,"Beta(1,1)_uniform",0.3,10,300,313,199.00,460.00,261.00,true,0.043333,13.00,11.00,23.00
6073,578087,1,1,"Beta(1,1)_uniform",0.3,10,300,476,311.00,648.00,337.00,false,0.586667,176.00,11.00,12.00
6074,586006,1,1,"Beta(1,1)_uniform",0.3,10,300,357,229.00,515.00,286.00,true,0.190000,57.00,11.00,19.00
6075,593925,1,1,"Beta(1,1)_uniform",0.3,10,300,556,368.00,727.00,359.00,false,0.853333,256.00,11.00,9.00
6076,601844,1,1,"Beta(1,1)_uniform",0.3,10,300,250,158.00,379.00,221.00,true,0.166667,-50.00,11.00,31.00
6077,609763,1,1,"Beta(1,1)_uniform",0.3,10,300,250,158.00,379.00,221.00,true,0.166667,-50.00,11.00,31.00
6078,617682,1,1,"Beta(1,1)_uniform",0.3,10,300,417,269.00,584.00,315.00,true,0.390000,117.00,11.00,15.00
6079,625601,1,1,"Beta(1,1)_uniform",0.3,10,300,270,171.00,406.00,235.00,true,0.100000,-30.00,11.00,28.00
6080,633520,1,1,"Beta(1,1)_uniform",0.3,10,300,152,94.00,241.00,147.00,false,0.493333,-148.00,11.00,57.00
6081,641439,1,1,"Beta(1,1)_uniform",0.3,10,300,400,258.00,565.00,307.00,true,0.333333,100.00,11.00,16.00
6082,649358,1,1,"Beta(1,1)_uniform",0.3,10,300,294,187.00,437.00,250.00,true,0.020000,-6.00,11.00,25.00
6083,657277,1,1,"Beta(1,1)_uniform",0.3,10,300,217,137.00,335.00,198.00,true,0.276667,-83.00,11.00,37.00
6084,665196,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6085,673115,1,1,"Beta(1,1)_uniform",0.3,10,300,303,193.00,448.00,255.00,true,0.010000,3.00,11.00,24.00
6086,681034,1,1,"Beta(1,1)_uniform",0.3,10,300,370,238.00,530.00,292.00,true,0.233333,70.00,11.00,18.00
6087,688953,1,1,"Beta(1,1)_uniform",0.3,10,300,385,247.00,547.00,300.00,true,0.283333,85.00,11.00,17.00
6088,696872,1,1,"Beta(1,1)_uniform",0.3,10,300,208,131.00,322.00,191.00,true,0.306667,-92.00,11.00,39.00
6089,704791,1,1,"Beta(1,1)_uniform",0.3,10,300,303,193.00,448.00,255.00,true,0.010000,3.00,11.00,24.00
6090,712710,1,1,"Beta(1,1)_uniform",0.3,10,300,238,150.00,363.00,213.00,true,0.206667,-62.00,11.00,33.00
6091,720629,1,1,"Beta(1,1)_uniform",0.3,10,300,333,213.00,486.00,273.00,true,0.110000,33.00,11.00,21.00
6092,728548,1,1,"Beta(1,1)_uniform",0.3,10,300,313,199.00,460.00,261.00,true,0.043333,13.00,11.00,23.00
6093,736467,1,1,"Beta(1,1)_uniform",0.3,10,300,313,199.00,460.00,261.00,true,0.043333,13.00,11.00,23.00
6094,744386,1,1,"Beta(1,1)_uniform",0.3,10,300,417,269.00,584.00,315.00,true,0.390000,117.00,11.00,15.00
6095,752305,1,1,"Beta(1,1)_uniform",0.3,10,300,303,193.00,448.00,255.00,true,0.010000,3.00,11.00,24.00
6096,760224,1,1,"Beta(1,1)_uniform",0.3,10,300,278,176.00,416.00,240.00,true,0.073333,-22.00,11.00,27.00
6097,768143,1,1,"Beta(1,1)_uniform",0.3,10,300,278,176.00,416.00,240.00,true,0.073333,-22.00,11.00,27.00
6098,776062,1,1,"Beta(1,1)_uniform",0.3,10,300,238,150.00,363.00,213.00,true,0.206667,-62.00,11.00,33.00
6099,783981,1,1,"Beta(1,1)_uniform",0.3,10,300,556,368.00,727.00,359.00,false,0.853333,256.00,11.00,9.00
6100,0,1,1,"Beta(1,1)_uniform",0.3,25,300,338,255.00,434.00,179.00,true,0.126667,38.00,26.00,50.00
6101,7919,1,1,"Beta(1,1)_uniform",0.3,25,300,291,218.00,378.00,160.00,true,0.030000,-9.00,26.00,62.00
6102,15838,1,1,"Beta(1,1)_uniform",0.3,25,300,275,206.00,359.00,153.00,true,0.083333,-25.00,26.00,67.00
6103,23757,1,1,"Beta(1,1)_uniform",0.3,25,300,205,152.00,273.00,121.00,false,0.316667,-95.00,26.00,98.00
6104,31676,1,1,"Beta(1,1)_uniform",0.3,25,300,301,226.00,391.00,165.00,true,0.003333,1.00,26.00,59.00
6105,39595,1,1,"Beta(1,1)_uniform",0.3,25,300,410,312.00,516.00,204.00,false,0.366667,110.00,26.00,37.00
6106,47514,1,1,"Beta(1,1)_uniform",0.3,25,300,347,262.00,445.00,183.00,true,0.156667,47.00,26.00,48.00
6107,55433,1,1,"Beta(1,1)_uniform",0.3,25,300,338,255.00,434.00,179.00,true,0.126667,38.00,26.00,50.00
6108,63352,1,1,"Beta(1,1)_uniform",0.3,25,300,212,157.00,281.00,124.00,false,0.293333,-88.00,26.00,94.00
